Id2,Id,Estimate; Total:,"Estimate; Car, truck, or van:","Estimate; Car, truck, or van: - Drove alone","Estimate; Car, truck, or van: - Carpooled:",Estimate; Public transportation (excluding taxicab):,Estimate; Taxicab,Estimate; Motorcycle,Estimate; Bicycle,Estimate; Walked,Estimate; Other means,Estimate; Worked at home
12011110501,1400000US12011110501,1555,1437,1272,165,48,0,0,0,54,0,16
12011110501,1400000US12011110501,460,431,368,63,13,0,0,0,0,0,16
12011110501,1400000US12011110501,503,474,401,73,13,0,0,0,0,0,16
12011110501,1400000US12011110501,834,745,691,54,35,0,0,0,54,0,0
12011110501,1400000US12011110501,877,788,724,64,35,0,0,0,54,0,0
12011110501,1400000US12011110501,834,745,691,54,35,0,0,0,54,0,0
12011110501,1400000US12011110501,844,755,691,64,35,0,0,0,54,0,0
12011110502,1400000US12011110502,2447,2309,2105,204,54,0,0,28,13,17,26
12011110502,1400000US12011110502,573,513,500,13,0,0,0,28,0,17,15
12011110502,1400000US12011110502,573,513,500,13,0,0,0,28,0,17,15
12011110502,1400000US12011110502,1803,1725,1534,191,54,0,0,0,13,0,11
12011110502,1400000US12011110502,1842,1764,1573,191,54,0,0,0,13,0,11
12011110502,1400000US12011110502,1671,1593,1402,191,54,0,0,0,13,0,11
12011110502,1400000US12011110502,1710,1632,1441,191,54,0,0,0,13,0,11
12011110502,1400000US12011110502,1236,1158,1027,131,39,0,0,0,13,0,26
12011110600,1400000US12011110600,2515,2204,2032,172,13,0,0,40,61,135,62
12011110600,1400000US12011110600,2009,1798,1734,64,13,0,0,40,17,97,44
12011110600,1400000US12011110600,2065,1850,1742,108,13,0,0,40,17,97,48
12011110600,1400000US12011110600,839,716,607,109,6,0,0,0,21,96,0
12011110600,1400000US12011110600,442,366,330,36,0,0,0,0,21,55,0
12011110600,1400000US12011110600,1458,1320,1294,26,7,0,0,40,8,39,44
12011110600,1400000US12011110600,1470,1328,1302,26,7,0,0,40,8,39,48
12011110600,1400000US12011110600,551,478,440,38,6,0,0,0,9,58,0
12011110600,1400000US12011110600,595,522,440,82,6,0,0,0,9,58,0
12013010100,1400000US12013010100,1021,955,848,107,0,0,14,0,10,0,42
12013010100,1400000US12013010100,971,905,798,107,0,0,14,0,10,0,42
12013010100,1400000US12013010100,971,905,798,107,0,0,14,0,10,0,42
12013010100,1400000US12013010100,966,900,793,107,0,0,14,0,10,0,42
12013010100,1400000US12013010100,966,900,793,107,0,0,14,0,10,0,42
12013010200,1400000US12013010200,1417,1360,1158,202,0,0,0,0,0,5,52
12013010200,1400000US12013010200,1386,1334,1132,202,0,0,0,0,0,0,52
12013010200,1400000US12013010200,1412,1360,1158,202,0,0,0,0,0,0,52
12013010200,1400000US12013010200,1374,1322,1120,202,0,0,0,0,0,0,52
12013010200,1400000US12013010200,1400,1348,1146,202,0,0,0,0,0,0,52
12013010300,1400000US12013010300,2021,1905,1649,256,0,0,33,0,26,42,15
12013010300,1400000US12013010300,1513,1456,1268,188,0,0,9,0,26,7,15
12013010300,1400000US12013010300,1513,1456,1268,188,0,0,9,0,26,7,15
12013010300,1400000US12013010300,396,337,269,68,0,0,24,0,0,35,0
12013010300,1400000US12013010300,396,337,269,68,0,0,24,0,0,35,0
12013010300,1400000US12013010300,1467,1410,1234,176,0,0,9,0,26,7,15
12013010300,1400000US12013010300,1467,1410,1234,176,0,0,9,0,26,7,15
12013010300,1400000US12013010300,361,337,269,68,0,0,24,0,0,0,0
12013010300,1400000US12013010300,361,337,269,68,0,0,24,0,0,0,0
12013010300,1400000US12013010300,253,241,193,48,0,0,0,0,3,4,5
12013010300,1400000US12013010300,223,219,163,56,0,0,0,0,0,0,4
12013010300,1400000US12013010300,356,329,315,14,0,0,0,0,23,4,0
12013010300,1400000US12013010300,96,96,96,0,0,0,0,0,0,0,0
12015010100,1400000US12015010100,1050,913,787,126,0,0,0,0,0,21,116
12015010100,1400000US12015010100,1023,886,760,126,0,0,0,0,0,21,116
12015010100,1400000US12015010100,1023,886,760,126,0,0,0,0,0,21,116
12015010100,1400000US12015010100,27,27,27,0,0,0,0,0,0,0,0
12015010100,1400000US12015010100,27,27,27,0,0,0,0,0,0,0,0
12015010100,1400000US12015010100,1023,886,760,126,0,0,0,0,0,21,116
12015010100,1400000US12015010100,1023,886,760,126,0,0,0,0,0,21,116
12015010100,1400000US12015010100,11,11,11,0,0,0,0,0,0,0,0
12015010100,1400000US12015010100,11,11,11,0,0,0,0,0,0,0,0
12015010200,1400000US12015010200,1626,1427,1396,31,0,0,0,0,27,0,172
12015010200,1400000US12015010200,1462,1263,1232,31,0,0,0,0,27,0,172
12015010200,1400000US12015010200,1523,1324,1293,31,0,0,0,0,27,0,172
12015010200,1400000US12015010200,1433,1234,1219,15,0,0,0,0,27,0,172
12015010200,1400000US12015010200,1494,1295,1280,15,0,0,0,0,27,0,172
12015010200,1400000US12015010200,312,269,269,0,0,0,0,0,13,0,30
12015010301,1400000US12015010301,1279,1246,1099,147,0,0,0,0,16,17,0
12015010301,1400000US12015010301,1198,1165,1065,100,0,0,0,0,16,17,0
12015010301,1400000US12015010301,1198,1165,1065,100,0,0,0,0,16,17,0
12015010301,1400000US12015010301,1167,1151,1051,100,0,0,0,0,16,0,0
12015010301,1400000US12015010301,1167,1151,1051,100,0,0,0,0,16,0,0
12015010302,1400000US12015010302,1246,1131,964,167,0,0,0,0,53,0,62
12015010302,1400000US12015010302,963,856,689,167,0,0,0,0,45,0,62
12015010302,1400000US12015010302,963,856,689,167,0,0,0,0,45,0,62
12015010302,1400000US12015010302,885,778,611,167,0,0,0,0,45,0,62
12015010302,1400000US12015010302,885,778,611,167,0,0,0,0,45,0,62
12015010401,1400000US12015010401,671,601,584,17,0,0,0,0,0,0,70
12015010401,1400000US12015010401,665,595,578,17,0,0,0,0,0,0,70
12015010401,1400000US12015010401,665,595,578,17,0,0,0,0,0,0,70
12015010401,1400000US12015010401,643,573,556,17,0,0,0,0,0,0,70
12015010401,1400000US12015010401,643,573,556,17,0,0,0,0,0,0,70
12015010402,1400000US12015010402,543,434,418,16,0,0,0,0,17,0,92
12015010402,1400000US12015010402,519,410,394,16,0,0,0,0,17,0,92
12015010402,1400000US12015010402,519,410,394,16,0,0,0,0,17,0,92
12015010402,1400000US12015010402,519,410,394,16,0,0,0,0,17,0,92
12015010402,1400000US12015010402,519,410,394,16,0,0,0,0,17,0,92
12015010403,1400000US12015010403,445,314,305,9,0,0,0,0,20,0,111
12015010403,1400000US12015010403,351,220,211,9,0,0,0,0,20,0,111
12015010403,1400000US12015010403,356,225,216,9,0,0,0,0,20,0,111
12015010403,1400000US12015010403,327,196,196,0,0,0,0,0,20,0,111
12015010403,1400000US12015010403,332,201,201,0,0,0,0,0,20,0,111
12015010404,1400000US12015010404,871,676,618,58,16,0,0,0,0,24,155
12015010404,1400000US12015010404,734,552,494,58,16,0,0,0,0,11,155
12015010404,1400000US12015010404,747,552,494,58,16,0,0,0,0,24,155
12015010404,1400000US12015010404,722,540,482,58,16,0,0,0,0,11,155
12015010404,1400000US12015010404,735,540,482,58,16,0,0,0,0,24,155
12015010404,1400000US12015010404,215,141,129,12,16,0,0,0,0,0,58
12015010501,1400000US12015010501,1375,1226,1079,147,0,0,0,0,0,54,95
12015010501,1400000US12015010501,1319,1170,1043,127,0,0,0,0,0,54,95
12015010501,1400000US12015010501,1333,1184,1057,127,0,0,0,0,0,54,95
12015010501,1400000US12015010501,1297,1148,1021,127,0,0,0,0,0,54,95
12015010501,1400000US12015010501,1311,1162,1035,127,0,0,0,0,0,54,95
12015010501,1400000US12015010501,244,148,139,9,0,0,0,0,0,54,42
12015010502,1400000US12015010502,2541,2276,2134,142,0,0,13,0,36,40,176
12015010502,1400000US12015010502,2466,2244,2102,142,0,0,13,0,21,40,148
12015010502,1400000US12015010502,2466,2244,2102,142,0,0,13,0,21,40,148
12015010502,1400000US12015010502,2406,2184,2042,142,0,0,13,0,21,40,148
12015010502,1400000US12015010502,2406,2184,2042,142,0,0,13,0,21,40,148
12015010502,1400000US12015010502,263,226,186,40,0,0,0,0,21,0,16
12015010502,1400000US12015010502,487,401,355,46,0,0,13,0,0,40,33
12015010502,1400000US12015010502,251,251,234,17,0,0,0,0,0,0,0
12015010502,1400000US12015010502,547,500,485,15,0,0,0,0,0,0,47
12015020101,1400000US12015020101,2347,2171,1947,224,30,19,0,0,69,58,0
12015020101,1400000US12015020101,2040,1894,1732,162,0,19,0,0,69,58,0
12015020101,1400000US12015020101,2082,1936,1774,162,0,19,0,0,69,58,0
12015020101,1400000US12015020101,1929,1783,1635,148,0,19,0,0,69,58,0
12015020101,1400000US12015020101,1955,1809,1661,148,0,19,0,0,69,58,0
12015020101,1400000US12015020101,178,178,178,0,0,0,0,0,0,0,0
12015020101,1400000US12015020101,248,248,218,30,0,0,0,0,0,0,0
12015020101,1400000US12015020101,384,384,354,30,0,0,0,0,0,0,0
12015020101,1400000US12015020101,385,385,360,25,0,0,0,0,0,0,0
12015020101,1400000US12015020101,391,338,307,31,0,0,0,0,53,0,0
12015020103,1400000US12015020103,2212,2145,2072,73,11,0,0,11,0,0,45
12015020103,1400000US12015020103,1876,1831,1758,73,0,0,0,0,0,0,45
12015020103,1400000US12015020103,1909,1853,1780,73,0,0,0,11,0,0,45
12015020103,1400000US12015020103,1876,1831,1758,73,0,0,0,0,0,0,45
12015020103,1400000US12015020103,1909,1853,1780,73,0,0,0,11,0,0,45
12015020103,1400000US12015020103,379,363,363,0,0,0,0,0,0,0,16
12015020103,1400000US12015020103,393,393,380,13,0,0,0,0,0,0,0
12015020104,1400000US12015020104,340,325,308,17,0,0,0,0,15,0,0
12015020104,1400000US12015020104,334,319,308,11,0,0,0,0,15,0,0
12015020104,1400000US12015020104,334,319,308,11,0,0,0,0,15,0,0
12015020104,1400000US12015020104,317,302,291,11,0,0,0,0,15,0,0
12015020104,1400000US12015020104,317,302,291,11,0,0,0,0,15,0,0
12015020201,1400000US12015020201,3314,3162,2684,478,0,0,0,14,12,11,115
12015020201,1400000US12015020201,2844,2692,2295,397,0,0,0,14,12,11,115
12015020201,1400000US12015020201,2865,2713,2316,397,0,0,0,14,12,11,115
12015020201,1400000US12015020201,404,404,333,71,0,0,0,0,0,0,0
12015020201,1400000US12015020201,418,418,347,71,0,0,0,0,0,0,0
12015020201,1400000US12015020201,2605,2453,2068,385,0,0,0,14,12,11,115
12015020201,1400000US12015020201,2626,2474,2089,385,0,0,0,14,12,11,115
12015020201,1400000US12015020201,394,394,323,71,0,0,0,0,0,0,0
12015020201,1400000US12015020201,408,408,337,71,0,0,0,0,0,0,0
12015020201,1400000US12015020201,352,324,262,62,0,0,0,0,0,0,28
12015020201,1400000US12015020201,629,595,463,132,0,0,0,0,0,0,34
12015020201,1400000US12015020201,589,576,507,69,0,0,0,0,0,0,13
12015020201,1400000US12015020201,466,453,372,81,0,0,0,0,0,0,13
12015020202,1400000US12015020202,3271,3037,2662,375,12,0,0,0,55,0,167
12015020202,1400000US12015020202,2856,2636,2319,317,12,0,0,0,55,0,153
12015020202,1400000US12015020202,2898,2664,2347,317,12,0,0,0,55,0,167
12015020202,1400000US12015020202,2592,2372,2070,302,12,0,0,0,55,0,153
12015020202,1400000US12015020202,2634,2400,2098,302,12,0,0,0,55,0,167
12015020202,1400000US12015020202,258,233,206,27,0,0,0,0,12,0,13
12015020202,1400000US12015020202,412,344,274,70,12,0,0,0,0,0,56
12015020301,1400000US12015020301,1668,1588,1480,108,0,0,0,12,41,0,27
12015020301,1400000US12015020301,1405,1325,1217,108,0,0,0,12,41,0,27
12015020301,1400000US12015020301,1445,1365,1257,108,0,0,0,12,41,0,27
12015020301,1400000US12015020301,1320,1240,1132,108,0,0,0,12,41,0,27
12015020301,1400000US12015020301,1360,1280,1172,108,0,0,0,12,41,0,27
12015020301,1400000US12015020301,295,283,257,26,0,0,0,0,12,0,0
12015020302,1400000US12015020302,1602,1488,1328,160,0,0,0,25,0,14,75
12015020302,1400000US12015020302,1246,1136,1020,116,0,0,0,25,0,14,71
12015020302,1400000US12015020302,1344,1230,1114,116,0,0,0,25,0,14,75
12015020302,1400000US12015020302,1177,1081,975,106,0,0,0,25,0,0,71
12015020302,1400000US12015020302,1248,1148,1042,106,0,0,0,25,0,0,75
12015020302,1400000US12015020302,306,294,250,44,0,0,0,0,0,0,12
12015020303,1400000US12015020303,1949,1823,1607,216,20,18,0,0,0,14,74
12015020303,1400000US12015020303,1753,1645,1475,170,20,0,0,0,0,14,74
12015020303,1400000US12015020303,1753,1645,1475,170,20,0,0,0,0,14,74
12015020303,1400000US12015020303,1753,1645,1475,170,20,0,0,0,0,14,74
12015020303,1400000US12015020303,1753,1645,1475,170,20,0,0,0,0,14,74
12015020303,1400000US12015020303,546,512,468,44,0,0,0,0,0,14,20
12015020303,1400000US12015020303,371,371,335,36,0,0,0,0,0,0,0
12015020400,1400000US12015020400,2813,2531,2170,361,0,0,34,23,21,73,131
12015020400,1400000US12015020400,2370,2207,2008,199,0,0,34,8,21,16,84
12015020400,1400000US12015020400,2370,2207,2008,199,0,0,34,8,21,16,84
12015020400,1400000US12015020400,2312,2149,1958,191,0,0,34,8,21,16,84
12015020400,1400000US12015020400,2312,2149,1958,191,0,0,34,8,21,16,84
12015020400,1400000US12015020400,299,249,214,35,0,0,0,0,0,0,50
12015020400,1400000US12015020400,438,426,329,97,0,0,0,0,0,0,12
12015020400,1400000US12015020400,362,336,276,60,0,0,0,0,13,0,13
12015020400,1400000US12015020400,318,252,224,28,0,0,0,0,0,57,9
12015020400,1400000US12015020400,363,347,347,0,0,0,0,8,8,0,0
12015020501,1400000US12015020501,1971,1646,1396,250,0,0,14,0,0,97,214
12015020501,1400000US12015020501,1618,1293,1043,250,0,0,14,0,0,97,214
12015020501,1400000US12015020501,1618,1293,1043,250,0,0,14,0,0,97,214
12015020501,1400000US12015020501,1560,1265,1032,233,0,0,14,0,0,67,214
12015020501,1400000US12015020501,1560,1265,1032,233,0,0,14,0,0,67,214
12015020501,1400000US12015020501,389,323,275,48,0,0,0,0,0,24,42
12015020502,1400000US12015020502,433,363,304,59,0,0,0,0,0,21,49
12015020502,1400000US12015020502,380,310,289,21,0,0,0,0,0,21,49
12015020502,1400000US12015020502,406,336,289,47,0,0,0,0,0,21,49
12015020502,1400000US12015020502,361,291,284,7,0,0,0,0,0,21,49
12015020502,1400000US12015020502,361,291,284,7,0,0,0,0,0,21,49
12015020601,1400000US12015020601,1049,994,923,71,0,0,0,18,0,0,37
12015020601,1400000US12015020601,844,789,718,71,0,0,0,18,0,0,37
12015020601,1400000US12015020601,980,925,854,71,0,0,0,18,0,0,37
12015020601,1400000US12015020601,844,789,718,71,0,0,0,18,0,0,37
12015020601,1400000US12015020601,965,910,839,71,0,0,0,18,0,0,37
12015020602,1400000US12015020602,1280,1249,1124,125,0,0,0,21,0,0,10
12015020602,1400000US12015020602,1200,1169,1058,111,0,0,0,21,0,0,10
12015020602,1400000US12015020602,1200,1169,1058,111,0,0,0,21,0,0,10
12015020602,1400000US12015020602,1148,1117,1006,111,0,0,0,21,0,0,10
12015020602,1400000US12015020602,1148,1117,1006,111,0,0,0,21,0,0,10
12015020700,1400000US12015020700,1245,1116,1088,28,0,0,0,0,72,44,13
12015020700,1400000US12015020700,967,875,847,28,0,0,0,0,35,44,13
12015020700,1400000US12015020700,1017,925,897,28,0,0,0,0,35,44,13
12015020700,1400000US12015020700,864,772,772,0,0,0,0,0,35,44,13
12015020700,1400000US12015020700,914,822,822,0,0,0,0,0,35,44,13
12015020800,1400000US12015020800,1836,1628,1225,403,7,0,0,29,78,45,49
12015020800,1400000US12015020800,1510,1384,1052,332,7,0,0,29,11,45,34
12015020800,1400000US12015020800,1530,1404,1072,332,7,0,0,29,11,45,34
12015020800,1400000US12015020800,1223,1097,966,131,7,0,0,29,11,45,34
12015020800,1400000US12015020800,1243,1117,986,131,7,0,0,29,11,45,34
12015020800,1400000US12015020800,303,247,173,74,0,0,0,0,11,45,0
12015020900,1400000US12015020900,2254,1950,1702,248,0,0,0,40,36,51,177
12015020900,1400000US12015020900,1997,1754,1529,225,0,0,0,40,36,51,116
12015020900,1400000US12015020900,2044,1801,1576,225,0,0,0,40,36,51,116
12015020900,1400000US12015020900,1911,1705,1480,225,0,0,0,40,36,27,103
12015020900,1400000US12015020900,1933,1727,1502,225,0,0,0,40,36,27,103
12015020900,1400000US12015020900,535,535,535,0,0,0,0,0,0,0,0
12015021001,1400000US12015021001,654,607,514,93,0,0,0,0,0,18,29
12015021001,1400000US12015021001,568,521,428,93,0,0,0,0,0,18,29
12015021001,1400000US12015021001,568,521,428,93,0,0,0,0,0,18,29
12015021001,1400000US12015021001,568,521,428,93,0,0,0,0,0,18,29
12015021001,1400000US12015021001,568,521,428,93,0,0,0,0,0,18,29
12015021002,1400000US12015021002,480,468,393,75,0,0,0,0,0,12,0
12015021002,1400000US12015021002,458,446,371,75,0,0,0,0,0,12,0
12015021002,1400000US12015021002,458,446,371,75,0,0,0,0,0,12,0
12015021002,1400000US12015021002,458,446,371,75,0,0,0,0,0,12,0
12015021002,1400000US12015021002,458,446,371,75,0,0,0,0,0,12,0
12015021003,1400000US12015021003,1052,929,748,181,0,0,0,0,0,97,26
12015021003,1400000US12015021003,999,876,695,181,0,0,0,0,0,97,26
12015021003,1400000US12015021003,1013,890,709,181,0,0,0,0,0,97,26
12015021003,1400000US12015021003,925,802,621,181,0,0,0,0,0,97,26
12015021003,1400000US12015021003,939,816,635,181,0,0,0,0,0,97,26
12015030100,1400000US12015030100,1907,1744,1583,161,13,0,18,0,40,0,92
12015030100,1400000US12015030100,1811,1663,1507,156,13,0,18,0,40,0,77
12015030100,1400000US12015030100,1831,1683,1527,156,13,0,18,0,40,0,77
12015030100,1400000US12015030100,1804,1656,1500,156,13,0,18,0,40,0,77
12015030100,1400000US12015030100,1824,1676,1520,156,13,0,18,0,40,0,77
12015030100,1400000US12015030100,524,524,477,47,0,0,0,0,0,0,0
12015030100,1400000US12015030100,386,386,361,25,0,0,0,0,0,0,0
12015030200,1400000US12015030200,3377,3204,2898,306,0,0,0,17,47,38,71
12015030200,1400000US12015030200,3335,3162,2866,296,0,0,0,17,47,38,71
12015030200,1400000US12015030200,3345,3172,2866,306,0,0,0,17,47,38,71
12015030200,1400000US12015030200,3326,3153,2857,296,0,0,0,17,47,38,71
12015030200,1400000US12015030200,3336,3163,2857,306,0,0,0,17,47,38,71
12015030200,1400000US12015030200,466,451,402,49,0,0,0,0,15,0,0
12015030200,1400000US12015030200,766,720,657,63,0,0,0,0,14,0,32
12015030200,1400000US12015030200,463,463,384,79,0,0,0,0,0,0,0
12015030301,1400000US12015030301,755,604,506,98,0,0,0,10,0,0,141
12015030301,1400000US12015030301,755,604,506,98,0,0,0,10,0,0,141
12015030301,1400000US12015030301,755,604,506,98,0,0,0,10,0,0,141
12015030301,1400000US12015030301,751,600,502,98,0,0,0,10,0,0,141
12015030301,1400000US12015030301,751,600,502,98,0,0,0,10,0,0,141
12015030302,1400000US12015030302,753,697,637,60,8,0,0,0,0,0,48
12015030302,1400000US12015030302,699,643,583,60,8,0,0,0,0,0,48
12015030302,1400000US12015030302,753,697,637,60,8,0,0,0,0,0,48
12015030302,1400000US12015030302,681,625,565,60,8,0,0,0,0,0,48
12015030302,1400000US12015030302,735,679,619,60,8,0,0,0,0,0,48
12015030302,1400000US12015030302,125,106,106,0,0,0,0,0,0,0,19
12015030302,1400000US12015030302,110,92,76,16,0,0,0,0,0,0,18
12015030401,1400000US12015030401,517,434,411,23,0,0,0,0,14,9,60
12015030401,1400000US12015030401,517,434,411,23,0,0,0,0,14,9,60
12015030401,1400000US12015030401,517,434,411,23,0,0,0,0,14,9,60
12015030401,1400000US12015030401,493,434,411,23,0,0,0,0,14,9,36
12015030401,1400000US12015030401,493,434,411,23,0,0,0,0,14,9,36
12015030402,1400000US12015030402,496,430,379,51,0,0,0,0,11,15,40
12015030402,1400000US12015030402,496,430,379,51,0,0,0,0,11,15,40
12015030402,1400000US12015030402,496,430,379,51,0,0,0,0,11,15,40
12015030402,1400000US12015030402,496,430,379,51,0,0,0,0,11,15,40
12015030402,1400000US12015030402,496,430,379,51,0,0,0,0,11,15,40
12015030501,1400000US12015030501,1161,1057,873,184,0,0,0,0,0,14,90
12015030501,1400000US12015030501,1157,1053,869,184,0,0,0,0,0,14,90
12015030501,1400000US12015030501,1161,1057,873,184,0,0,0,0,0,14,90
12015030501,1400000US12015030501,1157,1053,869,184,0,0,0,0,0,14,90
12015030501,1400000US12015030501,1161,1057,873,184,0,0,0,0,0,14,90
12015030502,1400000US12015030502,1403,1203,1107,96,55,0,12,0,0,32,101
12015030502,1400000US12015030502,1355,1168,1072,96,55,0,12,0,0,19,101
12015030502,1400000US12015030502,1355,1168,1072,96,55,0,12,0,0,19,101
12015030502,1400000US12015030502,1355,1168,1072,96,55,0,12,0,0,19,101
12015030502,1400000US12015030502,1355,1168,1072,96,55,0,12,0,0,19,101
12015030502,1400000US12015030502,313,251,251,0,47,0,0,0,0,0,15
12015030502,1400000US12015030502,329,274,260,14,0,0,12,0,0,0,43
12015030502,1400000US12015030502,241,205,205,0,8,0,0,0,0,0,28
12015030503,1400000US12015030503,1890,1739,1560,179,13,0,0,0,58,15,65
12015030503,1400000US12015030503,1890,1739,1560,179,13,0,0,0,58,15,65
12015030503,1400000US12015030503,1890,1739,1560,179,13,0,0,0,58,15,65
12015030503,1400000US12015030503,1870,1719,1540,179,13,0,0,0,58,15,65
12015030503,1400000US12015030503,1870,1719,1540,179,13,0,0,0,58,15,65
12015030503,1400000US12015030503,315,233,188,45,0,0,0,0,44,0,38
12015030503,1400000US12015030503,327,283,241,42,0,0,0,0,14,15,15
12015030503,1400000US12015030503,344,329,314,15,0,0,0,0,0,0,15
12015030503,1400000US12015030503,282,213,184,29,13,0,0,0,44,0,12
12017450101,1400000US12017450101,1940,1836,1645,191,0,0,0,0,0,22,82
12017450101,1400000US12017450101,1726,1622,1453,169,0,0,0,0,0,22,82
12017450101,1400000US12017450101,1734,1630,1461,169,0,0,0,0,0,22,82
12017450101,1400000US12017450101,1686,1582,1433,149,0,0,0,0,0,22,82
12017450101,1400000US12017450101,1694,1590,1441,149,0,0,0,0,0,22,82
12017450101,1400000US12017450101,448,385,337,48,0,0,0,0,0,22,41
12017450101,1400000US12017450101,257,242,212,30,0,0,0,0,0,0,15
12017450102,1400000US12017450102,1568,1432,1191,241,0,0,15,0,15,16,90
12017450102,1400000US12017450102,1239,1103,908,195,0,0,15,0,15,16,90
12017450102,1400000US12017450102,1302,1166,925,241,0,0,15,0,15,16,90
12017450102,1400000US12017450102,1169,1033,856,177,0,0,15,0,15,16,90
12017450102,1400000US12017450102,1232,1096,873,223,0,0,15,0,15,16,90
12017450102,1400000US12017450102,288,272,175,97,0,0,0,0,0,16,0
12017450201,1400000US12017450201,957,900,837,63,0,0,0,0,46,0,11
12017450201,1400000US12017450201,834,797,734,63,0,0,0,0,26,0,11
12017450201,1400000US12017450201,834,797,734,63,0,0,0,0,26,0,11
12017450201,1400000US12017450201,762,725,662,63,0,0,0,0,26,0,11
12017450201,1400000US12017450201,762,725,662,63,0,0,0,0,26,0,11
12017450202,1400000US12017450202,1480,1296,1183,113,0,0,0,0,137,16,31
12017450202,1400000US12017450202,1333,1164,1061,103,0,0,0,0,122,16,31
12017450202,1400000US12017450202,1352,1183,1080,103,0,0,0,0,122,16,31
12017450202,1400000US12017450202,1222,1053,950,103,0,0,0,0,122,16,31
12017450202,1400000US12017450202,1222,1053,950,103,0,0,0,0,122,16,31
12017450202,1400000US12017450202,241,225,207,18,0,0,0,0,0,16,0
12017450302,1400000US12017450302,2254,2109,1903,206,0,0,30,0,9,20,86
12017450302,1400000US12017450302,2034,1894,1701,193,0,0,30,0,9,15,86
12017450302,1400000US12017450302,2065,1920,1727,193,0,0,30,0,9,20,86
12017450302,1400000US12017450302,1916,1776,1583,193,0,0,30,0,9,15,86
12017450302,1400000US12017450302,1947,1802,1609,193,0,0,30,0,9,20,86
12017450302,1400000US12017450302,269,269,220,49,0,0,0,0,0,0,0
12017450302,1400000US12017450302,550,504,435,69,0,0,0,0,0,0,46
12017450302,1400000US12017450302,478,460,397,63,0,0,9,0,0,0,9
12017450302,1400000US12017450302,245,245,234,11,0,0,0,0,0,0,0
12017450303,1400000US12017450303,2219,2060,1802,258,14,0,0,30,16,35,64
12017450303,1400000US12017450303,2027,1868,1610,258,14,0,0,30,16,35,64
12017450303,1400000US12017450303,2027,1868,1610,258,14,0,0,30,16,35,64
12017450303,1400000US12017450303,1938,1779,1539,240,14,0,0,30,16,35,64
12017450303,1400000US12017450303,1938,1779,1539,240,14,0,0,30,16,35,64
12017450303,1400000US12017450303,389,320,302,18,0,0,0,0,0,35,34
12017450303,1400000US12017450303,357,357,318,39,0,0,0,0,0,0,0
12017450304,1400000US12017450304,2588,2315,2181,134,12,0,7,0,22,0,232
12017450304,1400000US12017450304,2505,2232,2119,113,12,0,7,0,22,0,232
12017450304,1400000US12017450304,2505,2232,2119,113,12,0,7,0,22,0,232
12017450304,1400000US12017450304,2415,2142,2029,113,12,0,7,0,22,0,232
12017450304,1400000US12017450304,2415,2142,2029,113,12,0,7,0,22,0,232
12017450304,1400000US12017450304,295,282,282,0,0,0,0,0,0,0,13
12017450304,1400000US12017450304,532,440,440,0,0,0,0,0,11,0,81
12017450304,1400000US12017450304,319,307,307,0,0,0,0,0,0,0,12
12017450304,1400000US12017450304,198,187,187,0,0,0,0,0,11,0,0
12017450304,1400000US12017450304,573,489,464,25,0,0,0,0,0,0,84
12017450400,1400000US12017450400,2433,2193,1941,252,0,0,90,12,10,27,101
12017450400,1400000US12017450400,2316,2076,1853,223,0,0,90,12,10,27,101
12017450400,1400000US12017450400,2316,2076,1853,223,0,0,90,12,10,27,101
12017450400,1400000US12017450400,2225,2003,1794,209,0,0,90,12,10,27,83
12017450400,1400000US12017450400,2225,2003,1794,209,0,0,90,12,10,27,83
12017450400,1400000US12017450400,419,339,305,34,0,0,80,0,0,0,0
12017450400,1400000US12017450400,566,536,452,84,0,0,10,12,0,0,8
12017450400,1400000US12017450400,502,491,483,8,0,0,0,0,0,0,11
12017450400,1400000US12017450400,410,373,360,13,0,0,0,0,0,0,37
12017450500,1400000US12017450500,1890,1744,1682,62,0,0,0,0,83,19,44
12017450500,1400000US12017450500,1821,1675,1613,62,0,0,0,0,83,19,44
12017450500,1400000US12017450500,1821,1675,1613,62,0,0,0,0,83,19,44
12017450500,1400000US12017450500,1730,1584,1522,62,0,0,0,0,83,19,44
12017450500,1400000US12017450500,1730,1584,1522,62,0,0,0,0,83,19,44
12017450500,1400000US12017450500,275,257,239,18,0,0,0,0,0,0,18
12017450601,1400000US12017450601,1855,1728,1366,362,0,0,0,0,0,71,56
12017450601,1400000US12017450601,1808,1710,1348,362,0,0,0,0,0,42,56
12017450601,1400000US12017450601,1808,1710,1348,362,0,0,0,0,0,42,56
12017450601,1400000US12017450601,1780,1682,1320,362,0,0,0,0,0,42,56
12017450601,1400000US12017450601,1780,1682,1320,362,0,0,0,0,0,42,56
12017450601,1400000US12017450601,460,447,367,80,0,0,0,0,0,0,13
12017450602,1400000US12017450602,1395,1300,1109,191,0,0,0,0,0,12,83
12017450602,1400000US12017450602,1051,956,883,73,0,0,0,0,0,12,83
12017450602,1400000US12017450602,1078,983,910,73,0,0,0,0,0,12,83
12017450602,1400000US12017450602,989,894,828,66,0,0,0,0,0,12,83
12017450602,1400000US12017450602,1003,908,842,66,0,0,0,0,0,12,83
12017450701,1400000US12017450701,1870,1698,1366,332,0,0,0,0,14,0,158
12017450701,1400000US12017450701,1765,1593,1261,332,0,0,0,0,14,0,158
