Id2,Id,Estimate; Total:,"Estimate; Car, truck, or van:","Estimate; Car, truck, or van: - Drove alone","Estimate; Car, truck, or van: - Carpooled:",Estimate; Public transportation (excluding taxicab):,Estimate; Taxicab,Estimate; Motorcycle,Estimate; Bicycle,Estimate; Walked,Estimate; Other means,Estimate; Worked at home
12001000200,1400000US12001000200,2619,1539,1231,308,32,0,0,567,306,14,161
12001000200,1400000US12001000200,2239,1270,1063,207,19,0,0,554,249,0,147
12001000200,1400000US12001000200,2262,1270,1063,207,19,0,0,554,258,0,161
12001000200,1400000US12001000200,271,220,141,79,0,0,0,13,24,14,0
12001000200,1400000US12001000200,302,242,141,101,0,0,0,13,33,14,0
12001000200,1400000US12001000200,2014,1150,985,165,19,0,0,488,210,0,147
12001000200,1400000US12001000200,2028,1150,985,165,19,0,0,488,210,0,161
12001000200,1400000US12001000200,271,220,141,79,0,0,0,13,24,14,0
12001000200,1400000US12001000200,293,242,141,101,0,0,0,13,24,14,0
12001000301,1400000US12001000301,1491,1180,995,185,0,0,0,215,96,0,0
12001000301,1400000US12001000301,1250,1006,905,101,0,0,0,148,96,0,0
12001000301,1400000US12001000301,1250,1006,905,101,0,0,0,148,96,0,0
12001000301,1400000US12001000301,1118,936,835,101,0,0,0,86,96,0,0
12001000301,1400000US12001000301,1118,936,835,101,0,0,0,86,96,0,0
12001000302,1400000US12001000302,1460,1269,1137,132,0,0,12,23,64,40,52
12001000302,1400000US12001000302,1244,1080,975,105,0,0,12,23,51,40,38
12001000302,1400000US12001000302,1272,1108,988,120,0,0,12,23,51,40,38
12001000302,1400000US12001000302,1122,998,917,81,0,0,12,23,51,0,38
12001000302,1400000US12001000302,1150,1026,930,96,0,0,12,23,51,0,38
12001000400,1400000US12001000400,2394,2165,1961,204,79,0,0,64,58,0,28
12001000400,1400000US12001000400,915,815,745,70,43,0,0,14,29,0,14
12001000400,1400000US12001000400,938,838,768,70,43,0,0,14,29,0,14
12001000400,1400000US12001000400,1419,1290,1167,123,36,0,0,50,29,0,14
12001000400,1400000US12001000400,1442,1313,1190,123,36,0,0,50,29,0,14
12001000400,1400000US12001000400,852,752,682,70,43,0,0,14,29,0,14
12001000400,1400000US12001000400,875,775,705,70,43,0,0,14,29,0,14
12001000400,1400000US12001000400,1419,1290,1167,123,36,0,0,50,29,0,14
12001000400,1400000US12001000400,1442,1313,1190,123,36,0,0,50,29,0,14
12001000500,1400000US12001000500,2750,1894,1606,288,15,0,30,421,308,34,48
12001000500,1400000US12001000500,2088,1431,1199,232,15,0,15,349,230,0,48
12001000500,1400000US12001000500,2088,1431,1199,232,15,0,15,349,230,0,48
12001000500,1400000US12001000500,1981,1335,1173,162,15,0,15,338,230,0,48
12001000500,1400000US12001000500,1981,1335,1173,162,15,0,15,338,230,0,48
12001000600,1400000US12001000600,1268,980,901,79,82,30,0,10,56,14,96
12001000600,1400000US12001000600,1107,852,773,79,77,30,0,10,56,14,68
12001000600,1400000US12001000600,1112,852,773,79,82,30,0,10,56,14,68
12001000600,1400000US12001000600,1077,822,743,79,77,30,0,10,56,14,68
12001000600,1400000US12001000600,1082,822,743,79,82,30,0,10,56,14,68
12001000700,1400000US12001000700,1947,1623,1227,396,190,0,0,87,0,0,47
12001000700,1400000US12001000700,380,340,316,24,0,0,0,30,0,0,10
12001000700,1400000US12001000700,393,353,329,24,0,0,0,30,0,0,10
12001000700,1400000US12001000700,1459,1175,803,372,190,0,0,57,0,0,37
12001000700,1400000US12001000700,1472,1188,816,372,190,0,0,57,0,0,37
12001000700,1400000US12001000700,357,317,293,24,0,0,0,30,0,0,10
12001000700,1400000US12001000700,370,330,306,24,0,0,0,30,0,0,10
12001000700,1400000US12001000700,1459,1175,803,372,190,0,0,57,0,0,37
12001000700,1400000US12001000700,1472,1188,816,372,190,0,0,57,0,0,37
12001000806,1400000US12001000806,1117,782,713,69,167,0,0,80,79,0,9
12001000806,1400000US12001000806,879,640,571,69,71,0,0,80,79,0,9
12001000806,1400000US12001000806,887,640,571,69,79,0,0,80,79,0,9
12001000806,1400000US12001000806,843,640,571,69,58,0,0,80,56,0,9
12001000806,1400000US12001000806,851,640,571,69,66,0,0,80,56,0,9
12001000808,1400000US12001000808,2096,1761,1415,346,177,0,14,83,8,0,53
12001000808,1400000US12001000808,1197,1047,872,175,76,0,14,12,8,0,40
12001000808,1400000US12001000808,1360,1183,991,192,88,0,14,27,8,0,40
12001000808,1400000US12001000808,467,335,253,82,89,0,0,43,0,0,0
12001000808,1400000US12001000808,518,359,277,82,101,0,0,58,0,0,0
12001000808,1400000US12001000808,1141,998,823,175,69,0,14,12,8,0,40
12001000808,1400000US12001000808,1260,1090,898,192,81,0,14,27,8,0,40
12001000808,1400000US12001000808,467,335,253,82,89,0,0,43,0,0,0
12001000808,1400000US12001000808,518,359,277,82,101,0,0,58,0,0,0
12001000809,1400000US12001000809,693,287,233,54,32,0,0,45,315,0,14
12001000809,1400000US12001000809,535,252,198,54,0,0,0,45,224,0,14
12001000809,1400000US12001000809,535,252,198,54,0,0,0,45,224,0,14
12001000809,1400000US12001000809,492,209,155,54,0,0,0,45,224,0,14
12001000901,1400000US12001000901,1044,218,195,23,350,0,0,217,228,0,31
12001000901,1400000US12001000901,647,161,138,23,94,0,0,194,182,0,16
12001000901,1400000US12001000901,659,161,138,23,94,0,0,194,194,0,16
12001000901,1400000US12001000901,291,30,30,0,217,0,0,10,34,0,0
12001000901,1400000US12001000901,291,30,30,0,217,0,0,10,34,0,0
12001000901,1400000US12001000901,511,161,138,23,94,0,0,58,182,0,16
12001000901,1400000US12001000901,511,161,138,23,94,0,0,58,182,0,16
12001000901,1400000US12001000901,291,30,30,0,217,0,0,10,34,0,0
12001000901,1400000US12001000901,291,30,30,0,217,0,0,10,34,0,0
12001000902,1400000US12001000902,1306,214,199,15,128,0,12,42,598,16,296
12001000902,1400000US12001000902,959,190,175,15,112,0,12,16,415,16,198
12001000902,1400000US12001000902,975,190,175,15,112,0,12,32,415,16,198
12001000902,1400000US12001000902,173,0,0,0,16,0,0,0,110,0,47
12001000902,1400000US12001000902,173,0,0,0,16,0,0,0,110,0,47
12001000902,1400000US12001000902,155,24,24,0,0,0,0,26,73,0,32
12001000902,1400000US12001000902,196,62,47,15,17,0,0,0,46,0,71
12001000902,1400000US12001000902,763,128,128,0,95,0,12,16,369,16,127
12001000902,1400000US12001000902,779,128,128,0,95,0,12,32,369,16,127
12001000902,1400000US12001000902,173,0,0,0,16,0,0,0,110,0,47
12001000902,1400000US12001000902,173,0,0,0,16,0,0,0,110,0,47
12001000902,1400000US12001000902,155,24,24,0,0,0,0,26,73,0,32
12001000902,1400000US12001000902,196,62,47,15,17,0,0,0,46,0,71
12001000902,1400000US12001000902,196,62,47,15,17,0,0,0,46,0,71
12001000902,1400000US12001000902,252,0,0,0,31,0,0,16,126,16,63
12001000902,1400000US12001000902,223,46,46,0,32,0,0,0,96,16,33
12001001000,1400000US12001001000,2412,1705,1504,201,18,0,30,193,301,29,136
12001001000,1400000US12001001000,2243,1602,1423,179,18,0,30,173,255,29,136
12001001000,1400000US12001001000,2258,1602,1423,179,18,0,30,173,270,29,136
12001001000,1400000US12001001000,2158,1568,1395,173,18,0,16,164,255,16,121
12001001000,1400000US12001001000,2173,1568,1395,173,18,0,16,164,270,16,121
12001001000,1400000US12001001000,371,327,267,60,0,0,0,19,25,0,0
12001001000,1400000US12001001000,424,314,278,36,0,0,0,13,90,0,7
12001001100,1400000US12001001100,3327,2880,2477,403,59,0,40,196,46,0,106
12001001100,1400000US12001001100,2981,2598,2256,342,59,0,24,196,19,0,85
12001001100,1400000US12001001100,3000,2617,2275,342,59,0,24,196,19,0,85
12001001100,1400000US12001001100,2875,2507,2165,342,44,0,24,196,19,0,85
12001001100,1400000US12001001100,2875,2507,2165,342,44,0,24,196,19,0,85
12001001100,1400000US12001001100,725,678,608,70,0,0,0,33,0,0,14
12001001100,1400000US12001001100,690,606,499,107,29,0,0,42,0,0,13
12001001100,1400000US12001001100,475,388,335,53,15,0,0,72,0,0,0
12001001201,1400000US12001001201,1529,1409,1236,173,0,0,11,88,0,0,21
12001001201,1400000US12001001201,1223,1103,938,165,0,0,11,88,0,0,21
12001001201,1400000US12001001201,1228,1108,943,165,0,0,11,88,0,0,21
12001001201,1400000US12001001201,1143,1033,916,117,0,0,11,78,0,0,21
12001001201,1400000US12001001201,1148,1038,921,117,0,0,11,78,0,0,21
12001001202,1400000US12001001202,3771,3587,2853,734,32,0,0,0,44,0,108
12001001202,1400000US12001001202,3212,3049,2401,648,32,0,0,0,23,0,108
12001001202,1400000US12001001202,3212,3049,2401,648,32,0,0,0,23,0,108
12001001202,1400000US12001001202,2818,2686,2206,480,32,0,0,0,23,0,77
12001001202,1400000US12001001202,2818,2686,2206,480,32,0,0,0,23,0,77
12001001202,1400000US12001001202,512,490,358,132,0,0,0,0,10,0,12
12001001202,1400000US12001001202,606,594,532,62,0,0,0,0,0,0,12
12001001202,1400000US12001001202,620,609,459,150,0,0,0,0,0,0,11
12001001203,1400000US12001001203,2017,1841,1596,245,111,0,12,29,0,0,24
12001001203,1400000US12001001203,1270,1151,939,212,66,0,0,29,0,0,24
12001001203,1400000US12001001203,1293,1174,962,212,66,0,0,29,0,0,24
12001001203,1400000US12001001203,1204,1109,897,212,42,0,0,29,0,0,24
12001001203,1400000US12001001203,1227,1132,920,212,42,0,0,29,0,0,24
12001001400,1400000US12001001400,1163,933,748,185,9,0,0,46,57,15,103
12001001400,1400000US12001001400,339,219,219,0,0,0,0,46,0,15,59
12001001400,1400000US12001001400,339,219,219,0,0,0,0,46,0,15,59
12001001400,1400000US12001001400,803,698,513,185,9,0,0,0,57,0,39
12001001400,1400000US12001001400,808,698,513,185,9,0,0,0,57,0,44
12001001400,1400000US12001001400,292,172,172,0,0,0,0,46,0,15,59
12001001400,1400000US12001001400,292,172,172,0,0,0,0,46,0,15,59
12001001400,1400000US12001001400,803,698,513,185,9,0,0,0,57,0,39
12001001400,1400000US12001001400,808,698,513,185,9,0,0,0,57,0,44
12001001515,1400000US12001001515,2756,1937,1605,332,420,0,29,236,89,14,31
12001001515,1400000US12001001515,1977,1529,1304,225,159,0,29,191,38,0,31
12001001515,1400000US12001001515,2035,1550,1325,225,159,0,29,191,75,0,31
12001001515,1400000US12001001515,1531,1221,1068,153,65,0,29,147,38,0,31
12001001515,1400000US12001001515,1566,1242,1089,153,65,0,29,147,52,0,31
12001001516,1400000US12001001516,1211,1089,959,130,85,0,18,19,0,0,0
12001001516,1400000US12001001516,715,627,590,37,51,0,18,19,0,0,0
12001001516,1400000US12001001516,732,627,590,37,68,0,18,19,0,0,0
12001001516,1400000US12001001516,656,568,531,37,51,0,18,19,0,0,0
12001001516,1400000US12001001516,656,568,531,37,51,0,18,19,0,0,0
12001001517,1400000US12001001517,2455,1986,1834,152,286,0,28,36,48,0,71
12001001517,1400000US12001001517,1547,1265,1165,100,177,0,28,0,48,0,29
12001001517,1400000US12001001517,1556,1274,1165,109,177,0,28,0,48,0,29
12001001517,1400000US12001001517,1245,1023,950,73,165,0,28,0,0,0,29
12001001517,1400000US12001001517,1245,1023,950,73,165,0,28,0,0,0,29
12001001519,1400000US12001001519,1347,1089,927,162,190,0,0,0,68,0,0
12001001519,1400000US12001001519,979,860,791,69,74,0,0,0,45,0,0
12001001519,1400000US12001001519,979,860,791,69,74,0,0,0,45,0,0
12001001520,1400000US12001001520,1053,835,752,83,65,0,0,109,0,0,44
12001001520,1400000US12001001520,592,472,435,37,19,0,0,94,0,0,7
12001001520,1400000US12001001520,615,495,445,50,19,0,0,94,0,0,7
12001001520,1400000US12001001520,452,381,355,26,19,0,0,45,0,0,7
12001001520,1400000US12001001520,475,404,365,39,19,0,0,45,0,0,7
12001001521,1400000US12001001521,1915,1560,1298,262,101,0,48,108,62,7,29
12001001521,1400000US12001001521,1367,1121,969,152,54,0,27,67,62,7,29
12001001521,1400000US12001001521,1400,1154,1002,152,54,0,27,67,62,7,29
12001001521,1400000US12001001521,1283,1037,885,152,54,0,27,67,62,7,29
12001001521,1400000US12001001521,1316,1070,918,152,54,0,27,67,62,7,29
12001001603,1400000US12001001603,780,674,627,47,30,0,0,48,15,0,13
12001001603,1400000US12001001603,734,628,581,47,30,0,0,48,15,0,13
12001001604,1400000US12001001604,3060,2500,2189,311,194,0,28,132,44,87,75
12001001604,1400000US12001001604,2755,2290,2056,234,130,0,14,132,27,87,75
12001001604,1400000US12001001604,2786,2290,2056,234,130,0,28,132,44,87,75
12001001604,1400000US12001001604,2442,2060,1841,219,113,0,14,66,27,87,75
12001001604,1400000US12001001604,2459,2060,1841,219,113,0,14,66,44,87,75
12001001701,1400000US12001001701,2684,2455,2127,328,116,0,12,54,12,0,35
12001001701,1400000US12001001701,1836,1791,1565,226,0,0,12,20,0,0,13
12001001701,1400000US12001001701,1889,1844,1598,246,0,0,12,20,0,0,13
12001001701,1400000US12001001701,1738,1693,1467,226,0,0,12,20,0,0,13
12001001701,1400000US12001001701,1757,1712,1486,226,0,0,12,20,0,0,13
12001001701,1400000US12001001701,357,354,334,20,0,0,0,0,0,0,3
12001001701,1400000US12001001701,342,332,285,47,0,0,0,0,0,0,10
12001001701,1400000US12001001701,381,351,302,49,0,0,0,20,0,0,10
12001001702,1400000US12001001702,2244,1912,1700,212,42,0,10,46,91,24,119
12001001702,1400000US12001001702,1994,1704,1515,189,26,0,10,39,72,24,119
12001001702,1400000US12001001702,1994,1704,1515,189,26,0,10,39,72,24,119
12001001702,1400000US12001001702,1979,1704,1515,189,26,0,10,39,72,24,104
12001001702,1400000US12001001702,1979,1704,1515,189,26,0,10,39,72,24,104
12001001702,1400000US12001001702,525,454,418,36,0,0,10,0,61,0,0
12001001702,1400000US12001001702,418,345,345,0,0,0,0,14,59,0,0
12001001801,1400000US12001001801,3109,2853,2609,244,0,0,53,0,25,10,168
12001001801,1400000US12001001801,2514,2270,2103,167,0,0,53,0,25,10,156
12001001801,1400000US12001001801,2593,2337,2134,203,0,0,53,0,25,10,168
12001001801,1400000US12001001801,2381,2137,2004,133,0,0,53,0,25,10,156
12001001801,1400000US12001001801,2460,2204,2035,169,0,0,53,0,25,10,168
12001001801,1400000US12001001801,465,435,402,33,0,0,0,0,5,0,25
12001001802,1400000US12001001802,1351,1341,1155,186,0,0,0,10,0,0,0
12001001802,1400000US12001001802,830,820,746,74,0,0,0,10,0,0,0
12001001802,1400000US12001001802,830,820,746,74,0,0,0,10,0,0,0
12001001802,1400000US12001001802,606,596,522,74,0,0,0,10,0,0,0
12001001802,1400000US12001001802,606,596,522,74,0,0,0,10,0,0,0
12001001803,1400000US12001001803,2999,2651,2395,256,68,0,160,20,46,0,54
12001001803,1400000US12001001803,2040,1822,1592,230,4,0,160,0,0,0,54
12001001803,1400000US12001001803,2123,1885,1655,230,4,0,160,20,0,0,54
12001001803,1400000US12001001803,528,450,424,26,64,0,0,0,14,0,0
12001001803,1400000US12001001803,623,513,487,26,64,0,0,0,46,0,0
12001001803,1400000US12001001803,1916,1698,1498,200,4,0,160,0,0,0,54
12001001803,1400000US12001001803,1999,1761,1561,200,4,0,160,20,0,0,54
12001001803,1400000US12001001803,513,435,409,26,64,0,0,0,14,0,0
12001001803,1400000US12001001803,608,498,472,26,64,0,0,0,46,0,0
12001001803,1400000US12001001803,443,336,242,94,0,0,85,0,0,0,22
12001001803,1400000US12001001803,587,502,421,81,0,0,85,0,0,0,0
12001001805,1400000US12001001805,782,705,634,71,0,0,9,0,38,0,30
12001001805,1400000US12001001805,595,518,472,46,0,0,9,0,38,0,30
12001001805,1400000US12001001805,595,518,472,46,0,0,9,0,38,0,30
12001001805,1400000US12001001805,595,518,472,46,0,0,9,0,38,0,30
12001001805,1400000US12001001805,595,518,472,46,0,0,9,0,38,0,30
12001001806,1400000US12001001806,4493,4150,3680,470,40,0,33,36,59,9,166
12001001806,1400000US12001001806,3902,3559,3178,381,40,0,33,36,59,9,166
12001001806,1400000US12001001806,3926,3583,3190,393,40,0,33,36,59,9,166
12001001806,1400000US12001001806,438,438,385,53,0,0,0,0,0,0,0
12001001806,1400000US12001001806,450,450,397,53,0,0,0,0,0,0,0
12001001806,1400000US12001001806,3678,3374,2998,376,40,0,33,36,59,9,127
12001001806,1400000US12001001806,3702,3398,3010,388,40,0,33,36,59,9,127
12001001806,1400000US12001001806,438,438,385,53,0,0,0,0,0,0,0
12001001806,1400000US12001001806,450,450,397,53,0,0,0,0,0,0,0
12001001806,1400000US12001001806,651,590,496,94,0,0,0,0,27,0,34
12001001806,1400000US12001001806,886,825,788,37,0,0,0,0,15,0,46
12001001806,1400000US12001001806,669,584,495,89,0,0,0,36,31,9,9
12001001806,1400000US12001001806,323,323,252,71,0,0,0,0,0,0,0
12001001811,1400000US12001001811,3567,3137,2670,467,54,0,15,62,18,17,264
12001001811,1400000US12001001811,2976,2580,2249,331,20,0,15,62,18,17,264
12001001811,1400000US12001001811,3026,2624,2283,341,26,0,15,62,18,17,264
12001001811,1400000US12001001811,339,339,285,54,0,0,0,0,0,0,0
12001001811,1400000US12001001811,2624,2295,2097,198,20,0,15,62,18,17,197
12001001811,1400000US12001001811,2674,2339,2131,208,26,0,15,62,18,17,197
12001001811,1400000US12001001811,339,339,285,54,0,0,0,0,0,0,0
12001001811,1400000US12001001811,585,465,426,39,0,0,0,27,18,0,75
12001001813,1400000US12001001813,1292,1189,983,206,6,0,8,12,0,0,77
12001001813,1400000US12001001813,1227,1124,936,188,6,0,8,12,0,0,77
12001001813,1400000US12001001813,1227,1124,936,188,6,0,8,12,0,0,77
12001001813,1400000US12001001813,1126,1059,885,174,6,0,8,12,0,0,41
12001001813,1400000US12001001813,1126,1059,885,174,6,0,8,12,0,0,41
12001001814,1400000US12001001814,1047,963,885,78,0,0,0,0,0,0,84
12001001814,1400000US12001001814,1045,961,884,77,0,0,0,0,0,0,84
12001001814,1400000US12001001814,1045,961,884,77,0,0,0,0,0,0,84
12001001814,1400000US12001001814,1031,947,884,63,0,0,0,0,0,0,84
12001001814,1400000US12001001814,1031,947,884,63,0,0,0,0,0,0,84
12001001902,1400000US12001001902,1395,1058,859,199,141,0,9,46,112,11,18
12001001902,1400000US12001001902,662,450,341,109,54,0,9,37,112,0,0
12001001902,1400000US12001001902,679,467,341,126,54,0,9,37,112,0,0
12001001902,1400000US12001001902,716,591,518,73,87,0,0,9,0,11,18
12001001902,1400000US12001001902,716,591,518,73,87,0,0,9,0,11,18
12001001902,1400000US12001001902,662,450,341,109,54,0,9,37,112,0,0
12001001902,1400000US12001001902,679,467,341,126,54,0,9,37,112,0,0
12001001902,1400000US12001001902,698,591,518,73,87,0,0,9,0,11,0
12001001902,1400000US12001001902,698,591,518,73,87,0,0,9,0,11,0
12001001907,1400000US12001001907,1366,1276,1066,210,0,0,0,41,0,9,40
12001001907,1400000US12001001907,992,926,768,158,0,0,0,17,0,9,40
12001001907,1400000US12001001907,996,930,768,162,0,0,0,17,0,9,40
12001001907,1400000US12001001907,992,926,768,158,0,0,0,17,0,9,40
12001001907,1400000US12001001907,996,930,768,162,0,0,0,17,0,9,40
12001001908,1400000US12001001908,2286,2251,1931,320,0,0,0,0,16,0,19
12001001908,1400000US12001001908,1680,1645,1425,220,0,0,0,0,16,0,19
12001001908,1400000US12001001908,1733,1698,1478,220,0,0,0,0,16,0,19
12001001908,1400000US12001001908,553,553,453,100,0,0,0,0,0,0,0
12001001908,1400000US12001001908,606,606,506,100,0,0,0,0,0,0,0
12001001908,1400000US12001001908,1596,1561,1341,220,0,0,0,0,16,0,19
12001001908,1400000US12001001908,1649,1614,1394,220,0,0,0,0,16,0,19
12001001908,1400000US12001001908,553,553,453,100,0,0,0,0,0,0,0
12001001908,1400000US12001001908,606,606,506,100,0,0,0,0,0,0,0
12001002000,1400000US12001002000,1966,1839,1613,226,0,0,12,13,15,0,87
12001002000,1400000US12001002000,1511,1423,1244,179,0,0,12,0,15,0,61
12001002000,1400000US12001002000,1521,1433,1254,179,0,0,12,0,15,0,61
12001002000,1400000US12001002000,390,351,312,39,0,0,0,13,0,0,26
12001002000,1400000US12001002000,390,351,312,39,0,0,0,13,0,0,26
12001002000,1400000US12001002000,1511,1423,1244,179,0,0,12,0,15,0,61
12001002000,1400000US12001002000,1521,1433,1254,179,0,0,12,0,15,0,61
12001002000,1400000US12001002000,390,351,312,39,0,0,0,13,0,0,26
12001002000,1400000US12001002000,390,351,312,39,0,0,0,13,0,0,26
12001002000,1400000US12001002000,336,334,303,31,0,0,0,0,2,0,0
12001002000,1400000US12001002000,364,314,281,33,0,0,0,0,3,0,47
12001002000,1400000US12001002000,177,170,170,0,0,0,0,0,0,0,7
12001002101,1400000US12001002101,919,849,813,36,0,0,22,3,10,0,35
12001002101,1400000US12001002101,767,697,681,16,0,0,22,3,10,0,35
12001002101,1400000US12001002101,768,698,682,16,0,0,22,3,10,0,35
12001002101,1400000US12001002101,759,689,673,16,0,0,22,3,10,0,35
12001002101,1400000US12001002101,760,690,674,16,0,0,22,3,10,0,35
12001002102,1400000US12001002102,439,404,302,102,0,0,0,0,18,0,17
12001002102,1400000US12001002102,358,323,251,72,0,0,0,0,18,0,17
12001002102,1400000US12001002102,359,324,252,72,0,0,0,0,18,0,17
12001002102,1400000US12001002102,358,323,251,72,0,0,0,0,18,0,17
12001002102,1400000US12001002102,359,324,252,72,0,0,0,0,18,0,17
12001002201,1400000US12001002201,2061,1972,1726,246,0,0,27,0,36,9,17
12001002201,1400000US12001002201,1721,1647,1471,176,0,0,12,0,36,9,17
12001002201,1400000US12001002201,1833,1744,1532,212,0,0,27,0,36,9,17
12001002201,1400000US12001002201,1668,1594,1443,151,0,0,12,0,36,9,17
12001002201,1400000US12001002201,1752,1663,1476,187,0,0,27,0,36,9,17
12001002201,1400000US12001002201,391,376,313,63,0,0,15,0,0,0,0
12001002201,1400000US12001002201,496,469,415,54,0,0,0,0,18,0,9
12001002202,1400000US12001002202,2970,2700,2476,224,53,0,0,0,42,0,175
12001002202,1400000US12001002202,2644,2461,2261,200,0,0,0,0,42,0,141
12001002202,1400000US12001002202,2644,2461,2261,200,0,0,0,0,42,0,141
12001002202,1400000US12001002202,2487,2304,2104,200,0,0,0,0,42,0,141
12001002202,1400000US12001002202,2487,2304,2104,200,0,0,0,0,42,0,141
12001002202,1400000US12001002202,422,422,376,46,0,0,0,0,0,0,0
12001002202,1400000US12001002202,531,511,449,62,0,0,0,0,0,0,20
12001002202,1400000US12001002202,505,432,417,15,0,0,0,0,0,0,73
12001002202,1400000US12001002202,396,396,347,49,0,0,0,0,0,0,0
12001002204,1400000US12001002204,4926,4607,4131,476,0,0,0,66,30,29,194
12001002204,1400000US12001002204,3953,3648,3353,295,0,0,0,66,30,29,180
12001002204,1400000US12001002204,4033,3728,3402,326,0,0,0,66,30,29,180
12001002204,1400000US12001002204,513,513,390,123,0,0,0,0,0,0,0
12001002204,1400000US12001002204,559,545,422,123,0,0,0,0,0,0,14
12001002204,1400000US12001002204,3746,3441,3164,277,0,0,0,66,30,29,180
12001002204,1400000US12001002204,3811,3506,3198,308,0,0,0,66,30,29,180
12001002204,1400000US12001002204,513,513,390,123,0,0,0,0,0,0,0
12001002204,1400000US12001002204,530,530,407,123,0,0,0,0,0,0,0
12001002204,1400000US12001002204,767,742,669,73,0,0,0,0,0,0,25
12001002204,1400000US12001002204,901,765,737,28,0,0,0,66,30,0,40
12001002204,1400000US12001002204,624,566,504,62,0,0,0,52,0,0,6
12001002204,1400000US12001002204,271,236,202,34,0,0,0,0,0,18,17
12001002205,1400000US12001002205,4696,4365,3941,424,8,0,31,58,25,0,209
12001002205,1400000US12001002205,4210,3889,3544,345,8,0,31,58,25,0,199
12001002205,1400000US12001002205,4210,3889,3544,345,8,0,31,58,25,0,199
12001002205,1400000US12001002205,264,254,243,11,0,0,0,0,0,0,10
12001002205,1400000US12001002205,264,254,243,11,0,0,0,0,0,0,10
12001002205,1400000US12001002205,394,378,343,35,0,0,0,16,0,0,0
12001002205,1400000US12001002205,3854,3549,3226,323,8,0,31,42,25,0,199
12001002205,1400000US12001002205,3854,3549,3226,323,8,0,31,42,25,0,199
12001002205,1400000US12001002205,264,254,243,11,0,0,0,0,0,0,10
12001002205,1400000US12001002205,264,254,243,11,0,0,0,0,0,0,10
12001002205,1400000US12001002205,480,390,370,20,8,0,31,0,25,0,26
12001002205,1400000US12001002205,1085,1044,912,132,0,0,0,13,0,0,28
12001002205,1400000US12001002205,597,564,532,32,8,0,0,0,0,0,25
12001002205,1400000US12001002205,467,429,389,40,0,0,0,17,0,0,21
12001002207,1400000US12001002207,1808,1586,1425,161,64,0,10,8,10,0,130
12001002207,1400000US12001002207,1551,1398,1275,123,28,0,10,8,0,0,107
12001002207,1400000US12001002207,1563,1410,1275,135,28,0,10,8,0,0,107
12001002207,1400000US12001002207,1418,1284,1161,123,28,0,10,8,0,0,88
12001002207,1400000US12001002207,1430,1296,1161,135,28,0,10,8,0,0,88
12001002207,1400000US12001002207,403,366,328,38,15,0,0,0,0,0,22
12001002207,1400000US12001002207,363,307,290,17,19,0,0,0,0,0,37
12001002208,1400000US12001002208,1375,1239,1119,120,0,0,0,0,28,0,108
12001002208,1400000US12001002208,1229,1093,989,104,0,0,0,0,28,0,108
12001002208,1400000US12001002208,1229,1093,989,104,0,0,0,0,28,0,108
12001002208,1400000US12001002208,1091,971,890,81,0,0,0,0,28,0,92
12001002208,1400000US12001002208,1091,971,890,81,0,0,0,0,28,0,92
12001002208,1400000US12001002208,328,268,268,0,0,0,0,0,28,0,32
12001002209,1400000US12001002209,3681,3437,2839,598,9,0,60,7,9,15,144
12001002209,1400000US12001002209,2919,2744,2388,356,0,0,60,7,9,0,99
12001002209,1400000US12001002209,2964,2789,2411,378,0,0,60,7,9,0,99
12001002209,1400000US12001002209,441,390,258,132,0,0,0,0,0,15,36
12001002209,1400000US12001002209,454,403,258,145,0,0,0,0,0,15,36
12001002209,1400000US12001002209,2828,2653,2297,356,0,0,60,7,9,0,99
12001002209,1400000US12001002209,2850,2675,2297,378,0,0,60,7,9,0,99
12001002209,1400000US12001002209,441,390,258,132,0,0,0,0,0,15,36
12001002209,1400000US12001002209,454,403,258,145,0,0,0,0,0,15,36
12001002209,1400000US12001002209,468,468,458,10,0,0,0,0,0,0,0
12001002209,1400000US12001002209,536,512,448,64,0,0,0,0,9,0,15
12001002209,1400000US12001002209,302,279,264,15,0,0,0,0,9,0,14
12001002210,1400000US12001002210,2130,1910,1647,263,17,0,40,0,54,54,55
12001002210,1400000US12001002210,1764,1578,1333,245,17,0,40,0,54,41,34
12001002210,1400000US12001002210,1845,1625,1380,245,17,0,40,0,54,54,55
12001002210,1400000US12001002210,285,285,267,18,0,0,0,0,0,0,0
12001002210,1400000US12001002210,306,285,267,18,0,0,0,0,0,0,21
12001002210,1400000US12001002210,1553,1367,1163,204,17,0,40,0,54,41,34
12001002210,1400000US12001002210,1634,1414,1210,204,17,0,40,0,54,54,55
12001002210,1400000US12001002210,285,285,267,18,0,0,0,0,0,0,0
12001002210,1400000US12001002210,306,285,267,18,0,0,0,0,0,0,21
12001002217,1400000US12001002217,3006,2674,2337,337,177,0,19,31,60,31,14
12001002217,1400000US12001002217,1906,1609,1537,72,142,0,19,31,60,31,14
12001002217,1400000US12001002217,1926,1609,1537,72,162,0,19,31,60,31,14
12001002217,1400000US12001002217,891,876,633,243,15,0,0,0,0,0,0
12001002217,1400000US12001002217,911,876,633,243,35,0,0,0,0,0,0
12001002217,1400000US12001002217,1789,1537,1477,60,142,0,19,31,60,0,0
12001002217,1400000US12001002217,1809,1537,1477,60,162,0,19,31,60,0,0
12001002217,1400000US12001002217,828,813,592,221,15,0,0,0,0,0,0
