Id2,Id,Estimate; Median family income in the past 12 months (in 2010 inflation-adjusted dollars),Margin of Error; Median family income in the past 12 months (in 2010 inflation-adjusted dollars)
12001000200,1400000US12001000200,18136,6596
12001000200,1400000US12001000200,43750,17106
12001000200,1400000US12001000200,43750,17106
12001000200,1400000US12001000200,17818,9687
12001000200,1400000US12001000200,17818,9687
12001000200,1400000US12001000200,27417,36280
12001000200,1400000US12001000200,27417,36280
12001000200,1400000US12001000200,17818,9687
12001000200,1400000US12001000200,17818,9687
12001000301,1400000US12001000301,59331,14170
12001000301,1400000US12001000301,63393,18087
12001000301,1400000US12001000301,59826,18954
12001000301,1400000US12001000301,63393,31471
12001000301,1400000US12001000301,59826,31043
12001000302,1400000US12001000302,42019,14220
12001000302,1400000US12001000302,45893,24379
12001000302,1400000US12001000302,47232,24691
12001000302,1400000US12001000302,45893,32949
12001000302,1400000US12001000302,47232,33241
12001000400,1400000US12001000400,45576,5200
12001000400,1400000US12001000400,51922,2790
12001000400,1400000US12001000400,52127,2829
12001000400,1400000US12001000400,39754,7793
12001000400,1400000US12001000400,40000,7489
12001000400,1400000US12001000400,52369,2823
12001000400,1400000US12001000400,52609,3422
12001000400,1400000US12001000400,39754,7793
12001000400,1400000US12001000400,40000,7489
12001000500,1400000US12001000500,46346,9001
12001000500,1400000US12001000500,54485,11941
12001000500,1400000US12001000500,54485,11941
12001000500,1400000US12001000500,54485,11941
12001000500,1400000US12001000500,54485,11941
12001000600,1400000US12001000600,25576,4912
12001000600,1400000US12001000600,23646,5874
12001000600,1400000US12001000600,23819,5888
12001000600,1400000US12001000600,24688,6142
12001000600,1400000US12001000600,24861,6142
12001000700,1400000US12001000700,32250,8543
12001000700,1400000US12001000700,41944,5011
12001000700,1400000US12001000700,41944,5011
12001000700,1400000US12001000700,31600,5464
12001000700,1400000US12001000700,31600,5464
12001000700,1400000US12001000700,42401,5405
12001000700,1400000US12001000700,42401,5405
12001000700,1400000US12001000700,31600,5464
12001000700,1400000US12001000700,31600,5464
12001000806,1400000US12001000806,54531,39000
12001000806,1400000US12001000806,62846,53991
12001000806,1400000US12001000806,62692,64942
12001000806,1400000US12001000806,63096,45033
12001000806,1400000US12001000806,62942,50560
12001000808,1400000US12001000808,41458,18677
12001000808,1400000US12001000808,50833,30383
12001000808,1400000US12001000808,50833,20078
12001000808,1400000US12001000808,20385,12030
12001000808,1400000US12001000808,20769,9612
12001000808,1400000US12001000808,56667,27724
12001000808,1400000US12001000808,55556,24094
12001000808,1400000US12001000808,20385,12030
12001000808,1400000US12001000808,20769,9612
12001000809,1400000US12001000809,33934,15752
12001000809,1400000US12001000809,38649,19485
12001000809,1400000US12001000809,38649,19485
12001000809,1400000US12001000809,50121,27310
12001000901,1400000US12001000901,17880,5140
12001000901,1400000US12001000901,16865,8169
12001000901,1400000US12001000901,16131,3688
12001000901,1400000US12001000901,24625,10601
12001000901,1400000US12001000901,24625,10601
12001000901,1400000US12001000901,24653,23317
12001000901,1400000US12001000901,12955,28628
12001000901,1400000US12001000901,24625,10601
12001000901,1400000US12001000901,24625,10601
12001000902,1400000US12001000902,17404,25376
12001000902,1400000US12001000902,14688,50141
12001000902,1400000US12001000902,14688,50141
12001000902,1400000US12001000902,14250,8703
12001000902,1400000US12001000902,14250,8703
12001000902,1400000US12001000902,42000,43395
12001000902,1400000US12001000902,-,**
12001000902,1400000US12001000902,-,**
12001000902,1400000US12001000902,-,**
12001000902,1400000US12001000902,14250,8703
12001000902,1400000US12001000902,14250,8703
12001000902,1400000US12001000902,42000,43395
12001000902,1400000US12001000902,-,**
12001000902,1400000US12001000902,-,**
12001000902,1400000US12001000902,-,**
12001000902,1400000US12001000902,-,**
12001001000,1400000US12001001000,94091,21678
12001001000,1400000US12001001000,95625,19362
12001001000,1400000US12001001000,95625,19362
12001001000,1400000US12001001000,95938,18271
12001001000,1400000US12001001000,95938,18271
12001001000,1400000US12001001000,99063,91039
12001001000,1400000US12001001000,238571,260680
12001001100,1400000US12001001100,109609,10294
12001001100,1400000US12001001100,110465,9598
12001001100,1400000US12001001100,110756,9048
12001001100,1400000US12001001100,108398,14874
12001001100,1400000US12001001100,108398,14874
12001001100,1400000US12001001100,108942,30151
12001001100,1400000US12001001100,113981,34544
12001001100,1400000US12001001100,135000,68637
12001001201,1400000US12001001201,73705,17197
12001001201,1400000US12001001201,75298,19563
12001001201,1400000US12001001201,75595,19773
12001001201,1400000US12001001201,74241,16270
12001001201,1400000US12001001201,74464,16828
12001001202,1400000US12001001202,63633,3210
12001001202,1400000US12001001202,70769,8483
12001001202,1400000US12001001202,70769,8483
12001001202,1400000US12001001202,71298,8601
12001001202,1400000US12001001202,71298,8601
12001001202,1400000US12001001202,57989,17323
12001001202,1400000US12001001202,67679,23322
12001001202,1400000US12001001202,82045,52517
12001001203,1400000US12001001203,52428,7306
12001001203,1400000US12001001203,60598,10563
12001001203,1400000US12001001203,60598,10563
12001001203,1400000US12001001203,57024,18193
12001001203,1400000US12001001203,57024,18193
12001001400,1400000US12001001400,31729,15871
12001001400,1400000US12001001400,42841,23977
12001001400,1400000US12001001400,38646,25354
12001001400,1400000US12001001400,30379,13539
12001001400,1400000US12001001400,30189,13204
12001001400,1400000US12001001400,39063,25016
12001001400,1400000US12001001400,32411,26885
12001001400,1400000US12001001400,30379,13539
12001001400,1400000US12001001400,30189,13204
12001001515,1400000US12001001515,29345,9064
12001001515,1400000US12001001515,28603,16903
12001001515,1400000US12001001515,28603,16903
12001001515,1400000US12001001515,30104,32197
12001001515,1400000US12001001515,30104,32197
12001001516,1400000US12001001516,28836,19430
12001001516,1400000US12001001516,13824,15259
12001001516,1400000US12001001516,13787,8200
12001001516,1400000US12001001516,13824,15259
12001001516,1400000US12001001516,13824,15259
12001001517,1400000US12001001517,26786,17098
12001001517,1400000US12001001517,37870,11865
12001001517,1400000US12001001517,37375,13454
12001001517,1400000US12001001517,37824,13361
12001001517,1400000US12001001517,37824,13361
12001001519,1400000US12001001519,16750,20598
12001001519,1400000US12001001519,15722,4955
12001001519,1400000US12001001519,15722,4955
12001001520,1400000US12001001520,29583,9613
12001001520,1400000US12001001520,32250,38898
12001001520,1400000US12001001520,32250,38898
12001001520,1400000US12001001520,41759,18251
12001001520,1400000US12001001520,41759,18251
12001001521,1400000US12001001521,19808,22672
12001001521,1400000US12001001521,41477,39669
12001001521,1400000US12001001521,40909,41105
12001001521,1400000US12001001521,41477,39669
12001001521,1400000US12001001521,40909,41105
12001001603,1400000US12001001603,57179,60340
12001001603,1400000US12001001603,82125,49148
12001001604,1400000US12001001604,54763,6637
12001001604,1400000US12001001604,55156,7932
12001001604,1400000US12001001604,55156,7932
12001001604,1400000US12001001604,56680,10570
12001001604,1400000US12001001604,56680,10570
12001001701,1400000US12001001701,51833,16739
12001001701,1400000US12001001701,59468,8283
12001001701,1400000US12001001701,60000,5927
12001001701,1400000US12001001701,60648,11803
12001001701,1400000US12001001701,60648,11803
12001001701,1400000US12001001701,36136,15840
12001001701,1400000US12001001701,71316,14782
12001001701,1400000US12001001701,44293,43506
12001001702,1400000US12001001702,92276,10474
12001001702,1400000US12001001702,98125,12352
12001001702,1400000US12001001702,97316,12286
12001001702,1400000US12001001702,98125,12352
12001001702,1400000US12001001702,97316,12286
12001001702,1400000US12001001702,110260,45536
12001001702,1400000US12001001702,106136,32734
12001001801,1400000US12001001801,63536,6593
12001001801,1400000US12001001801,65444,12126
12001001801,1400000US12001001801,64560,8873
12001001801,1400000US12001001801,67069,14262
12001001801,1400000US12001001801,65000,12005
12001001801,1400000US12001001801,71131,30796
12001001802,1400000US12001001802,45000,14392
12001001802,1400000US12001001802,44375,12297
12001001802,1400000US12001001802,44375,12297
12001001802,1400000US12001001802,47857,10165
12001001802,1400000US12001001802,47857,10165
12001001803,1400000US12001001803,76250,18366
12001001803,1400000US12001001803,81983,19117
12001001803,1400000US12001001803,84450,17094
12001001803,1400000US12001001803,38667,17590
12001001803,1400000US12001001803,46750,53899
12001001803,1400000US12001001803,82950,17338
12001001803,1400000US12001001803,88889,16226
12001001803,1400000US12001001803,39917,15241
12001001803,1400000US12001001803,68250,59525
12001001803,1400000US12001001803,75625,31324
12001001803,1400000US12001001803,80938,36188
12001001805,1400000US12001001805,77143,40677
12001001805,1400000US12001001805,106250,16098
12001001805,1400000US12001001805,106250,16098
12001001805,1400000US12001001805,106250,16098
12001001805,1400000US12001001805,106250,16098
12001001806,1400000US12001001806,62708,5196
12001001806,1400000US12001001806,67946,9104
12001001806,1400000US12001001806,67039,8958
12001001806,1400000US12001001806,24420,18087
12001001806,1400000US12001001806,24955,20163
12001001806,1400000US12001001806,70977,7462
12001001806,1400000US12001001806,70632,8159
12001001806,1400000US12001001806,24420,18087
12001001806,1400000US12001001806,24955,20163
12001001806,1400000US12001001806,71296,17470
12001001806,1400000US12001001806,66750,19486
12001001806,1400000US12001001806,70956,8352
12001001806,1400000US12001001806,61800,11986
12001001811,1400000US12001001811,90982,24010
12001001811,1400000US12001001811,105161,32818
12001001811,1400000US12001001811,104821,33768
12001001811,1400000US12001001811,101538,26690
12001001811,1400000US12001001811,107339,27577
12001001811,1400000US12001001811,107097,27132
12001001811,1400000US12001001811,101538,26690
12001001811,1400000US12001001811,61364,34082
12001001813,1400000US12001001813,89750,22566
12001001813,1400000US12001001813,88333,22796
12001001813,1400000US12001001813,88333,22796
12001001813,1400000US12001001813,98859,23552
12001001813,1400000US12001001813,98859,23552
12001001814,1400000US12001001814,94541,16102
12001001814,1400000US12001001814,94566,15935
12001001814,1400000US12001001814,94566,15935
12001001814,1400000US12001001814,94566,15935
12001001814,1400000US12001001814,94566,15935
12001001902,1400000US12001001902,29583,11639
12001001902,1400000US12001001902,38203,10306
12001001902,1400000US12001001902,39531,8182
12001001902,1400000US12001001902,25881,7433
12001001902,1400000US12001001902,25881,7433
12001001902,1400000US12001001902,38203,10306
12001001902,1400000US12001001902,39531,8182
12001001902,1400000US12001001902,25881,7433
12001001902,1400000US12001001902,25881,7433
12001001907,1400000US12001001907,65625,8201
12001001907,1400000US12001001907,62679,5870
12001001907,1400000US12001001907,62991,5904
12001001907,1400000US12001001907,62679,5870
12001001907,1400000US12001001907,62991,5904
12001001908,1400000US12001001908,65337,7135
12001001908,1400000US12001001908,63333,10645
12001001908,1400000US12001001908,65298,9709
12001001908,1400000US12001001908,67569,12988
12001001908,1400000US12001001908,69063,24563
12001001908,1400000US12001001908,65476,7860
12001001908,1400000US12001001908,66329,7294
12001001908,1400000US12001001908,67569,12988
12001001908,1400000US12001001908,69063,24563
12001002000,1400000US12001002000,56833,10451
12001002000,1400000US12001002000,48438,17450
12001002000,1400000US12001002000,48438,17450
12001002000,1400000US12001002000,59267,12106
12001002000,1400000US12001002000,59267,12106
12001002000,1400000US12001002000,48438,17450
12001002000,1400000US12001002000,48438,17450
12001002000,1400000US12001002000,59267,12106
12001002000,1400000US12001002000,59267,12106
12001002000,1400000US12001002000,39688,49394
12001002000,1400000US12001002000,60375,11885
12001002000,1400000US12001002000,39083,22820
12001002101,1400000US12001002101,76761,9256
12001002101,1400000US12001002101,77850,6246
12001002101,1400000US12001002101,77625,7338
12001002101,1400000US12001002101,78400,3426
12001002101,1400000US12001002101,78175,3852
12001002102,1400000US12001002102,50917,11534
12001002102,1400000US12001002102,56111,10868
12001002102,1400000US12001002102,56250,10976
12001002102,1400000US12001002102,56111,10868
12001002102,1400000US12001002102,56250,10976
12001002201,1400000US12001002201,72724,9748
12001002201,1400000US12001002201,71757,14025
12001002201,1400000US12001002201,72910,8306
12001002201,1400000US12001002201,72196,12886
12001002201,1400000US12001002201,73176,6327
12001002201,1400000US12001002201,71944,16533
12001002201,1400000US12001002201,73902,5717
12001002202,1400000US12001002202,78536,11340
12001002202,1400000US12001002202,85101,9439
12001002202,1400000US12001002202,85101,9439
12001002202,1400000US12001002202,85423,8217
12001002202,1400000US12001002202,85423,8217
12001002202,1400000US12001002202,80938,17791
12001002202,1400000US12001002202,87778,55342
12001002202,1400000US12001002202,79000,36071
12001002202,1400000US12001002202,84010,20260
12001002204,1400000US12001002204,87182,10909
12001002204,1400000US12001002204,90483,10636
12001002204,1400000US12001002204,91250,11184
12001002204,1400000US12001002204,71466,30011
12001002204,1400000US12001002204,71336,29851
12001002204,1400000US12001002204,90227,10490
12001002204,1400000US12001002204,90994,11035
12001002204,1400000US12001002204,71466,30011
12001002204,1400000US12001002204,71940,34792
12001002204,1400000US12001002204,102000,22711
12001002204,1400000US12001002204,85444,27923
12001002204,1400000US12001002204,85912,18790
12001002204,1400000US12001002204,76500,26465
12001002205,1400000US12001002205,106318,11503
12001002205,1400000US12001002205,106622,10668
12001002205,1400000US12001002205,107027,10805
12001002205,1400000US12001002205,83375,93628
12001002205,1400000US12001002205,83375,93628
12001002205,1400000US12001002205,56780,33979
12001002205,1400000US12001002205,108841,11021
12001002205,1400000US12001002205,109207,10862
12001002205,1400000US12001002205,83375,93628
12001002205,1400000US12001002205,83375,93628
12001002205,1400000US12001002205,79236,22816
12001002205,1400000US12001002205,113563,21350
12001002205,1400000US12001002205,118819,24745
12001002205,1400000US12001002205,74786,37263
12001002207,1400000US12001002207,100648,19025
12001002207,1400000US12001002207,112065,19686
12001002207,1400000US12001002207,112065,19686
12001002207,1400000US12001002207,112969,16600
12001002207,1400000US12001002207,112969,16600
12001002207,1400000US12001002207,97083,30699
12001002207,1400000US12001002207,120000,17558
12001002208,1400000US12001002208,134861,30232
12001002208,1400000US12001002208,130417,31765
12001002208,1400000US12001002208,130417,31765
12001002208,1400000US12001002208,131250,29616
12001002208,1400000US12001002208,131250,29616
12001002208,1400000US12001002208,147125,71029
12001002209,1400000US12001002209,84505,14867
12001002209,1400000US12001002209,97586,11456
12001002209,1400000US12001002209,95455,13105
12001002209,1400000US12001002209,27759,23835
12001002209,1400000US12001002209,19882,25179
12001002209,1400000US12001002209,95227,11871
12001002209,1400000US12001002209,94432,14371
12001002209,1400000US12001002209,27759,23835
12001002209,1400000US12001002209,19882,25179
12001002209,1400000US12001002209,110972,99564
12001002209,1400000US12001002209,99643,16551
12001002209,1400000US12001002209,124583,104303
12001002210,1400000US12001002210,62275,9625
12001002210,1400000US12001002210,68419,11796
12001002210,1400000US12001002210,67978,11120
12001002210,1400000US12001002210,35500,21608
12001002210,1400000US12001002210,35500,21608
12001002210,1400000US12001002210,74095,16594
12001002210,1400000US12001002210,73578,17159
12001002210,1400000US12001002210,35500,21608
12001002210,1400000US12001002210,35500,21608
12001002217,1400000US12001002217,25938,10914
12001002217,1400000US12001002217,28971,12472
12001002217,1400000US12001002217,28971,12472
12001002217,1400000US12001002217,21250,11715
12001002217,1400000US12001002217,21250,11715
12001002217,1400000US12001002217,29338,12648
12001002217,1400000US12001002217,29338,12648
12001002217,1400000US12001002217,21250,19517
12001002217,1400000US12001002217,21250,19517
12001002218,1400000US12001002218,34954,13257
12001002218,1400000US12001002218,49156,28316
12001002218,1400000US12001002218,48719,27463
12001002218,1400000US12001002218,30903,9177
12001002218,1400000US12001002218,56833,34329
12001002219,1400000US12001002219,36662,3327
12001002219,1400000US12001002219,38780,3871
12001002219,1400000US12001002219,38855,4373
12001002219,1400000US12001002219,22487,12495
12001002219,1400000US12001002219,23000,12378
12001002219,1400000US12001002219,39322,4709
12001002219,1400000US12001002219,39322,4709
12001002219,1400000US12001002219,22487,12495
12001002219,1400000US12001002219,22487,12495
12001002220,1400000US12001002220,39226,10024
12001002220,1400000US12001002220,38938,14141
12001002220,1400000US12001002220,39625,13499
12001002220,1400000US12001002220,38938,14141
12001002220,1400000US12001002220,39625,13499
12001110800,1400000US12001110800,78125,26867
12001110800,1400000US12001110800,78875,28499
12001110800,1400000US12001110800,87917,26563
12001110800,1400000US12001110800,94375,19380
12001110800,1400000US12001110800,94375,19380
12003040101,1400000US12003040101,59291,8200
12003040101,1400000US12003040101,58041,7898
12003040101,1400000US12003040101,57939,7854
12003040101,1400000US12003040101,58041,7898
12003040101,1400000US12003040101,57939,7854
12003040101,1400000US12003040101,62552,23680
12003040101,1400000US12003040101,48250,18141
12003040102,1400000US12003040102,51615,12645
12003040102,1400000US12003040102,58839,13248
12003040102,1400000US12003040102,59330,13030
12003040102,1400000US12003040102,28571,3274
12003040102,1400000US12003040102,28571,3274
12003040102,1400000US12003040102,61250,12917
12003040102,1400000US12003040102,62630,14149
12003040102,1400000US12003040102,28571,3274
12003040102,1400000US12003040102,28571,3274
12003040102,1400000US12003040102,67225,13435
12003040102,1400000US12003040102,47775,31021
12003040201,1400000US12003040201,48889,5238
12003040201,1400000US12003040201,49146,5777
12003040201,1400000US12003040201,49146,5777
12003040201,1400000US12003040201,47647,50187
12003040201,1400000US12003040201,47647,50187
12003040201,1400000US12003040201,49146,5777
12003040201,1400000US12003040201,49146,5777
12003040201,1400000US12003040201,47647,50187
12003040201,1400000US12003040201,47647,50187
12003040201,1400000US12003040201,48032,7218
12003040201,1400000US12003040201,60543,14256
12003040202,1400000US12003040202,67394,12316
12003040202,1400000US12003040202,69583,11071
12003040202,1400000US12003040202,69583,11071
12003040202,1400000US12003040202,69333,11173
12003040202,1400000US12003040202,69333,11173
12003040202,1400000US12003040202,93092,44878
12003040202,1400000US12003040202,72578,18823
12005000201,1400000US12005000201,58167,15674
12005000201,1400000US12005000201,53833,18320
12005000201,1400000US12005000201,54125,18817
12005000201,1400000US12005000201,52917,17887
12005000201,1400000US12005000201,53208,18629
12005000202,1400000US12005000202,60721,13730
12005000202,1400000US12005000202,60651,15929
12005000202,1400000US12005000202,60391,16459
12005000202,1400000US12005000202,60651,15929
12005000202,1400000US12005000202,60391,16459
12005000202,1400000US12005000202,80417,21997
12005000300,1400000US12005000300,49022,5479
12005000300,1400000US12005000300,50090,5341
12005000300,1400000US12005000300,49891,5558
12005000300,1400000US12005000300,49946,5543
12005000300,1400000US12005000300,49946,5543
12005000300,1400000US12005000300,46979,15914
12005000300,1400000US12005000300,46950,6401
12005000300,1400000US12005000300,55156,23704
12005000400,1400000US12005000400,55825,5353
12005000400,1400000US12005000400,56111,5461
12005000400,1400000US12005000400,56194,5418
12005000400,1400000US12005000400,56111,5461
12005000400,1400000US12005000400,56194,5418
12005000400,1400000US12005000400,45609,13391
12005000400,1400000US12005000400,46765,19404
12005000400,1400000US12005000400,51818,10549
12005000400,1400000US12005000400,50774,24905
12005000500,1400000US12005000500,64718,8836
12005000500,1400000US12005000500,63333,17125
12005000500,1400000US12005000500,63333,17125
12005000500,1400000US12005000500,65192,17478
12005000500,1400000US12005000500,65192,17478
12005000500,1400000US12005000500,48125,35518
12005000500,1400000US12005000500,66500,44411
12005000600,1400000US12005000600,55250,19785
12005000600,1400000US12005000600,55750,18945
12005000600,1400000US12005000600,55750,18945
12005000600,1400000US12005000600,57000,18841
12005000600,1400000US12005000600,57000,18841
12005000700,1400000US12005000700,44676,9272
12005000700,1400000US12005000700,41250,11086
12005000700,1400000US12005000700,40398,8651
12005000700,1400000US12005000700,41818,13269
12005000700,1400000US12005000700,40966,10609
12005000803,1400000US12005000803,48152,4112
12005000803,1400000US12005000803,48622,5925
12005000803,1400000US12005000803,49439,6149
12005000803,1400000US12005000803,48622,5925
12005000803,1400000US12005000803,49439,6149
12005000804,1400000US12005000804,60313,27455
12005000804,1400000US12005000804,61250,34486
12005000804,1400000US12005000804,61250,34486
12005000804,1400000US12005000804,61250,34486
12005000804,1400000US12005000804,61250,34486
12005000805,1400000US12005000805,56571,10355
12005000805,1400000US12005000805,57266,13895
12005000805,1400000US12005000805,54607,10195
12005000805,1400000US12005000805,55859,15474
12005000805,1400000US12005000805,55859,15474
12005000806,1400000US12005000806,66406,19730
12005000806,1400000US12005000806,74856,15898
12005000806,1400000US12005000806,74279,16292
12005000806,1400000US12005000806,75515,19246
12005000806,1400000US12005000806,75074,19552
12005000900,1400000US12005000900,60288,14388
12005000900,1400000US12005000900,59000,15970
12005000900,1400000US12005000900,59833,18418
12005000900,1400000US12005000900,59000,15970
12005000900,1400000US12005000900,59833,18418
12005001000,1400000US12005001000,34410,30312
12005001000,1400000US12005001000,64150,21032
12005001000,1400000US12005001000,64150,21032
12005001000,1400000US12005001000,26920,14762
12005001000,1400000US12005001000,26920,14762
12005001000,1400000US12005001000,64150,21032
12005001000,1400000US12005001000,64150,21032
12005001000,1400000US12005001000,26920,14762
12005001000,1400000US12005001000,26920,14762
12005001100,1400000US12005001100,44895,5558
12005001100,1400000US12005001100,46118,4425
12005001100,1400000US12005001100,45971,5572
12005001100,1400000US12005001100,46056,6370
12005001100,1400000US12005001100,45625,6879
12005001200,1400000US12005001200,41215,9898
12005001200,1400000US12005001200,42218,21655
12005001200,1400000US12005001200,42218,21655
12005001200,1400000US12005001200,42042,19500
12005001200,1400000US12005001200,42042,19500
12005001301,1400000US12005001301,67059,5705
12005001301,1400000US12005001301,71830,8618
12005001301,1400000US12005001301,72622,9209
12005001301,1400000US12005001301,72098,8277
12005001301,1400000US12005001301,72805,9008
12005001302,1400000US12005001302,57722,8639
12005001302,1400000US12005001302,60789,9919
12005001302,1400000US12005001302,59972,10377
12005001302,1400000US12005001302,59889,9859
12005001302,1400000US12005001302,59528,9997
12005001302,1400000US12005001302,67188,18731
12005001302,1400000US12005001302,46927,45748
12005001302,1400000US12005001302,46761,25559
12005001402,1400000US12005001402,79538,12732
12005001402,1400000US12005001402,83676,12909
12005001402,1400000US12005001402,83162,12842
12005001402,1400000US12005001402,85234,13671
12005001402,1400000US12005001402,85052,13764
12005001402,1400000US12005001402,116583,59394
12005001402,1400000US12005001402,52794,56596
12005001402,1400000US12005001402,61447,28852
12005001403,1400000US12005001403,58654,33242
12005001403,1400000US12005001403,58317,36199
12005001403,1400000US12005001403,58317,36199
12005001403,1400000US12005001403,58317,36199
12005001403,1400000US12005001403,58317,36199
12005001404,1400000US12005001404,76649,9041
12005001404,1400000US12005001404,76995,10888
12005001404,1400000US12005001404,74850,10330
12005001404,1400000US12005001404,76410,10802
12005001404,1400000US12005001404,73750,9767
12005001404,1400000US12005001404,68854,17352
12005001404,1400000US12005001404,64688,51945
12005001501,1400000US12005001501,75132,12236
12005001501,1400000US12005001501,74856,12168
12005001501,1400000US12005001501,74856,12168
12005001501,1400000US12005001501,74591,13755
12005001501,1400000US12005001501,74591,13755
12005001501,1400000US12005001501,74536,28423
12005001501,1400000US12005001501,66917,51072
12005001502,1400000US12005001502,69815,6204
12005001502,1400000US12005001502,71094,5328
12005001502,1400000US12005001502,71094,5328
12005001502,1400000US12005001502,69954,6004
12005001502,1400000US12005001502,69954,6004
12005001502,1400000US12005001502,70368,15817
12005001502,1400000US12005001502,74145,4476
12005001600,1400000US12005001600,26833,8293
12005001600,1400000US12005001600,25691,13410
12005001600,1400000US12005001600,25691,13410
12005001600,1400000US12005001600,28526,12688
12005001600,1400000US12005001600,28526,12688
12005001600,1400000US12005001600,25691,13410
12005001600,1400000US12005001600,25691,13410
12005001600,1400000US12005001600,29135,11362
12005001600,1400000US12005001600,29135,11362
12005001700,1400000US12005001700,32500,8273
12005001700,1400000US12005001700,49125,25675
12005001700,1400000US12005001700,49125,25675
12005001700,1400000US12005001700,25313,11110
12005001700,1400000US12005001700,25313,11110
12005001700,1400000US12005001700,49125,25675
12005001700,1400000US12005001700,49125,25675
12005001700,1400000US12005001700,25313,11110
12005001700,1400000US12005001700,25313,11110
12005001800,1400000US12005001800,42009,18922
12005001800,1400000US12005001800,50848,18369
12005001800,1400000US12005001800,50446,19270
12005001800,1400000US12005001800,50848,18369
12005001800,1400000US12005001800,50446,19270
12005001900,1400000US12005001900,63229,19314
12005001900,1400000US12005001900,65721,17991
12005001900,1400000US12005001900,65721,17991
12005001900,1400000US12005001900,66587,16333
12005001900,1400000US12005001900,66587,16333
12005002000,1400000US12005002000,56250,28037
12005002000,1400000US12005002000,46806,26195
12005002000,1400000US12005002000,46806,26195
12005002000,1400000US12005002000,46806,26195
12005002000,1400000US12005002000,46806,26195
12005002200,1400000US12005002200,41266,9285
12005002200,1400000US12005002200,42620,3183
12005002200,1400000US12005002200,42354,5339
12005002200,1400000US12005002200,27554,17847
12005002200,1400000US12005002200,24583,11565
12005002200,1400000US12005002200,43825,6811
12005002200,1400000US12005002200,43569,6265
12005002200,1400000US12005002200,27554,17847
12005002200,1400000US12005002200,24583,11565
12005002300,1400000US12005002300,43452,13594
12005002300,1400000US12005002300,42798,13641
12005002300,1400000US12005002300,42798,13641
12005002300,1400000US12005002300,44167,13528
12005002300,1400000US12005002300,44167,13528
12005002400,1400000US12005002400,42000,11468
12005002400,1400000US12005002400,43646,15872
12005002400,1400000US12005002400,44271,14239
12005002400,1400000US12005002400,42042,17631
12005002400,1400000US12005002400,42969,15043
12005002500,1400000US12005002500,91705,17676
12005002500,1400000US12005002500,90455,16454
12005002500,1400000US12005002500,90455,16454
12005002500,1400000US12005002500,90455,16454
12005002500,1400000US12005002500,90455,16454
12005002601,1400000US12005002601,66250,36765
12005002601,1400000US12005002601,68977,47020
12005002601,1400000US12005002601,67500,41376
12005002601,1400000US12005002601,65469,33131
12005002601,1400000US12005002601,65469,33131
12005002603,1400000US12005002603,45938,25881
12005002603,1400000US12005002603,46652,24846
12005002603,1400000US12005002603,46652,24846
12005002603,1400000US12005002603,46652,24846
12005002603,1400000US12005002603,46652,24846
12005002604,1400000US12005002604,64160,5782
12005002604,1400000US12005002604,64467,5601
12005002604,1400000US12005002604,65246,6555
12005002604,1400000US12005002604,63627,5509
12005002604,1400000US12005002604,64406,5838
12005002604,1400000US12005002604,60742,5561
12005002604,1400000US12005002604,74055,31717
12005002604,1400000US12005002604,91048,38429
12005002605,1400000US12005002605,82614,53310
12005002605,1400000US12005002605,82614,53310
12005002605,1400000US12005002605,82614,53310
12005002605,1400000US12005002605,84545,56351
12005002605,1400000US12005002605,84545,56351
12005002606,1400000US12005002606,38500,20268
12005002606,1400000US12005002606,37688,20525
12005002606,1400000US12005002606,37688,20525
12005002606,1400000US12005002606,37688,20525
12005002606,1400000US12005002606,37688,20525
12005002607,1400000US12005002607,39423,17691
12005002607,1400000US12005002607,42841,17512
12005002607,1400000US12005002607,39423,17691
12005002607,1400000US12005002607,42841,17512
12005002607,1400000US12005002607,39423,17691
12005002608,1400000US12005002608,98170,23959
12005002608,1400000US12005002608,98661,24510
12005002608,1400000US12005002608,98661,24510
12005002608,1400000US12005002608,98661,24510
12005002608,1400000US12005002608,98661,24510
12005002701,1400000US12005002701,68672,8993
12005002701,1400000US12005002701,69492,7160
12005002701,1400000US12005002701,69492,7160
12005002701,1400000US12005002701,69492,7160
12005002701,1400000US12005002701,69492,7160
12005002702,1400000US12005002702,60380,14463
12005002702,1400000US12005002702,60190,14448
12005002702,1400000US12005002702,60190,14448
12005002702,1400000US12005002702,60543,13774
12005002702,1400000US12005002702,60543,13774
12005002703,1400000US12005002703,59531,23200
12005002703,1400000US12005002703,57240,31037
12005002703,1400000US12005002703,57240,31037
12005002703,1400000US12005002703,60833,31422
12005002703,1400000US12005002703,60833,31422
12005002704,1400000US12005002704,49407,4793
12005002704,1400000US12005002704,49164,3750
12005002704,1400000US12005002704,49121,3647
12005002704,1400000US12005002704,49407,4333
12005002704,1400000US12005002704,49364,4235
12005002704,1400000US12005002704,49972,71758
12005002704,1400000US12005002704,49435,20309
12005002704,1400000US12005002704,64444,28520
12005002705,1400000US12005002705,70804,23781
12005002705,1400000US12005002705,70804,23781
12005002705,1400000US12005002705,70804,23781
12005002705,1400000US12005002705,70804,23781
12005002705,1400000US12005002705,70804,23781
12007000100,1400000US12007000100,38810,3408
12007000100,1400000US12007000100,41082,10931
12007000100,1400000US12007000100,40625,8919
12007000100,1400000US12007000100,21786,28673
12007000100,1400000US12007000100,25987,19876
12007000100,1400000US12007000100,41947,14834
