Id2,Id,Population Group,Estimate; Median gross rent
12001000200,1400000US12001000200,Total population,859
12001000200,1400000US12001000200,White alone,889
12001000200,1400000US12001000200,White alone or in combination with one or more other races,877
12001000200,1400000US12001000200,Black or African American alone,760
12001000200,1400000US12001000200,Black or African American alone or in combination with one or more other races,775
12001000200,1400000US12001000200,"White alone, not Hispanic or Latino",900
12001000200,1400000US12001000200,"White alone or in combination with one or more other races, not Hispanic or Latino",878
12001000200,1400000US12001000200,"Black or African American alone, not Hispanic or Latino",760
12001000200,1400000US12001000200,"Black or African American alone or in combination with one or more other races, not Hispanic or Latino",786
12001000301,1400000US12001000301,Total population,658
12001000301,1400000US12001000301,White alone,726
12001000301,1400000US12001000301,White alone or in combination with one or more other races,726
12001000301,1400000US12001000301,"White alone, not Hispanic or Latino",709
12001000301,1400000US12001000301,"White alone or in combination with one or more other races, not Hispanic or Latino",709
12001000302,1400000US12001000302,Total population,733
12001000302,1400000US12001000302,White alone,695
12001000302,1400000US12001000302,White alone or in combination with one or more other races,696
12001000302,1400000US12001000302,"White alone, not Hispanic or Latino",688
12001000302,1400000US12001000302,"White alone or in combination with one or more other races, not Hispanic or Latino",689
12001000400,1400000US12001000400,Total population,584
12001000400,1400000US12001000400,White alone,664
12001000400,1400000US12001000400,White alone or in combination with one or more other races,664
12001000400,1400000US12001000400,Black or African American alone,540
12001000400,1400000US12001000400,Black or African American alone or in combination with one or more other races,540
12001000400,1400000US12001000400,"White alone, not Hispanic or Latino",595
12001000400,1400000US12001000400,"White alone or in combination with one or more other races, not Hispanic or Latino",595
12001000400,1400000US12001000400,"Black or African American alone, not Hispanic or Latino",540
12001000400,1400000US12001000400,"Black or African American alone or in combination with one or more other races, not Hispanic or Latino",540
12001000500,1400000US12001000500,Total population,815
12001000500,1400000US12001000500,White alone,835
12001000500,1400000US12001000500,White alone or in combination with one or more other races,835
12001000500,1400000US12001000500,"White alone, not Hispanic or Latino",834
12001000500,1400000US12001000500,"White alone or in combination with one or more other races, not Hispanic or Latino",834
12001000600,1400000US12001000600,Total population,763
12001000600,1400000US12001000600,Black or African American alone,760
12001000600,1400000US12001000600,Black or African American alone or in combination with one or more other races,760
12001000600,1400000US12001000600,"Black or African American alone, not Hispanic or Latino",774
12001000600,1400000US12001000600,"Black or African American alone or in combination with one or more other races, not Hispanic or Latino",774
12001000700,1400000US12001000700,Total population,597
12001000700,1400000US12001000700,White alone,525
12001000700,1400000US12001000700,White alone or in combination with one or more other races,475
12001000700,1400000US12001000700,Black or African American alone,603
12001000700,1400000US12001000700,Black or African American alone or in combination with one or more other races,594
12001000700,1400000US12001000700,"White alone, not Hispanic or Latino",525
12001000700,1400000US12001000700,"White alone or in combination with one or more other races, not Hispanic or Latino",475
12001000700,1400000US12001000700,"Black or African American alone, not Hispanic or Latino",603
12001000700,1400000US12001000700,"Black or African American alone or in combination with one or more other races, not Hispanic or Latino",603
12001000806,1400000US12001000806,Total population,705
12001000806,1400000US12001000806,White alone,724
12001000806,1400000US12001000806,White alone or in combination with one or more other races,724
12001000806,1400000US12001000806,"White alone, not Hispanic or Latino",729
12001000806,1400000US12001000806,"White alone or in combination with one or more other races, not Hispanic or Latino",729
12001000808,1400000US12001000808,Total population,860
12001000808,1400000US12001000808,White alone,814
12001000808,1400000US12001000808,White alone or in combination with one or more other races,855
12001000808,1400000US12001000808,Asian alone (400-499),844
12001000808,1400000US12001000808,"Asian alone or in combination with one or more other races  (400-499) & (100-299) or (300, A01-Z99) or (400-999)",856
12001000808,1400000US12001000808,"White alone, not Hispanic or Latino",832
12001000808,1400000US12001000808,"White alone or in combination with one or more other races, not Hispanic or Latino",863
12001000808,1400000US12001000808,"Asian alone, not Hispanic or Latino",844
12001000808,1400000US12001000808,"Asian alone or in combination with one or more other races, not Hispanic or Latino",856
12001000809,1400000US12001000809,Total population,845
12001000809,1400000US12001000809,White alone,850
12001000809,1400000US12001000809,White alone or in combination with one or more other races,850
12001000809,1400000US12001000809,"White alone or in combination with one or more other races, not Hispanic or Latino",850
12001000901,1400000US12001000901,Total population,513
12001000901,1400000US12001000901,White alone,517
12001000901,1400000US12001000901,White alone or in combination with one or more other races,528
12001000901,1400000US12001000901,Asian alone (400-499),491
12001000901,1400000US12001000901,"Asian alone or in combination with one or more other races  (400-499) & (100-299) or (300, A01-Z99) or (400-999)",491
12001000901,1400000US12001000901,"White alone, not Hispanic or Latino",571
12001000901,1400000US12001000901,"White alone or in combination with one or more other races, not Hispanic or Latino",588
12001000901,1400000US12001000901,"Asian alone, not Hispanic or Latino",491
12001000901,1400000US12001000901,"Asian alone or in combination with one or more other races, not Hispanic or Latino",491
12001000902,1400000US12001000902,Total population,608
12001000902,1400000US12001000902,White alone,539
12001000902,1400000US12001000902,White alone or in combination with one or more other races,539
12001000902,1400000US12001000902,Black or African American alone,754
12001000902,1400000US12001000902,Black or African American alone or in combination with one or more other races,754
12001000902,1400000US12001000902,"Asian alone or in combination with one or more other races  (400-499) & (100-299) or (300, A01-Z99) or (400-999)",558
12001000902,1400000US12001000902,Hispanic or Latino (of any race) (200-299),-
12001000902,1400000US12001000902,"White alone, not Hispanic or Latino",-
12001000902,1400000US12001000902,"White alone or in combination with one or more other races, not Hispanic or Latino",-
12001000902,1400000US12001000902,"Black or African American alone, not Hispanic or Latino",754
12001000902,1400000US12001000902,"Black or African American alone or in combination with one or more other races, not Hispanic or Latino",754
12001000902,1400000US12001000902,"Asian alone or in combination with one or more other races, not Hispanic or Latino",558
12001000902,1400000US12001000902,"White alone, Hispanic or Latino",-
12001000902,1400000US12001000902,"White alone or in combination with one or more other races, Hispanic or Latino",-
12001000902,1400000US12001000902,German (032-045),-
12001000902,1400000US12001000902,"Irish (050, 081)",-
12001001000,1400000US12001001000,Total population,1122
12001001000,1400000US12001001000,White alone,1149
12001001000,1400000US12001001000,White alone or in combination with one or more other races,1141
12001001000,1400000US12001001000,"White alone, not Hispanic or Latino",1152
12001001000,1400000US12001001000,"White alone or in combination with one or more other races, not Hispanic or Latino",1144
12001001000,1400000US12001001000,German (032-045),1890
12001001000,1400000US12001001000,"Irish (050, 081)",1381
12001001100,1400000US12001001100,Total population,1075
12001001100,1400000US12001001100,White alone,1099
12001001100,1400000US12001001100,White alone or in combination with one or more other races,1088
12001001100,1400000US12001001100,"White alone, not Hispanic or Latino",1093
12001001100,1400000US12001001100,"White alone or in combination with one or more other races, not Hispanic or Latino",1093
12001001100,1400000US12001001100,"English (015, 022)",1281
12001001100,1400000US12001001100,German (032-045),1159
12001001100,1400000US12001001100,"Irish (050, 081)",1025
12001001201,1400000US12001001201,Total population,893
12001001201,1400000US12001001201,White alone,883
12001001201,1400000US12001001201,White alone or in combination with one or more other races,885
12001001201,1400000US12001001201,"White alone, not Hispanic or Latino",883
12001001201,1400000US12001001201,"White alone or in combination with one or more other races, not Hispanic or Latino",885
12001001202,1400000US12001001202,Total population,997
12001001202,1400000US12001001202,White alone,1018
12001001202,1400000US12001001202,White alone or in combination with one or more other races,1018
12001001202,1400000US12001001202,"White alone, not Hispanic or Latino",1021
12001001202,1400000US12001001202,"White alone or in combination with one or more other races, not Hispanic or Latino",1021
12001001202,1400000US12001001202,"English (015, 022)",968
12001001202,1400000US12001001202,German (032-045),1018
12001001202,1400000US12001001202,"Irish (050, 081)",843
12001001203,1400000US12001001203,Total population,1075
12001001203,1400000US12001001203,White alone,1070
12001001203,1400000US12001001203,White alone or in combination with one or more other races,1059
12001001203,1400000US12001001203,"White alone, not Hispanic or Latino",1083
12001001203,1400000US12001001203,"White alone or in combination with one or more other races, not Hispanic or Latino",1065
12001001400,1400000US12001001400,Total population,954
12001001400,1400000US12001001400,White alone,950
12001001400,1400000US12001001400,White alone or in combination with one or more other races,943
12001001400,1400000US12001001400,Black or African American alone,1057
12001001400,1400000US12001001400,Black or African American alone or in combination with one or more other races,1057
12001001400,1400000US12001001400,"White alone, not Hispanic or Latino",950
12001001400,1400000US12001001400,"White alone or in combination with one or more other races, not Hispanic or Latino",943
12001001400,1400000US12001001400,"Black or African American alone, not Hispanic or Latino",1057
12001001400,1400000US12001001400,"Black or African American alone or in combination with one or more other races, not Hispanic or Latino",1057
12001001515,1400000US12001001515,Total population,845
12001001515,1400000US12001001515,White alone,855
12001001515,1400000US12001001515,White alone or in combination with one or more other races,850
12001001515,1400000US12001001515,"White alone, not Hispanic or Latino",841
12001001515,1400000US12001001515,"White alone or in combination with one or more other races, not Hispanic or Latino",840
12001001516,1400000US12001001516,Total population,803
12001001516,1400000US12001001516,White alone,736
12001001516,1400000US12001001516,White alone or in combination with one or more other races,740
12001001516,1400000US12001001516,"White alone, not Hispanic or Latino",737
12001001516,1400000US12001001516,"White alone or in combination with one or more other races, not Hispanic or Latino",737
12001001517,1400000US12001001517,Total population,908
12001001517,1400000US12001001517,White alone,899
12001001517,1400000US12001001517,White alone or in combination with one or more other races,900
12001001517,1400000US12001001517,"White alone, not Hispanic or Latino",883
12001001517,1400000US12001001517,"White alone or in combination with one or more other races, not Hispanic or Latino",886
12001001519,1400000US12001001519,Total population,968
12001001519,1400000US12001001519,White alone,985
12001001519,1400000US12001001519,White alone or in combination with one or more other races,1003
12001001520,1400000US12001001520,Total population,718
12001001520,1400000US12001001520,White alone,728
12001001520,1400000US12001001520,White alone or in combination with one or more other races,733
12001001520,1400000US12001001520,"White alone, not Hispanic or Latino",721
12001001520,1400000US12001001520,"White alone or in combination with one or more other races, not Hispanic or Latino",725
12001001521,1400000US12001001521,Total population,745
12001001521,1400000US12001001521,White alone,733
12001001521,1400000US12001001521,White alone or in combination with one or more other races,734
12001001521,1400000US12001001521,"White alone, not Hispanic or Latino",733
12001001521,1400000US12001001521,"White alone or in combination with one or more other races, not Hispanic or Latino",736
12001001603,1400000US12001001603,Total population,1230
12001001603,1400000US12001001603,White alone or in combination with one or more other races,1214
12001001604,1400000US12001001604,Total population,865
12001001604,1400000US12001001604,White alone,856
12001001604,1400000US12001001604,White alone or in combination with one or more other races,853
12001001604,1400000US12001001604,"White alone, not Hispanic or Latino",851
12001001604,1400000US12001001604,"White alone or in combination with one or more other races, not Hispanic or Latino",851
12001001701,1400000US12001001701,Total population,975
12001001701,1400000US12001001701,White alone,1224
12001001701,1400000US12001001701,White alone or in combination with one or more other races,1188
12001001701,1400000US12001001701,"White alone, not Hispanic or Latino",1258
12001001701,1400000US12001001701,"White alone or in combination with one or more other races, not Hispanic or Latino",1234
12001001701,1400000US12001001701,"English (015, 022)",1155
12001001701,1400000US12001001701,German (032-045),880
12001001701,1400000US12001001701,"Irish (050, 081)",1346
12001001702,1400000US12001001702,Total population,623
12001001702,1400000US12001001702,White alone,593
12001001702,1400000US12001001702,White alone or in combination with one or more other races,593
12001001702,1400000US12001001702,"White alone, not Hispanic or Latino",593
12001001702,1400000US12001001702,"White alone or in combination with one or more other races, not Hispanic or Latino",593
12001001702,1400000US12001001702,"English (015, 022)",564
12001001702,1400000US12001001702,German (032-045),-
12001001801,1400000US12001001801,Total population,748
12001001801,1400000US12001001801,White alone,737
12001001801,1400000US12001001801,White alone or in combination with one or more other races,737
12001001801,1400000US12001001801,"White alone, not Hispanic or Latino",727
12001001801,1400000US12001001801,"White alone or in combination with one or more other races, not Hispanic or Latino",727
12001001801,1400000US12001001801,"Irish (050, 081)",397
12001001802,1400000US12001001802,Total population,770
12001001802,1400000US12001001802,White alone,753
12001001802,1400000US12001001802,White alone or in combination with one or more other races,753
12001001802,1400000US12001001802,"White alone, not Hispanic or Latino",753
12001001802,1400000US12001001802,"White alone or in combination with one or more other races, not Hispanic or Latino",753
12001001803,1400000US12001001803,Total population,719
12001001803,1400000US12001001803,White alone,1042
12001001803,1400000US12001001803,White alone or in combination with one or more other races,1042
12001001803,1400000US12001001803,Black or African American alone,645
12001001803,1400000US12001001803,Black or African American alone or in combination with one or more other races,705
12001001803,1400000US12001001803,"White alone, not Hispanic or Latino",1042
12001001803,1400000US12001001803,"White alone or in combination with one or more other races, not Hispanic or Latino",1042
12001001803,1400000US12001001803,"Black or African American alone, not Hispanic or Latino",645
12001001803,1400000US12001001803,"Black or African American alone or in combination with one or more other races, not Hispanic or Latino",705
12001001803,1400000US12001001803,"English (015, 022)",-
12001001803,1400000US12001001803,German (032-045),641
12001001805,1400000US12001001805,Total population,927
12001001805,1400000US12001001805,White alone,-
12001001805,1400000US12001001805,White alone or in combination with one or more other races,-
12001001805,1400000US12001001805,"White alone, not Hispanic or Latino",-
12001001805,1400000US12001001805,"White alone or in combination with one or more other races, not Hispanic or Latino",-
12001001806,1400000US12001001806,Total population,888
12001001806,1400000US12001001806,White alone,913
12001001806,1400000US12001001806,White alone or in combination with one or more other races,913
12001001806,1400000US12001001806,Black or African American alone,288
12001001806,1400000US12001001806,Black or African American alone or in combination with one or more other races,375
12001001806,1400000US12001001806,"White alone, not Hispanic or Latino",868
12001001806,1400000US12001001806,"White alone or in combination with one or more other races, not Hispanic or Latino",871
12001001806,1400000US12001001806,"Black or African American alone, not Hispanic or Latino",288
12001001806,1400000US12001001806,"Black or African American alone or in combination with one or more other races, not Hispanic or Latino",375
12001001806,1400000US12001001806,"English (015, 022)",-
12001001806,1400000US12001001806,German (032-045),882
12001001806,1400000US12001001806,"Irish (050, 081)",923
12001001806,1400000US12001001806,American (939-994),-
12001001811,1400000US12001001811,Total population,1098
12001001811,1400000US12001001811,White alone,1067
12001001811,1400000US12001001811,White alone or in combination with one or more other races,1072
12001001811,1400000US12001001811,"Asian alone or in combination with one or more other races  (400-499) & (100-299) or (300, A01-Z99) or (400-999)",1176
12001001811,1400000US12001001811,"White alone, not Hispanic or Latino",1062
12001001811,1400000US12001001811,"White alone or in combination with one or more other races, not Hispanic or Latino",1068
12001001811,1400000US12001001811,"Asian alone or in combination with one or more other races, not Hispanic or Latino",1176
12001001811,1400000US12001001811,German (032-045),954
12001001813,1400000US12001001813,Total population,1260
12001001813,1400000US12001001813,White alone,1260
12001001813,1400000US12001001813,White alone or in combination with one or more other races,1260
12001001813,1400000US12001001813,"White alone, not Hispanic or Latino",1260
12001001813,1400000US12001001813,"White alone or in combination with one or more other races, not Hispanic or Latino",1260
12001001814,1400000US12001001814,Total population,-
12001001814,1400000US12001001814,White alone,-
12001001814,1400000US12001001814,White alone or in combination with one or more other races,-
12001001814,1400000US12001001814,"White alone, not Hispanic or Latino",-
12001001814,1400000US12001001814,"White alone or in combination with one or more other races, not Hispanic or Latino",-
12001001902,1400000US12001001902,Total population,630
12001001902,1400000US12001001902,White alone,560
12001001902,1400000US12001001902,White alone or in combination with one or more other races,560
12001001902,1400000US12001001902,Black or African American alone,770
12001001902,1400000US12001001902,Black or African American alone or in combination with one or more other races,770
12001001902,1400000US12001001902,"White alone, not Hispanic or Latino",560
12001001902,1400000US12001001902,"White alone or in combination with one or more other races, not Hispanic or Latino",560
12001001902,1400000US12001001902,"Black or African American alone, not Hispanic or Latino",770
12001001902,1400000US12001001902,"Black or African American alone or in combination with one or more other races, not Hispanic or Latino",770
12001001907,1400000US12001001907,Total population,338
12001001907,1400000US12001001907,White alone,338
12001001907,1400000US12001001907,White alone or in combination with one or more other races,338
12001001907,1400000US12001001907,"White alone, not Hispanic or Latino",338
12001001907,1400000US12001001907,"White alone or in combination with one or more other races, not Hispanic or Latino",338
12001001908,1400000US12001001908,Total population,742
12001001908,1400000US12001001908,White alone,613
12001001908,1400000US12001001908,White alone or in combination with one or more other races,613
12001001908,1400000US12001001908,Black or African American alone,928
12001001908,1400000US12001001908,Black or African American alone or in combination with one or more other races,928
12001001908,1400000US12001001908,"White alone, not Hispanic or Latino",613
12001001908,1400000US12001001908,"White alone or in combination with one or more other races, not Hispanic or Latino",613
12001001908,1400000US12001001908,"Black or African American alone, not Hispanic or Latino",928
12001001908,1400000US12001001908,"Black or African American alone or in combination with one or more other races, not Hispanic or Latino",928
12001002000,1400000US12001002000,Total population,701
12001002000,1400000US12001002000,White alone,708
12001002000,1400000US12001002000,White alone or in combination with one or more other races,708
12001002000,1400000US12001002000,Black or African American alone,572
12001002000,1400000US12001002000,Black or African American alone or in combination with one or more other races,572
12001002000,1400000US12001002000,"White alone, not Hispanic or Latino",708
12001002000,1400000US12001002000,"White alone or in combination with one or more other races, not Hispanic or Latino",708
12001002000,1400000US12001002000,"Black or African American alone, not Hispanic or Latino",572
12001002000,1400000US12001002000,"Black or African American alone or in combination with one or more other races, not Hispanic or Latino",572
12001002000,1400000US12001002000,"English (015, 022)",-
12001002000,1400000US12001002000,"Irish (050, 081)",-
12001002000,1400000US12001002000,American (939-994),-
12001002101,1400000US12001002101,Total population,768
12001002101,1400000US12001002101,White alone,768
12001002101,1400000US12001002101,White alone or in combination with one or more other races,768
12001002101,1400000US12001002101,"White alone, not Hispanic or Latino",768
12001002101,1400000US12001002101,"White alone or in combination with one or more other races, not Hispanic or Latino",768
12001002102,1400000US12001002102,Total population,913
12001002102,1400000US12001002102,White alone,909
12001002102,1400000US12001002102,White alone or in combination with one or more other races,909
12001002102,1400000US12001002102,"White alone, not Hispanic or Latino",909
12001002102,1400000US12001002102,"White alone or in combination with one or more other races, not Hispanic or Latino",909
12001002201,1400000US12001002201,Total population,825
12001002201,1400000US12001002201,White alone,907
12001002201,1400000US12001002201,White alone or in combination with one or more other races,907
12001002201,1400000US12001002201,"White alone, not Hispanic or Latino",907
12001002201,1400000US12001002201,"White alone or in combination with one or more other races, not Hispanic or Latino",907
12001002201,1400000US12001002201,German (032-045),941
12001002201,1400000US12001002201,"Irish (050, 081)",919
12001002202,1400000US12001002202,Total population,695
12001002202,1400000US12001002202,White alone,950
12001002202,1400000US12001002202,White alone or in combination with one or more other races,950
12001002202,1400000US12001002202,"White alone, not Hispanic or Latino",950
12001002202,1400000US12001002202,"White alone or in combination with one or more other races, not Hispanic or Latino",950
12001002202,1400000US12001002202,"English (015, 022)",691
12001002202,1400000US12001002202,German (032-045),1071
12001002202,1400000US12001002202,"Irish (050, 081)",1042
12001002202,1400000US12001002202,American (939-994),-
12001002204,1400000US12001002204,Total population,1173
12001002204,1400000US12001002204,White alone,1204
12001002204,1400000US12001002204,White alone or in combination with one or more other races,1204
12001002204,1400000US12001002204,Asian alone (400-499),1076
12001002204,1400000US12001002204,"Asian alone or in combination with one or more other races  (400-499) & (100-299) or (300, A01-Z99) or (400-999)",1076
12001002204,1400000US12001002204,"White alone, not Hispanic or Latino",1208
12001002204,1400000US12001002204,"White alone or in combination with one or more other races, not Hispanic or Latino",1208
12001002204,1400000US12001002204,"Asian alone, not Hispanic or Latino",1076
12001002204,1400000US12001002204,"Asian alone or in combination with one or more other races, not Hispanic or Latino",1076
12001002204,1400000US12001002204,"English (015, 022)",1477
12001002204,1400000US12001002204,German (032-045),1173
12001002204,1400000US12001002204,"Irish (050, 081)",1084
12001002204,1400000US12001002204,American (939-994),-
12001002205,1400000US12001002205,Total population,1295
12001002205,1400000US12001002205,White alone,1274
12001002205,1400000US12001002205,White alone or in combination with one or more other races,1274
12001002205,1400000US12001002205,Asian alone (400-499),1738
12001002205,1400000US12001002205,"Asian alone or in combination with one or more other races  (400-499) & (100-299) or (300, A01-Z99) or (400-999)",1738
12001002205,1400000US12001002205,Hispanic or Latino (of any race) (200-299),1572
12001002205,1400000US12001002205,"White alone, not Hispanic or Latino",1221
12001002205,1400000US12001002205,"White alone or in combination with one or more other races, not Hispanic or Latino",1221
12001002205,1400000US12001002205,"Asian alone, not Hispanic or Latino",1738
12001002205,1400000US12001002205,"Asian alone or in combination with one or more other races, not Hispanic or Latino",1738
12001002205,1400000US12001002205,"English (015, 022)",1167
12001002205,1400000US12001002205,German (032-045),1246
12001002205,1400000US12001002205,"Irish (050, 081)",1175
12001002205,1400000US12001002205,"Italian (030-031, 051-074)",1204
12001002207,1400000US12001002207,Total population,1289
12001002207,1400000US12001002207,White alone,383
12001002207,1400000US12001002207,White alone or in combination with one or more other races,383
12001002207,1400000US12001002207,"White alone, not Hispanic or Latino",383
12001002207,1400000US12001002207,"White alone or in combination with one or more other races, not Hispanic or Latino",383
12001002207,1400000US12001002207,"English (015, 022)",-
12001002207,1400000US12001002207,German (032-045),-
12001002208,1400000US12001002208,Total population,1083
12001002208,1400000US12001002208,White alone,1083
12001002208,1400000US12001002208,White alone or in combination with one or more other races,1083
12001002208,1400000US12001002208,"White alone, not Hispanic or Latino",1083
12001002208,1400000US12001002208,"White alone or in combination with one or more other races, not Hispanic or Latino",1083
12001002208,1400000US12001002208,German (032-045),-
12001002209,1400000US12001002209,Total population,1073
12001002209,1400000US12001002209,White alone,1197
12001002209,1400000US12001002209,White alone or in combination with one or more other races,1197
12001002209,1400000US12001002209,Black or African American alone,422
12001002209,1400000US12001002209,Black or African American alone or in combination with one or more other races,422
12001002209,1400000US12001002209,"White alone, not Hispanic or Latino",1197
12001002209,1400000US12001002209,"White alone or in combination with one or more other races, not Hispanic or Latino",1197
12001002209,1400000US12001002209,"Black or African American alone, not Hispanic or Latino",422
12001002209,1400000US12001002209,"Black or African American alone or in combination with one or more other races, not Hispanic or Latino",422
12001002209,1400000US12001002209,"English (015, 022)",-
12001002209,1400000US12001002209,German (032-045),963
12001002209,1400000US12001002209,"Irish (050, 081)",1693
12001002210,1400000US12001002210,Total population,754
12001002210,1400000US12001002210,White alone,775
12001002210,1400000US12001002210,White alone or in combination with one or more other races,781
12001002210,1400000US12001002210,Black or African American alone,530
12001002210,1400000US12001002210,Black or African American alone or in combination with one or more other races,530
12001002210,1400000US12001002210,"White alone, not Hispanic or Latino",786
12001002210,1400000US12001002210,"White alone or in combination with one or more other races, not Hispanic or Latino",1021
12001002210,1400000US12001002210,"Black or African American alone, not Hispanic or Latino",530
12001002210,1400000US12001002210,"Black or African American alone or in combination with one or more other races, not Hispanic or Latino",530
12001002217,1400000US12001002217,Total population,827
12001002217,1400000US12001002217,White alone,812
12001002217,1400000US12001002217,White alone or in combination with one or more other races,812
12001002217,1400000US12001002217,Black or African American alone,844
12001002217,1400000US12001002217,Black or African American alone or in combination with one or more other races,844
12001002217,1400000US12001002217,"White alone, not Hispanic or Latino",822
12001002217,1400000US12001002217,"White alone or in combination with one or more other races, not Hispanic or Latino",822
12001002217,1400000US12001002217,"Black or African American alone, not Hispanic or Latino",848
12001002217,1400000US12001002217,"Black or African American alone or in combination with one or more other races, not Hispanic or Latino",848
12001002218,1400000US12001002218,Total population,749
12001002218,1400000US12001002218,White alone,824
12001002218,1400000US12001002218,White alone or in combination with one or more other races,824
12001002218,1400000US12001002218,Black or African American alone or in combination with one or more other races,741
12001002218,1400000US12001002218,"White alone or in combination with one or more other races, not Hispanic or Latino",849
12001002219,1400000US12001002219,Total population,872
12001002219,1400000US12001002219,White alone,907
12001002219,1400000US12001002219,White alone or in combination with one or more other races,904
12001002219,1400000US12001002219,Black or African American alone,766
12001002219,1400000US12001002219,Black or African American alone or in combination with one or more other races,766
12001002219,1400000US12001002219,"White alone, not Hispanic or Latino",902
12001002219,1400000US12001002219,"White alone or in combination with one or more other races, not Hispanic or Latino",899
12001002219,1400000US12001002219,"Black or African American alone, not Hispanic or Latino",766
12001002219,1400000US12001002219,"Black or African American alone or in combination with one or more other races, not Hispanic or Latino",766
12001002220,1400000US12001002220,Total population,793
12001002220,1400000US12001002220,White alone,772
12001002220,1400000US12001002220,White alone or in combination with one or more other races,772
12001002220,1400000US12001002220,"White alone, not Hispanic or Latino",772
12001002220,1400000US12001002220,"White alone or in combination with one or more other races, not Hispanic or Latino",772
12001110800,1400000US12001110800,Total population,1782
12001110800,1400000US12001110800,White alone,1810
12001110800,1400000US12001110800,White alone or in combination with one or more other races,1810
12001110800,1400000US12001110800,"White alone, not Hispanic or Latino",1734
12001110800,1400000US12001110800,"White alone or in combination with one or more other races, not Hispanic or Latino",1734
12003040101,1400000US12003040101,Total population,850
12003040101,1400000US12003040101,White alone,853
12003040101,1400000US12003040101,White alone or in combination with one or more other races,847
12003040101,1400000US12003040101,"White alone, not Hispanic or Latino",853
12003040101,1400000US12003040101,"White alone or in combination with one or more other races, not Hispanic or Latino",847
12003040101,1400000US12003040101,"English (015, 022)",783
12003040101,1400000US12003040101,American (939-994),842
12003040102,1400000US12003040102,Total population,661
12003040102,1400000US12003040102,White alone,654
12003040102,1400000US12003040102,White alone or in combination with one or more other races,656
12003040102,1400000US12003040102,Black or African American alone,709
12003040102,1400000US12003040102,Black or African American alone or in combination with one or more other races,709
12003040102,1400000US12003040102,"White alone, not Hispanic or Latino",654
12003040102,1400000US12003040102,"White alone or in combination with one or more other races, not Hispanic or Latino",656
12003040102,1400000US12003040102,"Black or African American alone, not Hispanic or Latino",709
12003040102,1400000US12003040102,"Black or African American alone or in combination with one or more other races, not Hispanic or Latino",709
12003040102,1400000US12003040102,German (032-045),995
12003040102,1400000US12003040102,"Irish (050, 081)",661
12003040201,1400000US12003040201,Total population,665
12003040201,1400000US12003040201,White alone,672
12003040201,1400000US12003040201,White alone or in combination with one or more other races,672
12003040201,1400000US12003040201,Black or African American alone,589
12003040201,1400000US12003040201,Black or African American alone or in combination with one or more other races,589
12003040201,1400000US12003040201,"White alone, not Hispanic or Latino",672
12003040201,1400000US12003040201,"White alone or in combination with one or more other races, not Hispanic or Latino",672
12003040201,1400000US12003040201,"Black or African American alone, not Hispanic or Latino",589
12003040201,1400000US12003040201,"Black or African American alone or in combination with one or more other races, not Hispanic or Latino",589
12003040201,1400000US12003040201,"Irish (050, 081)",926
12003040201,1400000US12003040201,American (939-994),-
12003040202,1400000US12003040202,Total population,773
12003040202,1400000US12003040202,White alone,766
12003040202,1400000US12003040202,White alone or in combination with one or more other races,766
12003040202,1400000US12003040202,"White alone, not Hispanic or Latino",759
12003040202,1400000US12003040202,"White alone or in combination with one or more other races, not Hispanic or Latino",759
12003040202,1400000US12003040202,"English (015, 022)",-
12003040202,1400000US12003040202,"Irish (050, 081)",780
12005000201,1400000US12005000201,Total population,875
12005000201,1400000US12005000201,White alone,875
12005000201,1400000US12005000201,White alone or in combination with one or more other races,875
12005000201,1400000US12005000201,"White alone, not Hispanic or Latino",875
12005000201,1400000US12005000201,"White alone or in combination with one or more other races, not Hispanic or Latino",875
12005000202,1400000US12005000202,Total population,600
12005000202,1400000US12005000202,White alone,600
12005000202,1400000US12005000202,White alone or in combination with one or more other races,600
12005000202,1400000US12005000202,"White alone, not Hispanic or Latino",600
12005000202,1400000US12005000202,"White alone or in combination with one or more other races, not Hispanic or Latino",600
12005000202,1400000US12005000202,American (939-994),755
12005000300,1400000US12005000300,Total population,861
12005000300,1400000US12005000300,White alone,861
12005000300,1400000US12005000300,White alone or in combination with one or more other races,861
12005000300,1400000US12005000300,"White alone, not Hispanic or Latino",861
12005000300,1400000US12005000300,"White alone or in combination with one or more other races, not Hispanic or Latino",861
12005000300,1400000US12005000300,German (032-045),-
12005000300,1400000US12005000300,"Irish (050, 081)",1075
12005000300,1400000US12005000300,American (939-994),917
12005000400,1400000US12005000400,Total population,745
12005000400,1400000US12005000400,White alone,749
12005000400,1400000US12005000400,White alone or in combination with one or more other races,745
12005000400,1400000US12005000400,"White alone, not Hispanic or Latino",749
12005000400,1400000US12005000400,"White alone or in combination with one or more other races, not Hispanic or Latino",745
12005000400,1400000US12005000400,"English (015, 022)",-
12005000400,1400000US12005000400,German (032-045),768
12005000400,1400000US12005000400,"Irish (050, 081)",441
12005000400,1400000US12005000400,American (939-994),-
12005000500,1400000US12005000500,Total population,1121
12005000500,1400000US12005000500,White alone,1147
12005000500,1400000US12005000500,White alone or in combination with one or more other races,1147
12005000500,1400000US12005000500,"White alone, not Hispanic or Latino",1160
12005000500,1400000US12005000500,"White alone or in combination with one or more other races, not Hispanic or Latino",1160
12005000500,1400000US12005000500,German (032-045),1265
12005000500,1400000US12005000500,"Irish (050, 081)",1348
