Id2,Id,Estimate; Total:,"Estimate; Housing units with a mortgage, contract to purchase, or similar debt:","Estimate; Housing units with a mortgage, contract to purchase, or similar debt: - With either a second mortgage or home equity loan, but not both:","Estimate; Housing units with a mortgage, contract to purchase, or similar debt: - With either a second mortgage or home equity loan, but not both: - Second mortgage only","Estimate; Housing units with a mortgage, contract to purchase, or similar debt: - With either a second mortgage or home equity loan, but not both: - Home equity loan only","Estimate; Housing units with a mortgage, contract to purchase, or similar debt: - Both second mortgage and home equity loan","Estimate; Housing units with a mortgage, contract to purchase, or similar debt: - No second mortgage and no home equity loan",Estimate; Housing units without a mortgage
12005000300,1400000US12005000300,422,309,30,16,14,0,279,113
12005000400,1400000US12005000400,2643,1531,297,86,211,0,1234,1112
12005000400,1400000US12005000400,2528,1470,286,86,200,0,1184,1058
12005000400,1400000US12005000400,2603,1511,297,86,211,0,1214,1092
12005000400,1400000US12005000400,2528,1470,286,86,200,0,1184,1058
12005000400,1400000US12005000400,2592,1500,286,86,200,0,1214,1092
12005000400,1400000US12005000400,392,189,0,0,0,0,189,203
12005000400,1400000US12005000400,275,108,11,0,11,0,97,167
12005000400,1400000US12005000400,448,257,80,34,46,0,177,191
12005000400,1400000US12005000400,387,251,19,19,0,0,232,136
12005000500,1400000US12005000500,1478,930,226,40,186,10,694,548
12005000500,1400000US12005000500,1358,810,211,40,171,10,589,548
12005000500,1400000US12005000500,1361,813,214,40,174,10,589,548
12005000500,1400000US12005000500,1345,797,211,40,171,10,576,548
12005000500,1400000US12005000500,1348,800,214,40,174,10,576,548
12005000500,1400000US12005000500,176,86,16,5,11,0,70,90
12005000500,1400000US12005000500,356,177,21,0,21,0,156,179
12005000600,1400000US12005000600,335,168,38,11,27,3,127,167
12005000600,1400000US12005000600,335,168,38,11,27,3,127,167
12005000600,1400000US12005000600,335,168,38,11,27,3,127,167
12005000600,1400000US12005000600,335,168,38,11,27,3,127,167
12005000600,1400000US12005000600,335,168,38,11,27,3,127,167
12005000700,1400000US12005000700,9,9,0,0,0,0,9,0
12005000700,1400000US12005000700,9,9,0,0,0,0,9,0
12005000700,1400000US12005000700,9,9,0,0,0,0,9,0
12005000700,1400000US12005000700,9,9,0,0,0,0,9,0
12005000700,1400000US12005000700,9,9,0,0,0,0,9,0
12005000803,1400000US12005000803,1255,678,62,43,19,0,616,577
12005000803,1400000US12005000803,1043,546,62,43,19,0,484,497
12005000803,1400000US12005000803,1074,556,62,43,19,0,494,518
12005000803,1400000US12005000803,1014,531,62,43,19,0,469,483
12005000803,1400000US12005000803,1045,541,62,43,19,0,479,504
12005000804,1400000US12005000804,657,492,90,19,71,0,402,165
12005000804,1400000US12005000804,625,470,90,19,71,0,380,155
12005000804,1400000US12005000804,625,470,90,19,71,0,380,155
12005000804,1400000US12005000804,625,470,90,19,71,0,380,155
12005000804,1400000US12005000804,625,470,90,19,71,0,380,155
12005000805,1400000US12005000805,1467,975,183,48,135,0,792,492
12005000805,1400000US12005000805,1182,736,163,48,115,0,573,446
12005000805,1400000US12005000805,1182,736,163,48,115,0,573,446
12005000805,1400000US12005000805,1164,736,163,48,115,0,573,428
12005000805,1400000US12005000805,1164,736,163,48,115,0,573,428
12005000806,1400000US12005000806,1115,754,212,51,161,0,542,361
12005000806,1400000US12005000806,982,677,199,51,148,0,478,305
12005000806,1400000US12005000806,1011,706,199,51,148,0,507,305
12005000806,1400000US12005000806,965,660,199,51,148,0,461,305
12005000806,1400000US12005000806,994,689,199,51,148,0,490,305
12005000900,1400000US12005000900,1358,879,175,61,114,0,704,479
12005000900,1400000US12005000900,1128,669,155,41,114,0,514,459
12005000900,1400000US12005000900,1128,669,155,41,114,0,514,459
12005000900,1400000US12005000900,1128,669,155,41,114,0,514,459
12005000900,1400000US12005000900,1128,669,155,41,114,0,514,459
12005001000,1400000US12005001000,532,206,33,15,18,0,173,326
12005001000,1400000US12005001000,366,132,9,0,9,0,123,234
12005001000,1400000US12005001000,390,132,9,0,9,0,123,258
12005001000,1400000US12005001000,142,74,24,15,9,0,50,68
12005001000,1400000US12005001000,142,74,24,15,9,0,50,68
12005001000,1400000US12005001000,357,123,0,0,0,0,123,234
12005001000,1400000US12005001000,381,123,0,0,0,0,123,258
12005001000,1400000US12005001000,142,74,24,15,9,0,50,68
12005001000,1400000US12005001000,142,74,24,15,9,0,50,68
12005001100,1400000US12005001100,1360,742,243,62,181,0,499,618
12005001100,1400000US12005001100,1144,637,175,16,159,0,462,507
12005001100,1400000US12005001100,1167,647,185,26,159,0,462,520
12005001100,1400000US12005001100,1117,610,148,16,132,0,462,507
12005001100,1400000US12005001100,1130,610,148,16,132,0,462,520
12005001200,1400000US12005001200,975,565,29,7,22,21,515,410
12005001200,1400000US12005001200,846,447,16,7,9,21,410,399
12005001200,1400000US12005001200,846,447,16,7,9,21,410,399
12005001200,1400000US12005001200,836,447,16,7,9,21,410,389
12005001200,1400000US12005001200,836,447,16,7,9,21,410,389
12005001301,1400000US12005001301,1498,1090,207,101,106,0,883,408
12005001301,1400000US12005001301,1313,1013,189,96,93,0,824,300
12005001301,1400000US12005001301,1332,1032,189,96,93,0,843,300
12005001301,1400000US12005001301,1289,989,189,96,93,0,800,300
12005001301,1400000US12005001301,1308,1008,189,96,93,0,819,300
12005001302,1400000US12005001302,1584,973,185,57,128,0,788,611
12005001302,1400000US12005001302,1406,879,162,44,118,0,717,527
12005001302,1400000US12005001302,1430,903,162,44,118,0,741,527
12005001302,1400000US12005001302,1353,837,154,44,110,0,683,516
12005001302,1400000US12005001302,1377,861,154,44,110,0,707,516
12005001302,1400000US12005001302,236,106,0,0,0,0,106,130
12005001302,1400000US12005001302,177,121,54,16,38,0,67,56
12005001302,1400000US12005001302,254,150,49,16,33,0,101,104
12005001402,1400000US12005001402,2178,1424,302,65,237,0,1122,754
12005001402,1400000US12005001402,1935,1203,273,65,208,0,930,732
12005001402,1400000US12005001402,1945,1213,283,65,218,0,930,732
12005001402,1400000US12005001402,1908,1176,273,65,208,0,903,732
12005001402,1400000US12005001402,1918,1186,283,65,218,0,903,732
12005001402,1400000US12005001402,321,137,65,32,33,0,72,184
12005001402,1400000US12005001402,375,224,23,6,17,0,201,151
12005001402,1400000US12005001402,337,164,27,6,21,0,137,173
12005001403,1400000US12005001403,517,254,125,116,9,0,129,263
12005001403,1400000US12005001403,500,247,125,116,9,0,122,253
12005001403,1400000US12005001403,500,247,125,116,9,0,122,253
12005001403,1400000US12005001403,500,247,125,116,9,0,122,253
12005001403,1400000US12005001403,500,247,125,116,9,0,122,253
12005001404,1400000US12005001404,1778,1240,354,77,277,0,886,538
12005001404,1400000US12005001404,1626,1111,348,77,271,0,763,515
12005001404,1400000US12005001404,1662,1132,348,77,271,0,784,530
12005001404,1400000US12005001404,1604,1089,348,77,271,0,741,515
12005001404,1400000US12005001404,1640,1110,348,77,271,0,762,530
12005001404,1400000US12005001404,206,112,31,0,31,0,81,94
12005001404,1400000US12005001404,285,235,52,0,52,0,183,50
12005001501,1400000US12005001501,1313,903,312,52,260,0,591,410
12005001501,1400000US12005001501,1263,870,303,52,251,0,567,393
12005001501,1400000US12005001501,1263,870,303,52,251,0,567,393
12005001501,1400000US12005001501,1263,870,303,52,251,0,567,393
12005001501,1400000US12005001501,1263,870,303,52,251,0,567,393
12005001501,1400000US12005001501,266,159,33,10,23,0,126,107
12005001501,1400000US12005001501,307,222,103,0,103,0,119,85
12005001502,1400000US12005001502,1489,834,151,55,96,0,683,655
12005001502,1400000US12005001502,1412,808,151,55,96,0,657,604
12005001502,1400000US12005001502,1412,808,151,55,96,0,657,604
12005001502,1400000US12005001502,1373,791,151,55,96,0,640,582
12005001502,1400000US12005001502,1373,791,151,55,96,0,640,582
12005001502,1400000US12005001502,303,175,46,12,34,0,129,128
12005001502,1400000US12005001502,255,139,15,15,0,0,124,116
12005001600,1400000US12005001600,600,176,36,13,23,0,140,424
12005001600,1400000US12005001600,22,0,0,0,0,0,0,22
12005001600,1400000US12005001600,22,0,0,0,0,0,0,22
12005001600,1400000US12005001600,572,170,36,13,23,0,134,402
12005001600,1400000US12005001600,572,170,36,13,23,0,134,402
12005001600,1400000US12005001600,22,0,0,0,0,0,0,22
12005001600,1400000US12005001600,22,0,0,0,0,0,0,22
12005001600,1400000US12005001600,572,170,36,13,23,0,134,402
12005001600,1400000US12005001600,572,170,36,13,23,0,134,402
12005001700,1400000US12005001700,725,477,103,53,50,0,374,248
12005001700,1400000US12005001700,243,188,29,10,19,0,159,55
12005001700,1400000US12005001700,267,212,29,10,19,0,183,55
12005001700,1400000US12005001700,442,265,74,43,31,0,191,177
12005001700,1400000US12005001700,466,289,74,43,31,0,215,177
12005001700,1400000US12005001700,243,188,29,10,19,0,159,55
12005001700,1400000US12005001700,267,212,29,10,19,0,183,55
12005001700,1400000US12005001700,442,265,74,43,31,0,191,177
12005001700,1400000US12005001700,466,289,74,43,31,0,215,177
12005001800,1400000US12005001800,350,225,45,26,19,0,180,125
12005001800,1400000US12005001800,325,207,36,17,19,0,171,118
12005001800,1400000US12005001800,334,216,36,17,19,0,180,118
12005001800,1400000US12005001800,325,207,36,17,19,0,171,118
12005001800,1400000US12005001800,334,216,36,17,19,0,180,118
12005001900,1400000US12005001900,1491,913,269,35,234,0,644,578
12005001900,1400000US12005001900,1454,905,261,35,226,0,644,549
12005001900,1400000US12005001900,1483,905,261,35,226,0,644,578
12005001900,1400000US12005001900,1436,887,261,35,226,0,626,549
12005001900,1400000US12005001900,1447,887,261,35,226,0,626,560
12005002000,1400000US12005002000,369,202,37,27,10,0,165,167
12005002000,1400000US12005002000,342,175,10,0,10,0,165,167
12005002000,1400000US12005002000,342,175,10,0,10,0,165,167
12005002000,1400000US12005002000,342,175,10,0,10,0,165,167
12005002000,1400000US12005002000,342,175,10,0,10,0,165,167
12005002200,1400000US12005002200,788,485,30,14,16,20,435,303
12005002200,1400000US12005002200,694,407,30,14,16,20,357,287
12005002200,1400000US12005002200,700,407,30,14,16,20,357,293
12005002200,1400000US12005002200,78,78,0,0,0,0,78,0
12005002200,1400000US12005002200,78,78,0,0,0,0,78,0
12005002200,1400000US12005002200,615,328,30,14,16,20,278,287
12005002200,1400000US12005002200,621,328,30,14,16,20,278,293
12005002200,1400000US12005002200,78,78,0,0,0,0,78,0
12005002200,1400000US12005002200,78,78,0,0,0,0,78,0
12005002300,1400000US12005002300,1044,563,105,21,84,0,458,481
12005002300,1400000US12005002300,960,488,101,21,80,0,387,472
12005002300,1400000US12005002300,979,507,101,21,80,0,406,472
12005002300,1400000US12005002300,915,443,91,11,80,0,352,472
12005002300,1400000US12005002300,934,462,91,11,80,0,371,472
12005002400,1400000US12005002400,821,599,139,48,91,15,445,222
12005002400,1400000US12005002400,758,549,123,32,91,0,426,209
12005002400,1400000US12005002400,758,549,123,32,91,0,426,209
12005002400,1400000US12005002400,743,534,108,32,76,0,426,209
12005002400,1400000US12005002400,743,534,108,32,76,0,426,209
12005002500,1400000US12005002500,1092,551,179,77,102,0,372,541
12005002500,1400000US12005002500,1010,505,156,77,79,0,349,505
12005002500,1400000US12005002500,1010,505,156,77,79,0,349,505
12005002500,1400000US12005002500,1010,505,156,77,79,0,349,505
12005002500,1400000US12005002500,1010,505,156,77,79,0,349,505
12005002601,1400000US12005002601,618,318,79,29,50,0,239,300
12005002601,1400000US12005002601,606,318,79,29,50,0,239,288
12005002601,1400000US12005002601,606,318,79,29,50,0,239,288
12005002601,1400000US12005002601,566,278,39,29,10,0,239,288
12005002601,1400000US12005002601,566,278,39,29,10,0,239,288
12005002603,1400000US12005002603,315,218,8,0,8,0,210,97
12005002603,1400000US12005002603,315,218,8,0,8,0,210,97
12005002603,1400000US12005002603,315,218,8,0,8,0,210,97
12005002603,1400000US12005002603,315,218,8,0,8,0,210,97
12005002603,1400000US12005002603,315,218,8,0,8,0,210,97
12005002604,1400000US12005002604,1879,1384,271,122,149,0,1113,495
12005002604,1400000US12005002604,1776,1296,262,122,140,0,1034,480
12005002604,1400000US12005002604,1814,1334,271,122,149,0,1063,480
12005002604,1400000US12005002604,1658,1198,262,122,140,0,936,460
12005002604,1400000US12005002604,1696,1236,271,122,149,0,965,460
12005002604,1400000US12005002604,269,170,28,13,15,0,142,99
12005002604,1400000US12005002604,312,217,53,0,53,0,164,95
12005002604,1400000US12005002604,196,124,29,29,0,0,95,72
12005002605,1400000US12005002605,519,348,83,0,83,0,265,171
12005002605,1400000US12005002605,519,348,83,0,83,0,265,171
12005002605,1400000US12005002605,519,348,83,0,83,0,265,171
12005002605,1400000US12005002605,502,331,83,0,83,0,248,171
12005002605,1400000US12005002605,502,331,83,0,83,0,248,171
12005002606,1400000US12005002606,459,244,49,33,16,0,195,215
12005002606,1400000US12005002606,438,223,49,33,16,0,174,215
12005002606,1400000US12005002606,438,223,49,33,16,0,174,215
12005002606,1400000US12005002606,438,223,49,33,16,0,174,215
12005002606,1400000US12005002606,438,223,49,33,16,0,174,215
12005002607,1400000US12005002607,321,119,24,0,24,0,95,202
12005002607,1400000US12005002607,312,119,24,0,24,0,95,193
12005002607,1400000US12005002607,321,119,24,0,24,0,95,202
12005002607,1400000US12005002607,300,119,24,0,24,0,95,181
12005002607,1400000US12005002607,309,119,24,0,24,0,95,190
12005002608,1400000US12005002608,745,488,132,14,118,0,356,257
12005002608,1400000US12005002608,734,488,132,14,118,0,356,246
12005002608,1400000US12005002608,734,488,132,14,118,0,356,246
12005002608,1400000US12005002608,734,488,132,14,118,0,356,246
12005002608,1400000US12005002608,734,488,132,14,118,0,356,246
12005002701,1400000US12005002701,1238,649,76,15,61,0,573,589
12005002701,1400000US12005002701,1209,635,76,15,61,0,559,574
12005002701,1400000US12005002701,1209,635,76,15,61,0,559,574
12005002701,1400000US12005002701,1209,635,76,15,61,0,559,574
12005002701,1400000US12005002701,1209,635,76,15,61,0,559,574
12005002702,1400000US12005002702,806,394,95,25,70,0,299,412
12005002702,1400000US12005002702,778,376,77,25,52,0,299,402
12005002702,1400000US12005002702,778,376,77,25,52,0,299,402
12005002702,1400000US12005002702,765,363,77,25,52,0,286,402
12005002702,1400000US12005002702,765,363,77,25,52,0,286,402
12005002703,1400000US12005002703,763,463,30,0,30,0,433,300
12005002703,1400000US12005002703,713,429,15,0,15,0,414,284
12005002703,1400000US12005002703,713,429,15,0,15,0,414,284
12005002703,1400000US12005002703,640,370,15,0,15,0,355,270
12005002703,1400000US12005002703,640,370,15,0,15,0,355,270
12005002704,1400000US12005002704,1382,950,140,0,140,17,793,432
12005002704,1400000US12005002704,1313,881,140,0,140,17,724,432
12005002704,1400000US12005002704,1313,881,140,0,140,17,724,432
12005002704,1400000US12005002704,1295,863,140,0,140,17,706,432
12005002704,1400000US12005002704,1295,863,140,0,140,17,706,432
12005002704,1400000US12005002704,281,232,0,0,0,0,232,49
12005002704,1400000US12005002704,275,158,46,0,46,0,112,117
12005002704,1400000US12005002704,197,144,0,0,0,0,144,53
12005002705,1400000US12005002705,543,412,96,32,64,0,316,131
12005002705,1400000US12005002705,543,412,96,32,64,0,316,131
12005002705,1400000US12005002705,543,412,96,32,64,0,316,131
12005002705,1400000US12005002705,543,412,96,32,64,0,316,131
12005002705,1400000US12005002705,543,412,96,32,64,0,316,131
12007000100,1400000US12007000100,1319,866,64,49,15,0,802,453
12007000100,1400000US12007000100,857,577,55,40,15,0,522,280
12007000100,1400000US12007000100,857,577,55,40,15,0,522,280
12007000100,1400000US12007000100,435,289,9,9,0,0,280,146
12007000100,1400000US12007000100,435,289,9,9,0,0,280,146
12007000100,1400000US12007000100,839,559,55,40,15,0,504,280
12007000100,1400000US12007000100,839,559,55,40,15,0,504,280
12007000100,1400000US12007000100,435,289,9,9,0,0,280,146
12007000100,1400000US12007000100,435,289,9,9,0,0,280,146
12007000200,1400000US12007000200,1674,1011,251,77,174,0,760,663
12007000200,1400000US12007000200,1524,923,251,77,174,0,672,601
12007000200,1400000US12007000200,1524,923,251,77,174,0,672,601
12007000200,1400000US12007000200,139,88,0,0,0,0,88,51
12007000200,1400000US12007000200,139,88,0,0,0,0,88,51
12007000200,1400000US12007000200,1510,909,237,77,160,0,672,601
12007000200,1400000US12007000200,1510,909,237,77,160,0,672,601
12007000200,1400000US12007000200,139,88,0,0,0,0,88,51
12007000200,1400000US12007000200,139,88,0,0,0,0,88,51
12007000200,1400000US12007000200,343,245,86,40,46,0,159,98
12007000300,1400000US12007000300,2523,1539,342,143,199,0,1197,984
12007000300,1400000US12007000300,2267,1366,321,122,199,0,1045,901
12007000300,1400000US12007000300,2336,1417,321,122,199,0,1096,919
12007000300,1400000US12007000300,2192,1313,321,122,199,0,992,879
12007000300,1400000US12007000300,2261,1364,321,122,199,0,1043,897
12007000300,1400000US12007000300,441,183,18,5,13,0,165,258
12007000300,1400000US12007000300,446,278,60,25,35,0,218,168
12007000300,1400000US12007000300,249,171,30,2,28,0,141,78
12007000300,1400000US12007000300,217,107,23,7,16,0,84,110
12007000400,1400000US12007000400,1389,797,35,0,35,0,762,592
12007000400,1400000US12007000400,1205,714,35,0,35,0,679,491
12007000400,1400000US12007000400,1206,715,35,0,35,0,680,491
12007000400,1400000US12007000400,183,82,0,0,0,0,82,101
12007000400,1400000US12007000400,183,82,0,0,0,0,82,101
12007000400,1400000US12007000400,1199,714,35,0,35,0,679,485
12007000400,1400000US12007000400,1200,715,35,0,35,0,680,485
12007000400,1400000US12007000400,183,82,0,0,0,0,82,101
12007000400,1400000US12007000400,183,82,0,0,0,0,82,101
12007000400,1400000US12007000400,238,113,0,0,0,0,113,125
12007000400,1400000US12007000400,161,79,5,0,5,0,74,82
12007000400,1400000US12007000400,210,154,23,0,23,0,131,56
12007000400,1400000US12007000400,173,88,0,0,0,0,88,85
12009060101,1400000US12009060101,1247,670,162,0,162,0,508,577
12009060101,1400000US12009060101,1037,589,123,0,123,0,466,448
12009060101,1400000US12009060101,1053,589,123,0,123,0,466,464
12009060101,1400000US12009060101,1037,589,123,0,123,0,466,448
12009060101,1400000US12009060101,1053,589,123,0,123,0,466,464
12009060102,1400000US12009060102,1239,697,273,165,108,0,424,542
12009060102,1400000US12009060102,1228,697,273,165,108,0,424,531
12009060102,1400000US12009060102,1228,697,273,165,108,0,424,531
12009060102,1400000US12009060102,1201,670,246,150,96,0,424,531
12009060102,1400000US12009060102,1201,670,246,150,96,0,424,531
