Id2,Id,Estimate; Per capita income in the past 12 months (in 2010 inflation-adjusted dollars),Margin of Error; Per capita income in the past 12 months (in 2010 inflation-adjusted dollars)
12001000200,1400000US12001000200,7073,1399
12001000200,1400000US12001000200,6413,1398
12001000200,1400000US12001000200,6357,1357
12001000200,1400000US12001000200,11513,4343
12001000200,1400000US12001000200,10936,3979
12001000200,1400000US12001000200,6663,1608
12001000200,1400000US12001000200,6596,1570
12001000200,1400000US12001000200,11513,4343
12001000200,1400000US12001000200,11137,4194
12001000301,1400000US12001000301,17828,3298
12001000301,1400000US12001000301,18907,3758
12001000301,1400000US12001000301,18905,3707
12001000301,1400000US12001000301,19237,4004
12001000301,1400000US12001000301,19228,3945
12001000302,1400000US12001000302,23175,4258
12001000302,1400000US12001000302,26166,5255
12001000302,1400000US12001000302,25585,5157
12001000302,1400000US12001000302,27017,6029
12001000302,1400000US12001000302,26321,5890
12001000400,1400000US12001000400,16705,2396
12001000400,1400000US12001000400,22725,4715
12001000400,1400000US12001000400,21067,4304
12001000400,1400000US12001000400,14404,2640
12001000400,1400000US12001000400,13925,2354
12001000400,1400000US12001000400,23482,4721
12001000400,1400000US12001000400,21620,4290
12001000400,1400000US12001000400,14404,2640
12001000400,1400000US12001000400,13925,2354
12001000500,1400000US12001000500,22346,3513
12001000500,1400000US12001000500,25535,4409
12001000500,1400000US12001000500,25394,4392
12001000500,1400000US12001000500,25828,4595
12001000500,1400000US12001000500,25679,4585
12001000600,1400000US12001000600,11092,1360
12001000600,1400000US12001000600,10771,1558
12001000600,1400000US12001000600,10779,1546
12001000600,1400000US12001000600,10954,1596
12001000600,1400000US12001000600,10962,1584
12001000700,1400000US12001000700,15072,1676
12001000700,1400000US12001000700,21548,4172
12001000700,1400000US12001000700,21375,4113
12001000700,1400000US12001000700,14146,1798
12001000700,1400000US12001000700,14298,1830
12001000700,1400000US12001000700,23458,5720
12001000700,1400000US12001000700,23220,5626
12001000700,1400000US12001000700,14151,1803
12001000700,1400000US12001000700,14317,1836
12001000806,1400000US12001000806,15302,3794
12001000806,1400000US12001000806,14709,4637
12001000806,1400000US12001000806,14674,4611
12001000806,1400000US12001000806,15155,4753
12001000806,1400000US12001000806,15116,4725
12001000808,1400000US12001000808,15781,3021
12001000808,1400000US12001000808,19795,3718
12001000808,1400000US12001000808,20213,3582
12001000808,1400000US12001000808,7725,3288
12001000808,1400000US12001000808,7945,3099
12001000808,1400000US12001000808,20538,3646
12001000808,1400000US12001000808,20177,3482
12001000808,1400000US12001000808,7725,3288
12001000808,1400000US12001000808,7945,3099
12001000809,1400000US12001000809,19746,4753
12001000809,1400000US12001000809,19895,4854
12001000809,1400000US12001000809,19072,4527
12001000809,1400000US12001000809,20006,4607
12001000901,1400000US12001000901,4384,730
12001000901,1400000US12001000901,3630,609
12001000901,1400000US12001000901,3587,592
12001000901,1400000US12001000901,8042,2506
12001000901,1400000US12001000901,7860,2390
12001000901,1400000US12001000901,3175,520
12001000901,1400000US12001000901,3091,523
12001000901,1400000US12001000901,8042,2506
12001000901,1400000US12001000901,7860,2390
12001000902,1400000US12001000902,2533,351
12001000902,1400000US12001000902,2435,337
12001000902,1400000US12001000902,2432,342
12001000902,1400000US12001000902,2384,846
12001000902,1400000US12001000902,2384,846
12001000902,1400000US12001000902,3845,1497
12001000902,1400000US12001000902,1775,412
12001000902,1400000US12001000902,2572,380
12001000902,1400000US12001000902,2565,383
12001000902,1400000US12001000902,2384,846
12001000902,1400000US12001000902,2384,846
12001000902,1400000US12001000902,3845,1497
12001000902,1400000US12001000902,1825,417
12001000902,1400000US12001000902,1825,417
12001000902,1400000US12001000902,2240,506
12001000902,1400000US12001000902,2275,701
12001001000,1400000US12001001000,23634,3708
12001001000,1400000US12001001000,24415,3896
12001001000,1400000US12001001000,24395,3881
12001001000,1400000US12001001000,24799,4317
12001001000,1400000US12001001000,24777,4298
12001001000,1400000US12001001000,41014,17477
12001001000,1400000US12001001000,25080,10645
12001001100,1400000US12001001100,47767,6785
12001001100,1400000US12001001100,47792,6127
12001001100,1400000US12001001100,47006,6084
12001001100,1400000US12001001100,48629,6269
12001001100,1400000US12001001100,47699,6269
12001001100,1400000US12001001100,45442,7915
12001001100,1400000US12001001100,54537,13052
12001001100,1400000US12001001100,54330,20520
12001001201,1400000US12001001201,29784,4053
12001001201,1400000US12001001201,34026,4411
12001001201,1400000US12001001201,33322,4605
12001001201,1400000US12001001201,35428,4619
12001001201,1400000US12001001201,34630,4851
12001001202,1400000US12001001202,29515,3475
12001001202,1400000US12001001202,32841,4142
12001001202,1400000US12001001202,32256,4086
12001001202,1400000US12001001202,34111,4369
12001001202,1400000US12001001202,33413,4307
12001001202,1400000US12001001202,28149,8769
12001001202,1400000US12001001202,36569,8370
12001001202,1400000US12001001202,31956,6162
12001001203,1400000US12001001203,20256,3086
12001001203,1400000US12001001203,24044,3235
12001001203,1400000US12001001203,23299,3246
12001001203,1400000US12001001203,24854,3458
12001001203,1400000US12001001203,24047,3493
12001001400,1400000US12001001400,14334,2958
12001001400,1400000US12001001400,20634,7963
12001001400,1400000US12001001400,20045,7486
12001001400,1400000US12001001400,11064,2188
12001001400,1400000US12001001400,10913,2155
12001001400,1400000US12001001400,20539,8491
12001001400,1400000US12001001400,19898,7967
12001001400,1400000US12001001400,11064,2188
12001001400,1400000US12001001400,10913,2155
12001001515,1400000US12001001515,12783,2213
12001001515,1400000US12001001515,12863,2821
12001001515,1400000US12001001515,12673,2728
12001001515,1400000US12001001515,12644,3196
12001001515,1400000US12001001515,12501,3113
12001001516,1400000US12001001516,14467,4853
12001001516,1400000US12001001516,10725,3138
12001001516,1400000US12001001516,10748,3097
12001001516,1400000US12001001516,11650,3419
12001001516,1400000US12001001516,11650,3419
12001001517,1400000US12001001517,12600,2117
12001001517,1400000US12001001517,13061,2622
12001001517,1400000US12001001517,12934,2481
12001001517,1400000US12001001517,14203,3009
12001001517,1400000US12001001517,14039,2838
12001001519,1400000US12001001519,8968,2433
12001001519,1400000US12001001519,9243,3260
12001001519,1400000US12001001519,8825,3101
12001001520,1400000US12001001520,12648,2157
12001001520,1400000US12001001520,12511,2762
12001001520,1400000US12001001520,12674,2718
12001001520,1400000US12001001520,13830,2756
12001001520,1400000US12001001520,14033,2681
12001001521,1400000US12001001521,15795,1992
12001001521,1400000US12001001521,16838,2534
12001001521,1400000US12001001521,16565,2453
12001001521,1400000US12001001521,17832,2697
12001001521,1400000US12001001521,17505,2613
12001001603,1400000US12001001603,24658,9005
12001001603,1400000US12001001603,27766,10602
12001001604,1400000US12001001604,18465,3479
12001001604,1400000US12001001604,20113,3627
12001001604,1400000US12001001604,19964,3572
12001001604,1400000US12001001604,20820,4003
12001001604,1400000US12001001604,20699,3951
12001001701,1400000US12001001701,26463,3671
12001001701,1400000US12001001701,29668,4236
12001001701,1400000US12001001701,29258,4126
12001001701,1400000US12001001701,30026,4432
12001001701,1400000US12001001701,29659,4384
12001001701,1400000US12001001701,33657,6569
12001001701,1400000US12001001701,32297,7033
12001001701,1400000US12001001701,33281,9812
12001001702,1400000US12001001702,40309,6403
12001001702,1400000US12001001702,44129,7300
12001001702,1400000US12001001702,42771,7073
12001001702,1400000US12001001702,45886,7500
12001001702,1400000US12001001702,44940,7479
12001001702,1400000US12001001702,46811,16449
12001001702,1400000US12001001702,45251,11605
12001001801,1400000US12001001801,28331,4187
12001001801,1400000US12001001801,29774,5086
12001001801,1400000US12001001801,29526,4928
12001001801,1400000US12001001801,31908,5360
12001001801,1400000US12001001801,31563,5193
12001001801,1400000US12001001801,27333,5307
12001001802,1400000US12001001802,20396,4586
12001001802,1400000US12001001802,19929,2856
12001001802,1400000US12001001802,19929,2856
12001001802,1400000US12001001802,22592,3449
12001001802,1400000US12001001802,22592,3449
12001001803,1400000US12001001803,27082,2547
12001001803,1400000US12001001803,30175,3455
12001001803,1400000US12001001803,30234,3328
12001001803,1400000US12001001803,17432,3665
12001001803,1400000US12001001803,20024,4256
12001001803,1400000US12001001803,30930,3609
12001001803,1400000US12001001803,30968,3461
12001001803,1400000US12001001803,17335,3725
12001001803,1400000US12001001803,19972,4308
12001001803,1400000US12001001803,36933,12152
12001001803,1400000US12001001803,35129,6909
12001001805,1400000US12001001805,30476,8131
12001001805,1400000US12001001805,41131,8751
12001001805,1400000US12001001805,41131,8751
12001001805,1400000US12001001805,41131,8751
12001001805,1400000US12001001805,41131,8751
12001001806,1400000US12001001806,25505,3087
12001001806,1400000US12001001806,26770,3519
12001001806,1400000US12001001806,26519,3422
12001001806,1400000US12001001806,17715,6267
12001001806,1400000US12001001806,17097,5667
12001001806,1400000US12001001806,27651,3712
12001001806,1400000US12001001806,27368,3609
12001001806,1400000US12001001806,17715,6267
12001001806,1400000US12001001806,17097,5667
12001001806,1400000US12001001806,36652,16435
12001001806,1400000US12001001806,32705,4612
12001001806,1400000US12001001806,18558,5203
12001001806,1400000US12001001806,21330,6842
12001001811,1400000US12001001811,41437,5486
12001001811,1400000US12001001811,46566,6813
12001001811,1400000US12001001811,45016,6536
12001001811,1400000US12001001811,31016,8725
12001001811,1400000US12001001811,48587,7278
12001001811,1400000US12001001811,47523,7132
12001001811,1400000US12001001811,31016,8725
12001001811,1400000US12001001811,42343,21898
12001001813,1400000US12001001813,40181,5563
12001001813,1400000US12001001813,39953,5622
12001001813,1400000US12001001813,39795,5629
12001001813,1400000US12001001813,41310,6132
12001001813,1400000US12001001813,41310,6132
12001001814,1400000US12001001814,46682,10484
12001001814,1400000US12001001814,47165,10624
12001001814,1400000US12001001814,47165,10624
12001001814,1400000US12001001814,47481,10707
12001001814,1400000US12001001814,47481,10707
12001001902,1400000US12001001902,9994,2601
12001001902,1400000US12001001902,14765,5693
12001001902,1400000US12001001902,14301,5445
12001001902,1400000US12001001902,6858,1140
12001001902,1400000US12001001902,6702,1051
12001001902,1400000US12001001902,15060,5893
12001001902,1400000US12001001902,14657,5683
12001001902,1400000US12001001902,7130,1217
12001001902,1400000US12001001902,6958,1115
12001001907,1400000US12001001907,24760,3560
12001001907,1400000US12001001907,26086,4551
12001001907,1400000US12001001907,25664,4426
12001001907,1400000US12001001907,26113,4548
12001001907,1400000US12001001907,25690,4420
12001001908,1400000US12001001908,21376,2517
12001001908,1400000US12001001908,23744,3104
12001001908,1400000US12001001908,23249,2912
12001001908,1400000US12001001908,16366,4160
12001001908,1400000US12001001908,16369,3751
12001001908,1400000US12001001908,24411,2978
12001001908,1400000US12001001908,24190,2898
12001001908,1400000US12001001908,16366,4160
12001001908,1400000US12001001908,16863,3801
12001002000,1400000US12001002000,22089,3093
12001002000,1400000US12001002000,21918,3476
12001002000,1400000US12001002000,21827,3437
12001002000,1400000US12001002000,21161,8447
12001002000,1400000US12001002000,21029,8386
12001002000,1400000US12001002000,22015,3471
12001002000,1400000US12001002000,21923,3433
12001002000,1400000US12001002000,21161,8447
12001002000,1400000US12001002000,21029,8386
12001002000,1400000US12001002000,14492,4891
12001002000,1400000US12001002000,26782,7222
12001002000,1400000US12001002000,16772,4976
12001002101,1400000US12001002101,30679,4217
12001002101,1400000US12001002101,33598,4992
12001002101,1400000US12001002101,33034,5005
12001002101,1400000US12001002101,34902,4731
12001002101,1400000US12001002101,34279,4810
12001002102,1400000US12001002102,34541,16994
12001002102,1400000US12001002102,40463,22038
12001002102,1400000US12001002102,40258,21779
12001002102,1400000US12001002102,40463,22038
12001002102,1400000US12001002102,40258,21779
12001002201,1400000US12001002201,32520,5134
12001002201,1400000US12001002201,33419,6248
12001002201,1400000US12001002201,33219,5939
12001002201,1400000US12001002201,33248,6509
12001002201,1400000US12001002201,33068,6228
12001002201,1400000US12001002201,35329,15165
12001002201,1400000US12001002201,29184,5931
12001002202,1400000US12001002202,32817,3545
12001002202,1400000US12001002202,36281,3835
12001002202,1400000US12001002202,35836,3764
12001002202,1400000US12001002202,37148,4011
12001002202,1400000US12001002202,36788,3935
12001002202,1400000US12001002202,31438,7480
12001002202,1400000US12001002202,40686,9321
12001002202,1400000US12001002202,30640,7724
12001002202,1400000US12001002202,31969,6047
12001002204,1400000US12001002204,34239,2959
12001002204,1400000US12001002204,37497,3628
12001002204,1400000US12001002204,37271,3616
12001002204,1400000US12001002204,23813,7087
12001002204,1400000US12001002204,23509,6474
12001002204,1400000US12001002204,38229,3832
12001002204,1400000US12001002204,38016,3816
12001002204,1400000US12001002204,23813,7087
12001002204,1400000US12001002204,23459,6634
12001002204,1400000US12001002204,48273,14651
12001002204,1400000US12001002204,38376,4802
12001002204,1400000US12001002204,31951,6781
12001002204,1400000US12001002204,28958,8599
12001002205,1400000US12001002205,52435,5721
12001002205,1400000US12001002205,55001,6519
12001002205,1400000US12001002205,54666,6451
12001002205,1400000US12001002205,47485,28423
12001002205,1400000US12001002205,47485,28423
12001002205,1400000US12001002205,36021,12217
12001002205,1400000US12001002205,56337,6657
12001002205,1400000US12001002205,55958,6588
12001002205,1400000US12001002205,47485,28423
12001002205,1400000US12001002205,47485,28423
12001002205,1400000US12001002205,51706,11127
12001002205,1400000US12001002205,56847,10074
12001002205,1400000US12001002205,58436,15857
12001002205,1400000US12001002205,43854,20831
12001002207,1400000US12001002207,42620,5481
12001002207,1400000US12001002207,42226,5440
12001002207,1400000US12001002207,42307,5388
12001002207,1400000US12001002207,39803,5163
12001002207,1400000US12001002207,39906,5075
12001002207,1400000US12001002207,31664,6441
12001002207,1400000US12001002207,51071,10864
12001002208,1400000US12001002208,56752,14346
12001002208,1400000US12001002208,58013,15938
12001002208,1400000US12001002208,57699,15926
12001002208,1400000US12001002208,62436,18913
12001002208,1400000US12001002208,62436,18913
12001002208,1400000US12001002208,47032,13040
12001002209,1400000US12001002209,32933,3817
12001002209,1400000US12001002209,36526,4576
12001002209,1400000US12001002209,36050,4550
12001002209,1400000US12001002209,17102,5942
12001002209,1400000US12001002209,16215,5725
12001002209,1400000US12001002209,37791,4612
12001002209,1400000US12001002209,37206,4614
12001002209,1400000US12001002209,17102,5942
12001002209,1400000US12001002209,16215,5725
12001002209,1400000US12001002209,60647,26713
12001002209,1400000US12001002209,38322,7261
12001002209,1400000US12001002209,41452,22062
12001002210,1400000US12001002210,28784,9119
12001002210,1400000US12001002210,32204,11181
12001002210,1400000US12001002210,31575,10776
12001002210,1400000US12001002210,12449,3124
12001002210,1400000US12001002210,12843,3086
12001002210,1400000US12001002210,35634,13861
12001002210,1400000US12001002210,34723,13238
12001002210,1400000US12001002210,12449,3124
12001002210,1400000US12001002210,12843,3086
12001002217,1400000US12001002217,15175,1631
12001002217,1400000US12001002217,18175,2349
12001002217,1400000US12001002217,17635,2299
12001002217,1400000US12001002217,11991,2479
12001002217,1400000US12001002217,11495,2498
12001002217,1400000US12001002217,18304,2437
12001002217,1400000US12001002217,17730,2385
12001002217,1400000US12001002217,11916,2570
12001002217,1400000US12001002217,11409,2590
12001002218,1400000US12001002218,17332,3148
12001002218,1400000US12001002218,18354,5660
12001002218,1400000US12001002218,16457,4603
12001002218,1400000US12001002218,16548,5184
12001002218,1400000US12001002218,16804,5396
12001002219,1400000US12001002219,20541,4065
12001002219,1400000US12001002219,20332,2968
12001002219,1400000US12001002219,22170,5559
12001002219,1400000US12001002219,14496,3585
12001002219,1400000US12001002219,20303,13479
12001002219,1400000US12001002219,20835,3179
12001002219,1400000US12001002219,22773,5970
12001002219,1400000US12001002219,14496,3585
12001002219,1400000US12001002219,20536,13825
12001002220,1400000US12001002220,22696,3326
12001002220,1400000US12001002220,25600,5479
12001002220,1400000US12001002220,25425,4894
12001002220,1400000US12001002220,25217,5565
12001002220,1400000US12001002220,25060,4973
12001110800,1400000US12001110800,33442,6294
12001110800,1400000US12001110800,35000,6734
12001110800,1400000US12001110800,35568,6745
12001110800,1400000US12001110800,41822,6209
12001110800,1400000US12001110800,41552,6206
12003040101,1400000US12003040101,22824,3691
12003040101,1400000US12003040101,24331,4332
12003040101,1400000US12003040101,23558,4187
12003040101,1400000US12003040101,24492,4407
12003040101,1400000US12003040101,23697,4260
12003040101,1400000US12003040101,21471,6111
12003040101,1400000US12003040101,24539,8677
12003040102,1400000US12003040102,17061,2167
12003040102,1400000US12003040102,18642,2746
12003040102,1400000US12003040102,18555,2716
12003040102,1400000US12003040102,10905,2832
12003040102,1400000US12003040102,10897,2842
12003040102,1400000US12003040102,18932,2766
12003040102,1400000US12003040102,18870,2738
12003040102,1400000US12003040102,10905,2832
12003040102,1400000US12003040102,10897,2842
12003040102,1400000US12003040102,25701,13948
12003040102,1400000US12003040102,15224,3463
12003040201,1400000US12003040201,15378,2001
12003040201,1400000US12003040201,16673,2383
12003040201,1400000US12003040201,16673,2383
12003040201,1400000US12003040201,9862,4804
12003040201,1400000US12003040201,9831,4794
12003040201,1400000US12003040201,17151,2445
12003040201,1400000US12003040201,17151,2445
12003040201,1400000US12003040201,9941,4817
12003040201,1400000US12003040201,9909,4808
12003040201,1400000US12003040201,16467,5150
12003040201,1400000US12003040201,19474,4197
12003040202,1400000US12003040202,25544,5684
12003040202,1400000US12003040202,26056,5927
12003040202,1400000US12003040202,26012,5912
12003040202,1400000US12003040202,26215,5981
12003040202,1400000US12003040202,26215,5981
12003040202,1400000US12003040202,26216,19556
12003040202,1400000US12003040202,37743,19642
12005000201,1400000US12005000201,19350,2831
12005000201,1400000US12005000201,19279,2924
12005000201,1400000US12005000201,19349,2895
12005000201,1400000US12005000201,19119,2934
12005000201,1400000US12005000201,19531,2997
12005000202,1400000US12005000202,22045,2563
12005000202,1400000US12005000202,23063,2647
12005000202,1400000US12005000202,23097,2645
12005000202,1400000US12005000202,23478,2716
12005000202,1400000US12005000202,23511,2714
12005000202,1400000US12005000202,22305,4272
12005000300,1400000US12005000300,18223,1677
12005000300,1400000US12005000300,18586,1757
12005000300,1400000US12005000300,18563,1747
12005000300,1400000US12005000300,18306,1735
12005000300,1400000US12005000300,18283,1730
12005000300,1400000US12005000300,16357,4303
12005000300,1400000US12005000300,15326,5214
12005000300,1400000US12005000300,19685,3192
12005000400,1400000US12005000400,21139,1457
12005000400,1400000US12005000400,21345,1665
12005000400,1400000US12005000400,21223,1585
12005000400,1400000US12005000400,21426,1691
12005000400,1400000US12005000400,21359,1632
12005000400,1400000US12005000400,21625,5131
12005000400,1400000US12005000400,21168,5384
12005000400,1400000US12005000400,16485,3143
12005000400,1400000US12005000400,18248,3842
12005000500,1400000US12005000500,23511,2370
12005000500,1400000US12005000500,25176,2844
12005000500,1400000US12005000500,24392,2575
12005000500,1400000US12005000500,25432,2987
12005000500,1400000US12005000500,24637,2706
12005000500,1400000US12005000500,20459,5004
12005000500,1400000US12005000500,25315,4713
12005000600,1400000US12005000600,37756,11266
12005000600,1400000US12005000600,38673,11549
12005000600,1400000US12005000600,38673,11549
12005000600,1400000US12005000600,39831,11913
12005000600,1400000US12005000600,39831,11913
12005000700,1400000US12005000700,16921,2137
12005000700,1400000US12005000700,17742,2066
12005000700,1400000US12005000700,16813,1807
12005000700,1400000US12005000700,18730,2165
12005000700,1400000US12005000700,17855,1895
12005000803,1400000US12005000803,17522,1894
12005000803,1400000US12005000803,19302,2237
12005000803,1400000US12005000803,18280,2154
12005000803,1400000US12005000803,19742,2247
12005000803,1400000US12005000803,19327,2126
12005000804,1400000US12005000804,25811,3540
12005000804,1400000US12005000804,26714,3633
12005000804,1400000US12005000804,26538,3557
12005000804,1400000US12005000804,26908,3691
12005000804,1400000US12005000804,26755,3622
12005000805,1400000US12005000805,23251,2331
12005000805,1400000US12005000805,24452,2816
12005000805,1400000US12005000805,22985,2413
12005000805,1400000US12005000805,24651,2877
12005000805,1400000US12005000805,23154,2560
12005000806,1400000US12005000806,26114,2514
12005000806,1400000US12005000806,28237,3129
12005000806,1400000US12005000806,27938,3054
12005000806,1400000US12005000806,28579,3238
12005000806,1400000US12005000806,28265,3153
12005000900,1400000US12005000900,26358,3366
12005000900,1400000US12005000900,29519,4150
12005000900,1400000US12005000900,29172,4004
12005000900,1400000US12005000900,29683,4130
12005000900,1400000US12005000900,29326,3987
12005001000,1400000US12005001000,16663,3566
12005001000,1400000US12005001000,22509,5183
12005001000,1400000US12005001000,22047,4892
12005001000,1400000US12005001000,10096,3234
12005001000,1400000US12005001000,10096,3234
12005001000,1400000US12005001000,22357,5276
12005001000,1400000US12005001000,21893,4974
12005001000,1400000US12005001000,10096,3234
12005001000,1400000US12005001000,10096,3234
12005001100,1400000US12005001100,16702,2099
12005001100,1400000US12005001100,17663,2884
12005001100,1400000US12005001100,17268,2847
12005001100,1400000US12005001100,18062,2825
12005001100,1400000US12005001100,17751,2818
12005001200,1400000US12005001200,20457,2665
12005001200,1400000US12005001200,20477,3059
12005001200,1400000US12005001200,20184,3007
12005001200,1400000US12005001200,20468,3166
12005001200,1400000US12005001200,20159,3108
12005001301,1400000US12005001301,26136,3070
12005001301,1400000US12005001301,29512,3287
12005001301,1400000US12005001301,29457,3245
12005001301,1400000US12005001301,30944,3113
12005001301,1400000US12005001301,30894,3068
12005001302,1400000US12005001302,23321,2609
12005001302,1400000US12005001302,24746,2692
12005001302,1400000US12005001302,23619,2599
12005001302,1400000US12005001302,24607,2727
12005001302,1400000US12005001302,23567,2653
12005001302,1400000US12005001302,35744,13556
12005001302,1400000US12005001302,28985,6734
12005001302,1400000US12005001302,23115,4651
12005001402,1400000US12005001402,34226,3612
12005001402,1400000US12005001402,36207,4260
12005001402,1400000US12005001402,35931,4149
12005001402,1400000US12005001402,36429,4311
12005001402,1400000US12005001402,36146,4200
12005001402,1400000US12005001402,37179,8446
12005001402,1400000US12005001402,39011,17894
12005001402,1400000US12005001402,39161,17215
12005001403,1400000US12005001403,21431,4751
12005001403,1400000US12005001403,21746,4923
12005001403,1400000US12005001403,21289,4809
12005001403,1400000US12005001403,21752,4953
12005001403,1400000US12005001403,21292,4836
12005001404,1400000US12005001404,29765,2473
12005001404,1400000US12005001404,30771,2578
12005001404,1400000US12005001404,29532,2624
12005001404,1400000US12005001404,30953,2642
12005001404,1400000US12005001404,30132,2467
12005001404,1400000US12005001404,24892,5001
12005001404,1400000US12005001404,26949,5752
12005001501,1400000US12005001501,33560,4892
12005001501,1400000US12005001501,34983,5283
12005001501,1400000US12005001501,33994,5169
12005001501,1400000US12005001501,34985,5269
12005001501,1400000US12005001501,34164,5215
12005001501,1400000US12005001501,34154,13984
12005001501,1400000US12005001501,29795,6171
12005001502,1400000US12005001502,28332,2266
12005001502,1400000US12005001502,30462,2453
12005001502,1400000US12005001502,30052,2357
12005001502,1400000US12005001502,30061,2544
12005001502,1400000US12005001502,29639,2434
12005001502,1400000US12005001502,32116,6961
12005001502,1400000US12005001502,23318,4888
12005001600,1400000US12005001600,11038,1337
12005001600,1400000US12005001600,13431,3024
12005001600,1400000US12005001600,12788,2788
12005001600,1400000US12005001600,10110,1679
12005001600,1400000US12005001600,9879,1651
12005001600,1400000US12005001600,13431,3024
12005001600,1400000US12005001600,12868,2840
12005001600,1400000US12005001600,10307,1670
12005001600,1400000US12005001600,10165,1640
12005001700,1400000US12005001700,15162,2124
12005001700,1400000US12005001700,19364,4518
12005001700,1400000US12005001700,17515,4265
12005001700,1400000US12005001700,13210,2351
12005001700,1400000US12005001700,12368,2221
12005001700,1400000US12005001700,19011,4755
12005001700,1400000US12005001700,17122,4424
12005001700,1400000US12005001700,13210,2351
12005001700,1400000US12005001700,12368,2221
12005001800,1400000US12005001800,20408,4416
12005001800,1400000US12005001800,24361,5418
12005001800,1400000US12005001800,21919,5323
12005001800,1400000US12005001800,24393,5551
12005001800,1400000US12005001800,23150,5389
12005001900,1400000US12005001900,33255,5141
12005001900,1400000US12005001900,35142,5281
12005001900,1400000US12005001900,34666,5178
12005001900,1400000US12005001900,36048,5268
12005001900,1400000US12005001900,35745,5203
12005002000,1400000US12005002000,17531,3008
12005002000,1400000US12005002000,18245,2997
12005002000,1400000US12005002000,17946,3080
12005002000,1400000US12005002000,18249,3153
12005002000,1400000US12005002000,17938,3236
12005002200,1400000US12005002200,18816,2944
12005002200,1400000US12005002200,21867,3834
12005002200,1400000US12005002200,21599,3783
12005002200,1400000US12005002200,10476,3486
12005002200,1400000US12005002200,10328,3354
12005002200,1400000US12005002200,23134,4829
12005002200,1400000US12005002200,22804,4736
12005002200,1400000US12005002200,10476,3486
12005002200,1400000US12005002200,10328,3354
12005002300,1400000US12005002300,21704,2512
12005002300,1400000US12005002300,21873,2768
12005002300,1400000US12005002300,21718,2713
12005002300,1400000US12005002300,21993,2660
12005002300,1400000US12005002300,21828,2574
12005002400,1400000US12005002400,18625,2237
12005002400,1400000US12005002400,19869,2548
12005002400,1400000US12005002400,19737,2477
12005002400,1400000US12005002400,19718,2652
12005002400,1400000US12005002400,19680,2600
12005002500,1400000US12005002500,46209,6887
12005002500,1400000US12005002500,45897,7154
12005002500,1400000US12005002500,45330,7021
12005002500,1400000US12005002500,45897,7154
12005002500,1400000US12005002500,45330,7021
12005002601,1400000US12005002601,35168,7353
12005002601,1400000US12005002601,36352,7670
12005002601,1400000US12005002601,35730,7496
12005002601,1400000US12005002601,35842,7974
12005002601,1400000US12005002601,35688,7924
12005002603,1400000US12005002603,26446,7278
12005002603,1400000US12005002603,27893,7853
12005002603,1400000US12005002603,27861,7768
12005002603,1400000US12005002603,27893,7853
12005002603,1400000US12005002603,27861,7768
12005002604,1400000US12005002604,26648,2123
12005002604,1400000US12005002604,28276,2310
12005002604,1400000US12005002604,28102,2309
12005002604,1400000US12005002604,28389,2376
12005002604,1400000US12005002604,28410,2368
12005002604,1400000US12005002604,25324,4152
12005002604,1400000US12005002604,26799,8326
12005002604,1400000US12005002604,28341,9556
12005002605,1400000US12005002605,36665,6826
12005002605,1400000US12005002605,37045,6989
12005002605,1400000US12005002605,36533,7219
12005002605,1400000US12005002605,35971,7506
12005002605,1400000US12005002605,35454,7714
12005002606,1400000US12005002606,29755,5358
12005002606,1400000US12005002606,29399,5788
12005002606,1400000US12005002606,28392,5937
12005002606,1400000US12005002606,29815,5986
12005002606,1400000US12005002606,29815,5986
12005002607,1400000US12005002607,25199,6464
12005002607,1400000US12005002607,25395,6551
12005002607,1400000US12005002607,25199,6464
12005002607,1400000US12005002607,26621,6858
12005002607,1400000US12005002607,26384,6775
12005002608,1400000US12005002608,60250,25781
12005002608,1400000US12005002608,62003,28498
12005002608,1400000US12005002608,59956,27629
12005002608,1400000US12005002608,62003,28498
12005002608,1400000US12005002608,59956,27629
12005002701,1400000US12005002701,35934,5508
12005002701,1400000US12005002701,36980,5951
12005002701,1400000US12005002701,36728,5944
12005002701,1400000US12005002701,38023,5992
12005002701,1400000US12005002701,37924,5983
12005002702,1400000US12005002702,25918,4200
12005002702,1400000US12005002702,25864,4187
12005002702,1400000US12005002702,25727,4160
12005002702,1400000US12005002702,25936,4212
12005002702,1400000US12005002702,25797,4185
12005002703,1400000US12005002703,27602,4312
12005002703,1400000US12005002703,28161,4551
12005002703,1400000US12005002703,27540,4463
12005002703,1400000US12005002703,30421,4483
12005002703,1400000US12005002703,29634,4462
12005002704,1400000US12005002704,26542,2642
12005002704,1400000US12005002704,26366,2497
12005002704,1400000US12005002704,25796,2552
12005002704,1400000US12005002704,26768,2480
12005002704,1400000US12005002704,26177,2546
12005002704,1400000US12005002704,34509,6024
12005002704,1400000US12005002704,26832,4438
12005002704,1400000US12005002704,22423,4235
12005002705,1400000US12005002705,29848,5252
12005002705,1400000US12005002705,30099,5236
12005002705,1400000US12005002705,30050,5215
12005002705,1400000US12005002705,31116,5436
12005002705,1400000US12005002705,31058,5415
12007000100,1400000US12007000100,14358,1905
12007000100,1400000US12007000100,16378,2615
12007000100,1400000US12007000100,16176,2616
12007000100,1400000US12007000100,11056,2801
12007000100,1400000US12007000100,10583,2617
12007000100,1400000US12007000100,16763,2744
