GEO.id,GEO.id2,GEO.display-label,POPGROUP.id,POPGROUP.display-label,HD01_VD01,HD02_VD01
1400000US12001001000,12001001000,"Census Tract 10, Alachua County, Florida",452,"White alone or in combination with one or more other races, not Hispanic or Latino",95938,18271
1400000US12001001000,12001001000,"Census Tract 10, Alachua County, Florida",535,German (032-045),99063,91039
1400000US12001001000,12001001000,"Census Tract 10, Alachua County, Florida",541,"Irish (050, 081)",238571,260680
1400000US12001001100,12001001100,"Census Tract 11, Alachua County, Florida",001,Total population,109609,10294
1400000US12001001100,12001001100,"Census Tract 11, Alachua County, Florida",002,White alone,110465,9598
1400000US12001001100,12001001100,"Census Tract 11, Alachua County, Florida",003,White alone or in combination with one or more other races,110756,9048
1400000US12001001100,12001001100,"Census Tract 11, Alachua County, Florida",451,"White alone, not Hispanic or Latino",108398,14874
1400000US12001001100,12001001100,"Census Tract 11, Alachua County, Florida",452,"White alone or in combination with one or more other races, not Hispanic or Latino",108398,14874
1400000US12001001100,12001001100,"Census Tract 11, Alachua County, Florida",529,"English (015, 022)",108942,30151
1400000US12001001100,12001001100,"Census Tract 11, Alachua County, Florida",535,German (032-045),113981,34544
1400000US12001001100,12001001100,"Census Tract 11, Alachua County, Florida",541,"Irish (050, 081)",135000,68637
1400000US12001001201,12001001201,"Census Tract 12.01, Alachua County, Florida",001,Total population,73705,17197
1400000US12001001201,12001001201,"Census Tract 12.01, Alachua County, Florida",002,White alone,75298,19563
1400000US12001001201,12001001201,"Census Tract 12.01, Alachua County, Florida",003,White alone or in combination with one or more other races,75595,19773
1400000US12001001201,12001001201,"Census Tract 12.01, Alachua County, Florida",451,"White alone, not Hispanic or Latino",74241,16270
1400000US12001001201,12001001201,"Census Tract 12.01, Alachua County, Florida",452,"White alone or in combination with one or more other races, not Hispanic or Latino",74464,16828
1400000US12001001202,12001001202,"Census Tract 12.02, Alachua County, Florida",001,Total population,63633,3210
1400000US12001001202,12001001202,"Census Tract 12.02, Alachua County, Florida",002,White alone,70769,8483
1400000US12001001202,12001001202,"Census Tract 12.02, Alachua County, Florida",003,White alone or in combination with one or more other races,70769,8483
1400000US12001001202,12001001202,"Census Tract 12.02, Alachua County, Florida",451,"White alone, not Hispanic or Latino",71298,8601
1400000US12001001202,12001001202,"Census Tract 12.02, Alachua County, Florida",452,"White alone or in combination with one or more other races, not Hispanic or Latino",71298,8601
1400000US12001001202,12001001202,"Census Tract 12.02, Alachua County, Florida",529,"English (015, 022)",57989,17323
1400000US12001001202,12001001202,"Census Tract 12.02, Alachua County, Florida",535,German (032-045),67679,23322
1400000US12001001202,12001001202,"Census Tract 12.02, Alachua County, Florida",541,"Irish (050, 081)",82045,52517
1400000US12001001203,12001001203,"Census Tract 12.03, Alachua County, Florida",001,Total population,52428,7306
1400000US12001001203,12001001203,"Census Tract 12.03, Alachua County, Florida",002,White alone,60598,10563
1400000US12001001203,12001001203,"Census Tract 12.03, Alachua County, Florida",003,White alone or in combination with one or more other races,60598,10563
1400000US12001001203,12001001203,"Census Tract 12.03, Alachua County, Florida",451,"White alone, not Hispanic or Latino",57024,18193
1400000US12001001203,12001001203,"Census Tract 12.03, Alachua County, Florida",452,"White alone or in combination with one or more other races, not Hispanic or Latino",57024,18193
1400000US12001001400,12001001400,"Census Tract 14, Alachua County, Florida",001,Total population,31729,15871
1400000US12001001400,12001001400,"Census Tract 14, Alachua County, Florida",002,White alone,42841,23977
1400000US12001001400,12001001400,"Census Tract 14, Alachua County, Florida",003,White alone or in combination with one or more other races,38646,25354
1400000US12001001400,12001001400,"Census Tract 14, Alachua County, Florida",004,Black or African American alone,30379,13539
1400000US12001001400,12001001400,"Census Tract 14, Alachua County, Florida",005,Black or African American alone or in combination with one or more other races,30189,13204
1400000US12001001400,12001001400,"Census Tract 14, Alachua County, Florida",451,"White alone, not Hispanic or Latino",39063,25016
1400000US12001001400,12001001400,"Census Tract 14, Alachua County, Florida",452,"White alone or in combination with one or more other races, not Hispanic or Latino",32411,26885
1400000US12001001400,12001001400,"Census Tract 14, Alachua County, Florida",453,"Black or African American alone, not Hispanic or Latino",30379,13539
1400000US12001001400,12001001400,"Census Tract 14, Alachua County, Florida",454,"Black or African American alone or in combination with one or more other races, not Hispanic or Latino",30189,13204
1400000US12001001515,12001001515,"Census Tract 15.15, Alachua County, Florida",001,Total population,29345,9064
1400000US12001001515,12001001515,"Census Tract 15.15, Alachua County, Florida",002,White alone,28603,16903
1400000US12001001515,12001001515,"Census Tract 15.15, Alachua County, Florida",003,White alone or in combination with one or more other races,28603,16903
1400000US12001001515,12001001515,"Census Tract 15.15, Alachua County, Florida",451,"White alone, not Hispanic or Latino",30104,32197
1400000US12001001515,12001001515,"Census Tract 15.15, Alachua County, Florida",452,"White alone or in combination with one or more other races, not Hispanic or Latino",30104,32197
1400000US12001001516,12001001516,"Census Tract 15.16, Alachua County, Florida",001,Total population,28836,19430
1400000US12001001516,12001001516,"Census Tract 15.16, Alachua County, Florida",002,White alone,13824,15259
1400000US12001001516,12001001516,"Census Tract 15.16, Alachua County, Florida",003,White alone or in combination with one or more other races,13787,8200
1400000US12001001516,12001001516,"Census Tract 15.16, Alachua County, Florida",451,"White alone, not Hispanic or Latino",13824,15259
1400000US12001001516,12001001516,"Census Tract 15.16, Alachua County, Florida",452,"White alone or in combination with one or more other races, not Hispanic or Latino",13824,15259
1400000US12001001517,12001001517,"Census Tract 15.17, Alachua County, Florida",001,Total population,26786,17098
1400000US12001001517,12001001517,"Census Tract 15.17, Alachua County, Florida",002,White alone,37870,11865
1400000US12001001517,12001001517,"Census Tract 15.17, Alachua County, Florida",003,White alone or in combination with one or more other races,37375,13454
1400000US12001001517,12001001517,"Census Tract 15.17, Alachua County, Florida",451,"White alone, not Hispanic or Latino",37824,13361
1400000US12001001517,12001001517,"Census Tract 15.17, Alachua County, Florida",452,"White alone or in combination with one or more other races, not Hispanic or Latino",37824,13361
1400000US12001001519,12001001519,"Census Tract 15.19, Alachua County, Florida",001,Total population,16750,20598
1400000US12001001519,12001001519,"Census Tract 15.19, Alachua County, Florida",002,White alone,15722,4955
1400000US12001001519,12001001519,"Census Tract 15.19, Alachua County, Florida",003,White alone or in combination with one or more other races,15722,4955
1400000US12001001520,12001001520,"Census Tract 15.20, Alachua County, Florida",001,Total population,29583,9613
1400000US12001001520,12001001520,"Census Tract 15.20, Alachua County, Florida",002,White alone,32250,38898
1400000US12001001520,12001001520,"Census Tract 15.20, Alachua County, Florida",003,White alone or in combination with one or more other races,32250,38898
1400000US12001001520,12001001520,"Census Tract 15.20, Alachua County, Florida",451,"White alone, not Hispanic or Latino",41759,18251
1400000US12001001520,12001001520,"Census Tract 15.20, Alachua County, Florida",452,"White alone or in combination with one or more other races, not Hispanic or Latino",41759,18251
1400000US12001001521,12001001521,"Census Tract 15.21, Alachua County, Florida",001,Total population,19808,22672
1400000US12001001521,12001001521,"Census Tract 15.21, Alachua County, Florida",002,White alone,41477,39669
1400000US12001001521,12001001521,"Census Tract 15.21, Alachua County, Florida",003,White alone or in combination with one or more other races,40909,41105
1400000US12001001521,12001001521,"Census Tract 15.21, Alachua County, Florida",451,"White alone, not Hispanic or Latino",41477,39669
1400000US12001001521,12001001521,"Census Tract 15.21, Alachua County, Florida",452,"White alone or in combination with one or more other races, not Hispanic or Latino",40909,41105
1400000US12001001603,12001001603,"Census Tract 16.03, Alachua County, Florida",001,Total population,57179,60340
1400000US12001001603,12001001603,"Census Tract 16.03, Alachua County, Florida",003,White alone or in combination with one or more other races,82125,49148
1400000US12001001604,12001001604,"Census Tract 16.04, Alachua County, Florida",001,Total population,54763,6637
1400000US12001001604,12001001604,"Census Tract 16.04, Alachua County, Florida",002,White alone,55156,7932
1400000US12001001604,12001001604,"Census Tract 16.04, Alachua County, Florida",003,White alone or in combination with one or more other races,55156,7932
1400000US12001001604,12001001604,"Census Tract 16.04, Alachua County, Florida",451,"White alone, not Hispanic or Latino",56680,10570
1400000US12001001604,12001001604,"Census Tract 16.04, Alachua County, Florida",452,"White alone or in combination with one or more other races, not Hispanic or Latino",56680,10570
1400000US12001001701,12001001701,"Census Tract 17.01, Alachua County, Florida",001,Total population,51833,16739
1400000US12001001701,12001001701,"Census Tract 17.01, Alachua County, Florida",002,White alone,59468,8283
1400000US12001001701,12001001701,"Census Tract 17.01, Alachua County, Florida",003,White alone or in combination with one or more other races,60000,5927
1400000US12001001701,12001001701,"Census Tract 17.01, Alachua County, Florida",451,"White alone, not Hispanic or Latino",60648,11803
1400000US12001001701,12001001701,"Census Tract 17.01, Alachua County, Florida",452,"White alone or in combination with one or more other races, not Hispanic or Latino",60648,11803
1400000US12001001701,12001001701,"Census Tract 17.01, Alachua County, Florida",529,"English (015, 022)",36136,15840
1400000US12001001701,12001001701,"Census Tract 17.01, Alachua County, Florida",535,German (032-045),71316,14782
1400000US12001001701,12001001701,"Census Tract 17.01, Alachua County, Florida",541,"Irish (050, 081)",44293,43506
1400000US12001001702,12001001702,"Census Tract 17.02, Alachua County, Florida",001,Total population,92276,10474
1400000US12001001702,12001001702,"Census Tract 17.02, Alachua County, Florida",002,White alone,98125,12352
1400000US12001001702,12001001702,"Census Tract 17.02, Alachua County, Florida",003,White alone or in combination with one or more other races,97316,12286
1400000US12001001702,12001001702,"Census Tract 17.02, Alachua County, Florida",451,"White alone, not Hispanic or Latino",98125,12352
1400000US12001001702,12001001702,"Census Tract 17.02, Alachua County, Florida",452,"White alone or in combination with one or more other races, not Hispanic or Latino",97316,12286
1400000US12001001702,12001001702,"Census Tract 17.02, Alachua County, Florida",529,"English (015, 022)",110260,45536
1400000US12001001702,12001001702,"Census Tract 17.02, Alachua County, Florida",535,German (032-045),106136,32734
1400000US12001001801,12001001801,"Census Tract 18.01, Alachua County, Florida",001,Total population,63536,6593
1400000US12001001801,12001001801,"Census Tract 18.01, Alachua County, Florida",002,White alone,65444,12126
1400000US12001001801,12001001801,"Census Tract 18.01, Alachua County, Florida",003,White alone or in combination with one or more other races,64560,8873
1400000US12001001801,12001001801,"Census Tract 18.01, Alachua County, Florida",451,"White alone, not Hispanic or Latino",67069,14262
1400000US12001001801,12001001801,"Census Tract 18.01, Alachua County, Florida",452,"White alone or in combination with one or more other races, not Hispanic or Latino",65000,12005
1400000US12001001801,12001001801,"Census Tract 18.01, Alachua County, Florida",541,"Irish (050, 081)",71131,30796
1400000US12001001802,12001001802,"Census Tract 18.02, Alachua County, Florida",001,Total population,45000,14392
1400000US12001001802,12001001802,"Census Tract 18.02, Alachua County, Florida",002,White alone,44375,12297
1400000US12001001802,12001001802,"Census Tract 18.02, Alachua County, Florida",003,White alone or in combination with one or more other races,44375,12297
1400000US12001001802,12001001802,"Census Tract 18.02, Alachua County, Florida",451,"White alone, not Hispanic or Latino",47857,10165
1400000US12001001802,12001001802,"Census Tract 18.02, Alachua County, Florida",452,"White alone or in combination with one or more other races, not Hispanic or Latino",47857,10165
1400000US12001001803,12001001803,"Census Tract 18.03, Alachua County, Florida",001,Total population,76250,18366
1400000US12001001803,12001001803,"Census Tract 18.03, Alachua County, Florida",002,White alone,81983,19117
1400000US12001001803,12001001803,"Census Tract 18.03, Alachua County, Florida",003,White alone or in combination with one or more other races,84450,17094
1400000US12001001803,12001001803,"Census Tract 18.03, Alachua County, Florida",004,Black or African American alone,38667,17590
1400000US12001001803,12001001803,"Census Tract 18.03, Alachua County, Florida",005,Black or African American alone or in combination with one or more other races,46750,53899
1400000US12001001803,12001001803,"Census Tract 18.03, Alachua County, Florida",451,"White alone, not Hispanic or Latino",82950,17338
1400000US12001001803,12001001803,"Census Tract 18.03, Alachua County, Florida",452,"White alone or in combination with one or more other races, not Hispanic or Latino",88889,16226
1400000US12001001803,12001001803,"Census Tract 18.03, Alachua County, Florida",453,"Black or African American alone, not Hispanic or Latino",39917,15241
1400000US12001001803,12001001803,"Census Tract 18.03, Alachua County, Florida",454,"Black or African American alone or in combination with one or more other races, not Hispanic or Latino",68250,59525
1400000US12001001803,12001001803,"Census Tract 18.03, Alachua County, Florida",529,"English (015, 022)",75625,31324
1400000US12001001803,12001001803,"Census Tract 18.03, Alachua County, Florida",535,German (032-045),80938,36188
1400000US12001001805,12001001805,"Census Tract 18.05, Alachua County, Florida",001,Total population,77143,40677
1400000US12001001805,12001001805,"Census Tract 18.05, Alachua County, Florida",002,White alone,106250,16098
1400000US12001001805,12001001805,"Census Tract 18.05, Alachua County, Florida",003,White alone or in combination with one or more other races,106250,16098
1400000US12001001805,12001001805,"Census Tract 18.05, Alachua County, Florida",451,"White alone, not Hispanic or Latino",106250,16098
1400000US12001001805,12001001805,"Census Tract 18.05, Alachua County, Florida",452,"White alone or in combination with one or more other races, not Hispanic or Latino",106250,16098
1400000US12001001806,12001001806,"Census Tract 18.06, Alachua County, Florida",001,Total population,62708,5196
1400000US12001001806,12001001806,"Census Tract 18.06, Alachua County, Florida",002,White alone,67946,9104
1400000US12001001806,12001001806,"Census Tract 18.06, Alachua County, Florida",003,White alone or in combination with one or more other races,67039,8958
1400000US12001001806,12001001806,"Census Tract 18.06, Alachua County, Florida",004,Black or African American alone,24420,18087
1400000US12001001806,12001001806,"Census Tract 18.06, Alachua County, Florida",005,Black or African American alone or in combination with one or more other races,24955,20163
1400000US12001001806,12001001806,"Census Tract 18.06, Alachua County, Florida",451,"White alone, not Hispanic or Latino",70977,7462
1400000US12001001806,12001001806,"Census Tract 18.06, Alachua County, Florida",452,"White alone or in combination with one or more other races, not Hispanic or Latino",70632,8159
1400000US12001001806,12001001806,"Census Tract 18.06, Alachua County, Florida",453,"Black or African American alone, not Hispanic or Latino",24420,18087
1400000US12001001806,12001001806,"Census Tract 18.06, Alachua County, Florida",454,"Black or African American alone or in combination with one or more other races, not Hispanic or Latino",24955,20163
1400000US12001001806,12001001806,"Census Tract 18.06, Alachua County, Florida",529,"English (015, 022)",71296,17470
1400000US12001001806,12001001806,"Census Tract 18.06, Alachua County, Florida",535,German (032-045),66750,19486
1400000US12001001806,12001001806,"Census Tract 18.06, Alachua County, Florida",541,"Irish (050, 081)",70956,8352
1400000US12001001806,12001001806,"Census Tract 18.06, Alachua County, Florida",573,American (939-994),61800,11986
1400000US12001001811,12001001811,"Census Tract 18.11, Alachua County, Florida",001,Total population,90982,24010
1400000US12001001811,12001001811,"Census Tract 18.11, Alachua County, Florida",002,White alone,105161,32818
1400000US12001001811,12001001811,"Census Tract 18.11, Alachua County, Florida",003,White alone or in combination with one or more other races,104821,33768
1400000US12001001811,12001001811,"Census Tract 18.11, Alachua County, Florida",031,"Asian alone or in combination with one or more other races  (400-499) & (100-299) or (300, A01-Z99) or (400-999)",101538,26690
1400000US12001001811,12001001811,"Census Tract 18.11, Alachua County, Florida",451,"White alone, not Hispanic or Latino",107339,27577
1400000US12001001811,12001001811,"Census Tract 18.11, Alachua County, Florida",452,"White alone or in combination with one or more other races, not Hispanic or Latino",107097,27132
1400000US12001001811,12001001811,"Census Tract 18.11, Alachua County, Florida",458,"Asian alone or in combination with one or more other races, not Hispanic or Latino",101538,26690
1400000US12001001811,12001001811,"Census Tract 18.11, Alachua County, Florida",535,German (032-045),61364,34082
1400000US12001001813,12001001813,"Census Tract 18.13, Alachua County, Florida",001,Total population,89750,22566
1400000US12001001813,12001001813,"Census Tract 18.13, Alachua County, Florida",002,White alone,88333,22796
1400000US12001001813,12001001813,"Census Tract 18.13, Alachua County, Florida",003,White alone or in combination with one or more other races,88333,22796
1400000US12001001813,12001001813,"Census Tract 18.13, Alachua County, Florida",451,"White alone, not Hispanic or Latino",98859,23552
1400000US12001001813,12001001813,"Census Tract 18.13, Alachua County, Florida",452,"White alone or in combination with one or more other races, not Hispanic or Latino",98859,23552
1400000US12001001814,12001001814,"Census Tract 18.14, Alachua County, Florida",001,Total population,94541,16102
1400000US12001001814,12001001814,"Census Tract 18.14, Alachua County, Florida",002,White alone,94566,15935
1400000US12001001814,12001001814,"Census Tract 18.14, Alachua County, Florida",003,White alone or in combination with one or more other races,94566,15935
1400000US12001001814,12001001814,"Census Tract 18.14, Alachua County, Florida",451,"White alone, not Hispanic or Latino",94566,15935
1400000US12001001814,12001001814,"Census Tract 18.14, Alachua County, Florida",452,"White alone or in combination with one or more other races, not Hispanic or Latino",94566,15935
1400000US12001001902,12001001902,"Census Tract 19.02, Alachua County, Florida",001,Total population,29583,11639
1400000US12001001902,12001001902,"Census Tract 19.02, Alachua County, Florida",002,White alone,38203,10306
1400000US12001001902,12001001902,"Census Tract 19.02, Alachua County, Florida",003,White alone or in combination with one or more other races,39531,8182
1400000US12001001902,12001001902,"Census Tract 19.02, Alachua County, Florida",004,Black or African American alone,25881,7433
