GEO.id,GEO.id2,GEO.display-label,D001,D002,D003,D004,D005,D006,D007,D008,D009,D010,D011,D012,D013,D014,D015,D016,D017,D018,D019,D020,D021,D022,D023,D024,D025,D026,D027,D028,D029,D030,D031,D032,D033,D034,D035,D036,D037,D038,D039,D040,D041,D042,D043,D044,D045,D046,D047,D048,D049
Id,Id2,Geography,Total:,Male:,Male: - Under 5 years,Male: - 5 to 9 years,Male: - 10 to 14 years,Male: - 15 to 17 years,Male: - 18 and 19 years,Male: - 20 years,Male: - 21 years,Male: - 22 to 24 years,Male: - 25 to 29 years,Male: - 30 to 34 years,Male: - 35 to 39 years,Male: - 40 to 44 years,Male: - 45 to 49 years,Male: - 50 to 54 years,Male: - 55 to 59 years,Male: - 60 and 61 years,Male: - 62 to 64 years,Male: - 65 and 66 years,Male: - 67 to 69 years,Male: - 70 to 74 years,Male: - 75 to 79 years,Male: - 80 to 84 years,Male: - 85 years and over,Female:,Female: - Under 5 years,Female: - 5 to 9 years,Female: - 10 to 14 years,Female: - 15 to 17 years,Female: - 18 and 19 years,Female: - 20 years,Female: - 21 years,Female: - 22 to 24 years,Female: - 25 to 29 years,Female: - 30 to 34 years,Female: - 35 to 39 years,Female: - 40 to 44 years,Female: - 45 to 49 years,Female: - 50 to 54 years,Female: - 55 to 59 years,Female: - 60 and 61 years,Female: - 62 to 64 years,Female: - 65 and 66 years,Female: - 67 to 69 years,Female: - 70 to 74 years,Female: - 75 to 79 years,Female: - 80 to 84 years,Female: - 85 years and over
1000000US120730002001000,120730002001000,"Block 1000, Block Group 1, Census Tract 2, Leon County, Florida",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US120730002001001,120730002001001,"Block 1001, Block Group 1, Census Tract 2, Leon County, Florida",6,3,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US120730002001002,120730002001002,"Block 1002, Block Group 1, Census Tract 2, Leon County, Florida",25,11,0,0,0,1,0,1,0,2,0,0,1,0,3,1,1,0,0,1,0,0,0,0,0,14,0,0,1,2,0,0,0,0,1,0,0,0,2,0,5,1,0,0,0,1,1,0,0
1000000US120730002001003,120730002001003,"Block 1003, Block Group 1, Census Tract 2, Leon County, Florida",17,8,1,0,0,0,1,0,0,0,1,0,0,2,0,0,1,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,3,0,1,0,2,0,1,0,0,0,0,0,0
1000000US120730002001004,120730002001004,"Block 1004, Block Group 1, Census Tract 2, Leon County, Florida",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1000000US120730002001005,120730002001005,"Block 1005, Block Group 1, Census Tract 2, Leon County, Florida",29,12,0,0,0,1,0,0,0,1,3,0,1,1,1,1,0,2,1,0,0,0,0,0,0,17,1,0,4,1,1,0,0,0,4,0,1,1,1,1,1,1,0,0,0,0,0,0,0
1000000US120730002001006,120730002001006,"Block 1006, Block Group 1, Census Tract 2, Leon County, Florida",49,22,0,0,0,0,0,0,0,3,4,4,2,0,3,0,2,0,1,1,1,1,0,0,0,27,2,2,0,0,0,1,2,5,4,0,0,0,1,2,3,0,1,1,2,0,0,1,0
1000000US120730002001007,120730002001007,"Block 1007, Block Group 1, Census Tract 2, Leon County, Florida",30,17,1,1,0,1,1,0,0,1,2,0,3,0,1,1,2,2,0,0,1,0,0,0,0,13,0,0,1,0,1,0,0,0,2,1,0,1,2,2,1,0,2,0,0,0,0,0,0
1000000US120730002001008,120730002001008,"Block 1008, Block Group 1, Census Tract 2, Leon County, Florida",15,8,2,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,1,0,0,0,0,0,0,7,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1
1000000US120730002001009,120730002001009,"Block 1009, Block Group 1, Census Tract 2, Leon County, Florida",20,10,0,0,3,0,0,0,0,0,0,1,0,2,0,0,2,0,1,1,0,0,0,0,0,10,2,0,1,0,0,0,0,1,0,1,0,1,0,1,2,0,1,0,0,0,0,0,0
1000000US120730002001010,120730002001010,"Block 1010, Block Group 1, Census Tract 2, Leon County, Florida",27,12,2,0,0,1,0,0,0,0,0,0,0,2,2,2,1,0,1,0,1,0,0,0,0,15,0,2,0,0,1,0,0,1,0,2,0,2,2,3,0,0,1,0,1,0,0,0,0
1000000US120730002001011,120730002001011,"Block 1011, Block Group 1, Census Tract 2, Leon County, Florida",8,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1000000US120730002001012,120730002001012,"Block 1012, Block Group 1, Census Tract 2, Leon County, Florida",36,15,0,1,1,2,0,0,0,0,0,0,1,2,2,2,0,0,3,1,0,0,0,0,0,21,1,1,3,2,0,0,0,0,0,0,1,3,1,2,3,1,3,0,0,0,0,0,0
1000000US120730002001013,120730002001013,"Block 1013, Block Group 1, Census Tract 2, Leon County, Florida",36,14,0,1,1,0,0,0,0,2,0,0,3,1,2,1,1,1,0,0,0,0,1,0,0,22,2,6,1,0,0,0,0,1,0,0,3,1,3,1,2,0,0,0,0,2,0,0,0
1000000US120730002001014,120730002001014,"Block 1014, Block Group 1, Census Tract 2, Leon County, Florida",56,23,1,0,2,0,1,0,0,1,3,4,0,1,2,2,2,1,1,0,0,0,0,2,0,33,2,2,2,0,1,2,0,2,2,4,2,1,1,4,3,1,0,2,0,0,0,1,1
1000000US120730002001015,120730002001015,"Block 1015, Block Group 1, Census Tract 2, Leon County, Florida",34,14,1,2,0,0,0,0,0,0,1,0,3,2,0,1,2,1,0,1,0,0,0,0,0,20,0,4,2,0,1,0,0,0,2,0,4,3,0,1,0,0,0,1,0,2,0,0,0
1000000US120730002001016,120730002001016,"Block 1016, Block Group 1, Census Tract 2, Leon County, Florida",27,12,0,0,0,0,1,0,0,0,2,1,0,0,1,2,2,0,1,0,1,0,1,0,0,15,0,0,1,0,0,0,0,0,4,1,0,2,0,2,3,0,1,0,0,0,0,0,1
1000000US120730002001017,120730002001017,"Block 1017, Block Group 1, Census Tract 2, Leon County, Florida",32,12,0,3,1,0,0,0,0,0,2,1,2,0,1,1,1,0,0,0,0,0,0,0,0,20,2,0,3,0,0,1,3,0,2,2,1,0,2,1,0,2,1,0,0,0,0,0,0
1000000US120730002001018,120730002001018,"Block 1018, Block Group 1, Census Tract 2, Leon County, Florida",30,12,1,0,0,0,1,0,0,2,2,0,1,0,0,0,2,0,0,1,1,1,0,0,0,18,0,0,0,0,0,0,0,3,4,0,0,0,0,2,4,1,1,1,0,1,0,0,1
1000000US120730002001019,120730002001019,"Block 1019, Block Group 1, Census Tract 2, Leon County, Florida",13,6,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,7,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,3,0,0,0,0,0,0
1000000US120730002001020,120730002001020,"Block 1020, Block Group 1, Census Tract 2, Leon County, Florida",108,46,5,1,3,0,0,0,0,5,6,3,4,1,2,4,7,0,0,1,2,2,0,0,0,62,3,0,1,0,1,1,2,2,11,7,4,0,6,7,4,1,3,2,2,0,2,3,0
1000000US120730002001021,120730002001021,"Block 1021, Block Group 1, Census Tract 2, Leon County, Florida",47,19,1,2,2,0,1,0,0,0,0,3,1,3,0,1,3,1,0,1,0,0,0,0,0,28,3,2,0,1,0,0,0,0,2,3,4,1,2,0,4,2,1,0,0,1,0,2,0
1000000US120730002001022,120730002001022,"Block 1022, Block Group 1, Census Tract 2, Leon County, Florida",15,8,0,0,0,0,0,0,0,0,1,2,1,0,1,0,2,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,1,0,0,2,1,0,0,1,0,1,0,0,0,0,1,0
1000000US120730002001023,120730002001023,"Block 1023, Block Group 1, Census Tract 2, Leon County, Florida",29,18,2,5,1,1,0,0,0,0,0,1,2,3,0,1,0,1,0,0,0,1,0,0,0,11,1,0,0,0,0,0,0,0,0,1,2,0,2,1,1,0,1,0,2,0,0,0,0
1000000US120730002001024,120730002001024,"Block 1024, Block Group 1, Census Tract 2, Leon County, Florida",17,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,12,1,0,0,0,0,0,0,1,1,1,2,0,1,0,1,0,1,0,0,1,1,1,0
1000000US120730002001025,120730002001025,"Block 1025, Block Group 1, Census Tract 2, Leon County, Florida",43,19,2,3,0,1,0,0,0,1,0,1,2,1,2,2,0,1,0,1,1,0,0,1,0,24,0,1,1,4,0,0,0,2,2,4,2,0,2,2,0,0,1,1,1,0,0,1,0
1000000US120730002001026,120730002001026,"Block 1026, Block Group 1, Census Tract 2, Leon County, Florida",57,26,0,2,0,1,0,0,0,2,1,4,3,0,1,3,6,1,0,0,0,1,1,0,0,31,1,1,1,0,0,1,0,3,3,3,2,2,2,1,4,3,1,0,0,1,2,0,0
1000000US120730002001027,120730002001027,"Block 1027, Block Group 1, Census Tract 2, Leon County, Florida",28,14,1,0,0,0,0,0,0,0,2,3,4,2,1,0,1,0,0,0,0,0,0,0,0,14,0,0,1,0,0,2,0,3,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0
1000000US120730002001028,120730002001028,"Block 1028, Block Group 1, Census Tract 2, Leon County, Florida",33,18,1,2,2,2,0,1,0,0,1,0,0,0,3,3,2,0,0,0,0,1,0,0,0,15,0,1,0,3,1,0,0,0,0,0,0,1,4,1,1,0,1,0,0,1,0,0,1
1000000US120730002001029,120730002001029,"Block 1029, Block Group 1, Census Tract 2, Leon County, Florida",31,14,0,1,2,0,1,0,1,0,1,1,0,2,1,2,0,1,0,0,0,0,1,0,0,17,0,1,0,1,1,0,0,2,3,1,2,1,1,2,2,0,0,0,0,0,0,0,0
1000000US120730002001030,120730002001030,"Block 1030, Block Group 1, Census Tract 2, Leon County, Florida",19,9,1,0,0,0,0,0,0,0,1,1,2,1,1,1,0,0,0,0,0,0,1,0,0,10,0,1,0,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,1,1,0,2,0
1000000US120730002001031,120730002001031,"Block 1031, Block Group 1, Census Tract 2, Leon County, Florida",45,21,1,1,0,0,0,0,0,2,10,0,2,0,1,0,2,0,1,0,0,0,0,0,1,24,1,0,0,1,1,0,2,5,2,2,1,2,3,1,0,1,0,0,0,0,0,0,2
1000000US120730002001032,120730002001032,"Block 1032, Block Group 1, Census Tract 2, Leon County, Florida",55,29,0,0,2,0,0,1,0,4,1,2,4,2,3,2,3,2,1,1,0,0,1,0,0,26,1,1,1,1,0,0,0,0,3,2,5,1,0,1,5,0,1,0,0,0,2,0,2
1000000US120730002001033,120730002001033,"Block 1033, Block Group 1, Census Tract 2, Leon County, Florida",24,11,1,0,0,0,0,0,0,1,2,2,1,0,2,1,1,0,0,0,0,0,0,0,0,13,0,0,0,1,0,0,0,1,2,1,2,1,1,2,1,0,0,0,0,1,0,0,0
1000000US120730002001034,120730002001034,"Block 1034, Block Group 1, Census Tract 2, Leon County, Florida",56,36,1,2,0,0,0,1,1,1,5,5,0,6,3,6,2,0,2,1,0,0,0,0,0,20,1,0,1,0,0,0,0,4,1,3,2,4,0,1,2,0,1,0,0,0,0,0,0
1000000US120730002001035,120730002001035,"Block 1035, Block Group 1, Census Tract 2, Leon County, Florida",24,11,2,1,0,0,0,0,0,0,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,13,1,1,0,1,0,0,2,1,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0
1000000US120730002001036,120730002001036,"Block 1036, Block Group 1, Census Tract 2, Leon County, Florida",21,8,3,0,0,0,0,1,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,13,1,0,0,0,0,0,2,0,1,1,0,2,1,0,1,2,1,1,0,0,0,0,0
1000000US120730002001037,120730002001037,"Block 1037, Block Group 1, Census Tract 2, Leon County, Florida",24,10,0,1,0,0,0,0,2,0,0,1,0,2,0,2,0,1,0,0,0,0,0,1,0,14,0,0,1,0,2,1,0,3,0,2,0,0,3,1,0,0,0,0,0,1,0,0,0
1000000US120730002001038,120730002001038,"Block 1038, Block Group 1, Census Tract 2, Leon County, Florida",16,11,0,0,0,0,0,1,1,1,0,1,0,0,1,2,3,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0
1000000US120730002001039,120730002001039,"Block 1039, Block Group 1, Census Tract 2, Leon County, Florida",72,44,0,0,1,0,2,1,0,13,8,8,1,1,1,6,1,0,0,0,0,0,1,0,0,28,2,0,0,0,0,1,0,15,5,3,0,0,0,0,0,0,0,0,0,1,1,0,0
1000000US120730002002000,120730002002000,"Block 2000, Block Group 2, Census Tract 2, Leon County, Florida",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US120730002002001,120730002002001,"Block 2001, Block Group 2, Census Tract 2, Leon County, Florida",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US120730002002002,120730002002002,"Block 2002, Block Group 2, Census Tract 2, Leon County, Florida",42,23,0,4,1,0,0,0,0,0,2,1,1,3,1,0,2,0,3,0,1,0,1,3,0,19,0,1,3,0,0,0,0,0,0,2,0,1,2,2,3,2,0,0,0,1,1,0,1
1000000US120730002002003,120730002002003,"Block 2003, Block Group 2, Census Tract 2, Leon County, Florida",23,11,0,1,2,0,0,0,0,0,2,1,2,1,0,1,1,0,0,0,0,0,0,0,0,12,1,1,0,0,0,0,0,0,3,2,0,0,1,0,1,0,1,1,0,0,0,0,1
1000000US120730002002004,120730002002004,"Block 2004, Block Group 2, Census Tract 2, Leon County, Florida",83,44,2,5,4,2,1,0,0,2,8,4,4,0,1,1,4,2,1,1,0,0,1,0,1,39,1,2,2,2,0,0,0,3,6,7,2,0,2,3,1,0,2,0,1,0,2,2,1
1000000US120730002002005,120730002002005,"Block 2005, Block Group 2, Census Tract 2, Leon County, Florida",13,5,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,8,1,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0
1000000US120730002002006,120730002002006,"Block 2006, Block Group 2, Census Tract 2, Leon County, Florida",23,10,1,0,0,0,0,0,0,0,1,1,3,2,0,0,1,1,0,0,0,0,0,0,0,13,3,2,0,0,1,0,1,0,0,1,1,2,0,0,2,0,0,0,0,0,0,0,0
1000000US120730002002007,120730002002007,"Block 2007, Block Group 2, Census Tract 2, Leon County, Florida",18,7,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,2,0,0,0,0,0,0,0,11,0,0,1,1,0,0,0,1,1,1,0,0,2,2,2,0,0,0,0,0,0,0,0
1000000US120730002002008,120730002002008,"Block 2008, Block Group 2, Census Tract 2, Leon County, Florida",18,10,1,1,0,2,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,8,0,0,0,0,1,1,0,2,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0
1000000US120730002002009,120730002002009,"Block 2009, Block Group 2, Census Tract 2, Leon County, Florida",64,34,0,0,7,4,2,0,1,0,0,0,0,1,3,2,4,1,3,2,3,0,0,1,0,30,0,1,1,2,0,0,1,0,0,0,1,0,5,2,7,1,4,2,1,0,1,1,0
1000000US120730002002010,120730002002010,"Block 2010, Block Group 2, Census Tract 2, Leon County, Florida",69,28,0,2,0,2,0,0,1,1,4,0,1,1,3,2,5,0,3,0,0,1,1,1,0,41,0,2,5,1,2,1,0,1,2,3,2,3,3,3,2,2,2,2,0,0,1,4,0
1000000US120730002002011,120730002002011,"Block 2011, Block Group 2, Census Tract 2, Leon County, Florida",10,6,0,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1000000US120730002002012,120730002002012,"Block 2012, Block Group 2, Census Tract 2, Leon County, Florida",59,25,0,3,2,1,0,1,0,1,3,2,0,2,0,3,4,2,1,0,0,0,0,0,0,34,4,5,0,2,0,1,1,0,5,2,1,2,1,4,3,1,0,0,0,0,0,1,1
1000000US120730002002013,120730002002013,"Block 2013, Block Group 2, Census Tract 2, Leon County, Florida",6,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1000000US120730002002014,120730002002014,"Block 2014, Block Group 2, Census Tract 2, Leon County, Florida",7,4,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1000000US120730002002015,120730002002015,"Block 2015, Block Group 2, Census Tract 2, Leon County, Florida",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US120730002002016,120730002002016,"Block 2016, Block Group 2, Census Tract 2, Leon County, Florida",21,10,1,0,0,0,0,0,1,0,3,2,0,1,0,0,2,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,6,0,2,0,0,1,0,0,0,1,0,0,1,0,0
1000000US120730002002017,120730002002017,"Block 2017, Block Group 2, Census Tract 2, Leon County, Florida",29,12,0,2,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0,17,0,0,0,0,0,0,0,1,0,3,0,1,0,2,3,2,2,0,0,2,0,0,1
1000000US120730002002018,120730002002018,"Block 2018, Block Group 2, Census Tract 2, Leon County, Florida",16,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,1,1,2,1,1,1,1,0,1,0,0,1,0,0,0,0
1000000US120730002002019,120730002002019,"Block 2019, Block Group 2, Census Tract 2, Leon County, Florida",17,7,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,1,0,1,3,1,1,0,0,0,0,0,1,0,1
1000000US120730002002020,120730002002020,"Block 2020, Block Group 2, Census Tract 2, Leon County, Florida",64,34,6,1,0,0,1,0,1,0,3,4,3,1,6,0,2,2,1,1,2,0,0,0,0,30,0,1,2,0,0,1,0,4,3,4,1,3,1,4,1,1,1,0,1,0,0,1,1
1000000US120730002002021,120730002002021,"Block 2021, Block Group 2, Census Tract 2, Leon County, Florida",40,19,1,1,1,0,0,0,0,2,4,2,2,1,0,0,4,0,1,0,0,0,0,0,0,21,2,2,0,0,0,0,0,1,3,2,3,0,0,0,3,0,3,1,0,0,0,0,1
1000000US120730002002022,120730002002022,"Block 2022, Block Group 2, Census Tract 2, Leon County, Florida",25,15,2,2,0,1,0,0,0,0,0,2,3,0,2,0,0,1,0,1,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,1,1,1,1,2
1000000US120730002002023,120730002002023,"Block 2023, Block Group 2, Census Tract 2, Leon County, Florida",58,35,0,1,1,1,1,2,0,2,7,3,2,1,3,1,3,2,1,2,0,0,1,0,1,23,2,0,0,0,0,0,0,2,4,1,3,1,0,0,1,0,2,1,0,1,3,2,0
1000000US120730002002024,120730002002024,"Block 2024, Block Group 2, Census Tract 2, Leon County, Florida",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US120730002002025,120730002002025,"Block 2025, Block Group 2, Census Tract 2, Leon County, Florida",25,7,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,18,0,0,0,0,0,4,1,3,3,0,0,0,1,1,1,1,0,0,0,0,0,2,1
1000000US120730002002026,120730002002026,"Block 2026, Block Group 2, Census Tract 2, Leon County, Florida",19,9,0,0,0,0,0,2,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,1,0,1,0,2,1,1,1,0,0,0,0,0,1,1
1000000US120730002003000,120730002003000,"Block 3000, Block Group 3, Census Tract 2, Leon County, Florida",25,12,1,0,0,0,0,0,1,2,2,4,0,0,0,2,0,0,0,0,0,0,0,0,0,13,1,0,1,0,0,0,0,0,6,2,0,0,2,0,1,0,0,0,0,0,0,0,0
1000000US120730002003001,120730002003001,"Block 3001, Block Group 3, Census Tract 2, Leon County, Florida",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US120730002003002,120730002003002,"Block 3002, Block Group 3, Census Tract 2, Leon County, Florida",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US120730002003003,120730002003003,"Block 3003, Block Group 3, Census Tract 2, Leon County, Florida",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US120730002003004,120730002003004,"Block 3004, Block Group 3, Census Tract 2, Leon County, Florida",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1000000US120730002003005,120730002003005,"Block 3005, Block Group 3, Census Tract 2, Leon County, Florida",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US120730002003006,120730002003006,"Block 3006, Block Group 3, Census Tract 2, Leon County, Florida",7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1000000US120730002003007,120730002003007,"Block 3007, Block Group 3, Census Tract 2, Leon County, Florida",2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US120730002003008,120730002003008,"Block 3008, Block Group 3, Census Tract 2, Leon County, Florida",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US120730002003009,120730002003009,"Block 3009, Block Group 3, Census Tract 2, Leon County, Florida",3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1000000US120730002003010,120730002003010,"Block 3010, Block Group 3, Census Tract 2, Leon County, Florida",7,6,0,0,0,0,0,0,0,0,2,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US120730002003011,120730002003011,"Block 3011, Block Group 3, Census Tract 2, Leon County, Florida",4,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1000000US120730002003012,120730002003012,"Block 3012, Block Group 3, Census Tract 2, Leon County, Florida",146,42,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2,2,3,11,4,8,9,104,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,7,6,7,13,19,14,33
1000000US120730002003013,120730002003013,"Block 3013, Block Group 3, Census Tract 2, Leon County, Florida",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US120730002003014,120730002003014,"Block 3014, Block Group 3, Census Tract 2, Leon County, Florida",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US120730002003015,120730002003015,"Block 3015, Block Group 3, Census Tract 2, Leon County, Florida",47,23,0,1,0,0,0,0,2,7,5,1,1,3,2,0,1,0,0,0,0,0,0,0,0,24,2,0,0,0,1,2,2,5,7,2,1,1,0,0,1,0,0,0,0,0,0,0,0
1000000US120730002003016,120730002003016,"Block 3016, Block Group 3, Census Tract 2, Leon County, Florida",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US120730002003017,120730002003017,"Block 3017, Block Group 3, Census Tract 2, Leon County, Florida",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US120730002003018,120730002003018,"Block 3018, Block Group 3, Census Tract 2, Leon County, Florida",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US120730002003019,120730002003019,"Block 3019, Block Group 3, Census Tract 2, Leon County, Florida",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US120730002003020,120730002003020,"Block 3020, Block Group 3, Census Tract 2, Leon County, Florida",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US120730002003021,120730002003021,"Block 3021, Block Group 3, Census Tract 2, Leon County, Florida",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US120730002003022,120730002003022,"Block 3022, Block Group 3, Census Tract 2, Leon County, Florida",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1000000US120730002003023,120730002003023,"Block 3023, Block Group 3, Census Tract 2, Leon County, Florida",8,6,0,0,0,0,0,0,0,1,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
