GEO.id,GEO.id2,GEO.display-label,POPGROUP.id,POPGROUP.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Id,Population Group,Estimate; Per capita income in the past 12 months (in 2010 inflation-adjusted dollars),Margin of Error; Per capita income in the past 12 months (in 2010 inflation-adjusted dollars)
1400000US12001000200,12001000200,"Census Tract 2, Alachua County, Florida",001,Total population,7073,1399
1400000US12001000200,12001000200,"Census Tract 2, Alachua County, Florida",002,White alone,6413,1398
1400000US12001000200,12001000200,"Census Tract 2, Alachua County, Florida",003,White alone or in combination with one or more other races,6357,1357
1400000US12001000200,12001000200,"Census Tract 2, Alachua County, Florida",004,Black or African American alone,11513,4343
1400000US12001000200,12001000200,"Census Tract 2, Alachua County, Florida",005,Black or African American alone or in combination with one or more other races,10936,3979
1400000US12001000200,12001000200,"Census Tract 2, Alachua County, Florida",451,"White alone, not Hispanic or Latino",6663,1608
1400000US12001000200,12001000200,"Census Tract 2, Alachua County, Florida",452,"White alone or in combination with one or more other races, not Hispanic or Latino",6596,1570
1400000US12001000200,12001000200,"Census Tract 2, Alachua County, Florida",453,"Black or African American alone, not Hispanic or Latino",11513,4343
1400000US12001000200,12001000200,"Census Tract 2, Alachua County, Florida",454,"Black or African American alone or in combination with one or more other races, not Hispanic or Latino",11137,4194
1400000US12001000301,12001000301,"Census Tract 3.01, Alachua County, Florida",001,Total population,17828,3298
1400000US12001000301,12001000301,"Census Tract 3.01, Alachua County, Florida",002,White alone,18907,3758
1400000US12001000301,12001000301,"Census Tract 3.01, Alachua County, Florida",003,White alone or in combination with one or more other races,18905,3707
1400000US12001000301,12001000301,"Census Tract 3.01, Alachua County, Florida",451,"White alone, not Hispanic or Latino",19237,4004
1400000US12001000301,12001000301,"Census Tract 3.01, Alachua County, Florida",452,"White alone or in combination with one or more other races, not Hispanic or Latino",19228,3945
1400000US12001000302,12001000302,"Census Tract 3.02, Alachua County, Florida",001,Total population,23175,4258
1400000US12001000302,12001000302,"Census Tract 3.02, Alachua County, Florida",002,White alone,26166,5255
1400000US12001000302,12001000302,"Census Tract 3.02, Alachua County, Florida",003,White alone or in combination with one or more other races,25585,5157
1400000US12001000302,12001000302,"Census Tract 3.02, Alachua County, Florida",451,"White alone, not Hispanic or Latino",27017,6029
1400000US12001000302,12001000302,"Census Tract 3.02, Alachua County, Florida",452,"White alone or in combination with one or more other races, not Hispanic or Latino",26321,5890
1400000US12001000400,12001000400,"Census Tract 4, Alachua County, Florida",001,Total population,16705,2396
1400000US12001000400,12001000400,"Census Tract 4, Alachua County, Florida",002,White alone,22725,4715
1400000US12001000400,12001000400,"Census Tract 4, Alachua County, Florida",003,White alone or in combination with one or more other races,21067,4304
1400000US12001000400,12001000400,"Census Tract 4, Alachua County, Florida",004,Black or African American alone,14404,2640
1400000US12001000400,12001000400,"Census Tract 4, Alachua County, Florida",005,Black or African American alone or in combination with one or more other races,13925,2354
1400000US12001000400,12001000400,"Census Tract 4, Alachua County, Florida",451,"White alone, not Hispanic or Latino",23482,4721
1400000US12001000400,12001000400,"Census Tract 4, Alachua County, Florida",452,"White alone or in combination with one or more other races, not Hispanic or Latino",21620,4290
1400000US12001000400,12001000400,"Census Tract 4, Alachua County, Florida",453,"Black or African American alone, not Hispanic or Latino",14404,2640
1400000US12001000400,12001000400,"Census Tract 4, Alachua County, Florida",454,"Black or African American alone or in combination with one or more other races, not Hispanic or Latino",13925,2354
1400000US12001000500,12001000500,"Census Tract 5, Alachua County, Florida",001,Total population,22346,3513
1400000US12001000500,12001000500,"Census Tract 5, Alachua County, Florida",002,White alone,25535,4409
1400000US12001000500,12001000500,"Census Tract 5, Alachua County, Florida",003,White alone or in combination with one or more other races,25394,4392
1400000US12001000500,12001000500,"Census Tract 5, Alachua County, Florida",451,"White alone, not Hispanic or Latino",25828,4595
1400000US12001000500,12001000500,"Census Tract 5, Alachua County, Florida",452,"White alone or in combination with one or more other races, not Hispanic or Latino",25679,4585
1400000US12001000600,12001000600,"Census Tract 6, Alachua County, Florida",001,Total population,11092,1360
1400000US12001000600,12001000600,"Census Tract 6, Alachua County, Florida",004,Black or African American alone,10771,1558
1400000US12001000600,12001000600,"Census Tract 6, Alachua County, Florida",005,Black or African American alone or in combination with one or more other races,10779,1546
1400000US12001000600,12001000600,"Census Tract 6, Alachua County, Florida",453,"Black or African American alone, not Hispanic or Latino",10954,1596
1400000US12001000600,12001000600,"Census Tract 6, Alachua County, Florida",454,"Black or African American alone or in combination with one or more other races, not Hispanic or Latino",10962,1584
1400000US12001000700,12001000700,"Census Tract 7, Alachua County, Florida",001,Total population,15072,1676
1400000US12001000700,12001000700,"Census Tract 7, Alachua County, Florida",002,White alone,21548,4172
1400000US12001000700,12001000700,"Census Tract 7, Alachua County, Florida",003,White alone or in combination with one or more other races,21375,4113
1400000US12001000700,12001000700,"Census Tract 7, Alachua County, Florida",004,Black or African American alone,14146,1798
1400000US12001000700,12001000700,"Census Tract 7, Alachua County, Florida",005,Black or African American alone or in combination with one or more other races,14298,1830
1400000US12001000700,12001000700,"Census Tract 7, Alachua County, Florida",451,"White alone, not Hispanic or Latino",23458,5720
1400000US12001000700,12001000700,"Census Tract 7, Alachua County, Florida",452,"White alone or in combination with one or more other races, not Hispanic or Latino",23220,5626
1400000US12001000700,12001000700,"Census Tract 7, Alachua County, Florida",453,"Black or African American alone, not Hispanic or Latino",14151,1803
1400000US12001000700,12001000700,"Census Tract 7, Alachua County, Florida",454,"Black or African American alone or in combination with one or more other races, not Hispanic or Latino",14317,1836
1400000US12001000806,12001000806,"Census Tract 8.06, Alachua County, Florida",001,Total population,15302,3794
1400000US12001000806,12001000806,"Census Tract 8.06, Alachua County, Florida",002,White alone,14709,4637
1400000US12001000806,12001000806,"Census Tract 8.06, Alachua County, Florida",003,White alone or in combination with one or more other races,14674,4611
1400000US12001000806,12001000806,"Census Tract 8.06, Alachua County, Florida",451,"White alone, not Hispanic or Latino",15155,4753
1400000US12001000806,12001000806,"Census Tract 8.06, Alachua County, Florida",452,"White alone or in combination with one or more other races, not Hispanic or Latino",15116,4725
1400000US12001000808,12001000808,"Census Tract 8.08, Alachua County, Florida",001,Total population,15781,3021
1400000US12001000808,12001000808,"Census Tract 8.08, Alachua County, Florida",002,White alone,19795,3718
1400000US12001000808,12001000808,"Census Tract 8.08, Alachua County, Florida",003,White alone or in combination with one or more other races,20213,3582
1400000US12001000808,12001000808,"Census Tract 8.08, Alachua County, Florida",012,Asian alone (400-499),7725,3288
1400000US12001000808,12001000808,"Census Tract 8.08, Alachua County, Florida",031,"Asian alone or in combination with one or more other races  (400-499) & (100-299) or (300, A01-Z99) or (400-999)",7945,3099
1400000US12001000808,12001000808,"Census Tract 8.08, Alachua County, Florida",451,"White alone, not Hispanic or Latino",20538,3646
1400000US12001000808,12001000808,"Census Tract 8.08, Alachua County, Florida",452,"White alone or in combination with one or more other races, not Hispanic or Latino",20177,3482
1400000US12001000808,12001000808,"Census Tract 8.08, Alachua County, Florida",457,"Asian alone, not Hispanic or Latino",7725,3288
1400000US12001000808,12001000808,"Census Tract 8.08, Alachua County, Florida",458,"Asian alone or in combination with one or more other races, not Hispanic or Latino",7945,3099
1400000US12001000809,12001000809,"Census Tract 8.09, Alachua County, Florida",001,Total population,19746,4753
1400000US12001000809,12001000809,"Census Tract 8.09, Alachua County, Florida",002,White alone,19895,4854
1400000US12001000809,12001000809,"Census Tract 8.09, Alachua County, Florida",003,White alone or in combination with one or more other races,19072,4527
1400000US12001000809,12001000809,"Census Tract 8.09, Alachua County, Florida",452,"White alone or in combination with one or more other races, not Hispanic or Latino",20006,4607
1400000US12001000901,12001000901,"Census Tract 9.01, Alachua County, Florida",001,Total population,4384,730
1400000US12001000901,12001000901,"Census Tract 9.01, Alachua County, Florida",002,White alone,3630,609
1400000US12001000901,12001000901,"Census Tract 9.01, Alachua County, Florida",003,White alone or in combination with one or more other races,3587,592
1400000US12001000901,12001000901,"Census Tract 9.01, Alachua County, Florida",012,Asian alone (400-499),8042,2506
1400000US12001000901,12001000901,"Census Tract 9.01, Alachua County, Florida",031,"Asian alone or in combination with one or more other races  (400-499) & (100-299) or (300, A01-Z99) or (400-999)",7860,2390
1400000US12001000901,12001000901,"Census Tract 9.01, Alachua County, Florida",451,"White alone, not Hispanic or Latino",3175,520
1400000US12001000901,12001000901,"Census Tract 9.01, Alachua County, Florida",452,"White alone or in combination with one or more other races, not Hispanic or Latino",3091,523
1400000US12001000901,12001000901,"Census Tract 9.01, Alachua County, Florida",457,"Asian alone, not Hispanic or Latino",8042,2506
1400000US12001000901,12001000901,"Census Tract 9.01, Alachua County, Florida",458,"Asian alone or in combination with one or more other races, not Hispanic or Latino",7860,2390
1400000US12001000902,12001000902,"Census Tract 9.02, Alachua County, Florida",001,Total population,2533,351
1400000US12001000902,12001000902,"Census Tract 9.02, Alachua County, Florida",002,White alone,2435,337
1400000US12001000902,12001000902,"Census Tract 9.02, Alachua County, Florida",003,White alone or in combination with one or more other races,2432,342
1400000US12001000902,12001000902,"Census Tract 9.02, Alachua County, Florida",004,Black or African American alone,2384,846
1400000US12001000902,12001000902,"Census Tract 9.02, Alachua County, Florida",005,Black or African American alone or in combination with one or more other races,2384,846
1400000US12001000902,12001000902,"Census Tract 9.02, Alachua County, Florida",031,"Asian alone or in combination with one or more other races  (400-499) & (100-299) or (300, A01-Z99) or (400-999)",3845,1497
1400000US12001000902,12001000902,"Census Tract 9.02, Alachua County, Florida",400,Hispanic or Latino (of any race) (200-299),1775,412
1400000US12001000902,12001000902,"Census Tract 9.02, Alachua County, Florida",451,"White alone, not Hispanic or Latino",2572,380
1400000US12001000902,12001000902,"Census Tract 9.02, Alachua County, Florida",452,"White alone or in combination with one or more other races, not Hispanic or Latino",2565,383
1400000US12001000902,12001000902,"Census Tract 9.02, Alachua County, Florida",453,"Black or African American alone, not Hispanic or Latino",2384,846
1400000US12001000902,12001000902,"Census Tract 9.02, Alachua County, Florida",454,"Black or African American alone or in combination with one or more other races, not Hispanic or Latino",2384,846
1400000US12001000902,12001000902,"Census Tract 9.02, Alachua County, Florida",458,"Asian alone or in combination with one or more other races, not Hispanic or Latino",3845,1497
1400000US12001000902,12001000902,"Census Tract 9.02, Alachua County, Florida",464,"White alone, Hispanic or Latino",1825,417
1400000US12001000902,12001000902,"Census Tract 9.02, Alachua County, Florida",465,"White alone or in combination with one or more other races, Hispanic or Latino",1825,417
1400000US12001000902,12001000902,"Census Tract 9.02, Alachua County, Florida",535,German (032-045),2240,506
1400000US12001000902,12001000902,"Census Tract 9.02, Alachua County, Florida",541,"Irish (050, 081)",2275,701
1400000US12001001000,12001001000,"Census Tract 10, Alachua County, Florida",001,Total population,23634,3708
1400000US12001001000,12001001000,"Census Tract 10, Alachua County, Florida",002,White alone,24415,3896
1400000US12001001000,12001001000,"Census Tract 10, Alachua County, Florida",003,White alone or in combination with one or more other races,24395,3881
1400000US12001001000,12001001000,"Census Tract 10, Alachua County, Florida",451,"White alone, not Hispanic or Latino",24799,4317
1400000US12001001000,12001001000,"Census Tract 10, Alachua County, Florida",452,"White alone or in combination with one or more other races, not Hispanic or Latino",24777,4298
1400000US12001001000,12001001000,"Census Tract 10, Alachua County, Florida",535,German (032-045),41014,17477
1400000US12001001000,12001001000,"Census Tract 10, Alachua County, Florida",541,"Irish (050, 081)",25080,10645
1400000US12001001100,12001001100,"Census Tract 11, Alachua County, Florida",001,Total population,47767,6785
1400000US12001001100,12001001100,"Census Tract 11, Alachua County, Florida",002,White alone,47792,6127
1400000US12001001100,12001001100,"Census Tract 11, Alachua County, Florida",003,White alone or in combination with one or more other races,47006,6084
1400000US12001001100,12001001100,"Census Tract 11, Alachua County, Florida",451,"White alone, not Hispanic or Latino",48629,6269
1400000US12001001100,12001001100,"Census Tract 11, Alachua County, Florida",452,"White alone or in combination with one or more other races, not Hispanic or Latino",47699,6269
1400000US12001001100,12001001100,"Census Tract 11, Alachua County, Florida",529,"English (015, 022)",45442,7915
1400000US12001001100,12001001100,"Census Tract 11, Alachua County, Florida",535,German (032-045),54537,13052
1400000US12001001100,12001001100,"Census Tract 11, Alachua County, Florida",541,"Irish (050, 081)",54330,20520
1400000US12001001201,12001001201,"Census Tract 12.01, Alachua County, Florida",001,Total population,29784,4053
1400000US12001001201,12001001201,"Census Tract 12.01, Alachua County, Florida",002,White alone,34026,4411
1400000US12001001201,12001001201,"Census Tract 12.01, Alachua County, Florida",003,White alone or in combination with one or more other races,33322,4605
1400000US12001001201,12001001201,"Census Tract 12.01, Alachua County, Florida",451,"White alone, not Hispanic or Latino",35428,4619
1400000US12001001201,12001001201,"Census Tract 12.01, Alachua County, Florida",452,"White alone or in combination with one or more other races, not Hispanic or Latino",34630,4851
1400000US12001001202,12001001202,"Census Tract 12.02, Alachua County, Florida",001,Total population,29515,3475
1400000US12001001202,12001001202,"Census Tract 12.02, Alachua County, Florida",002,White alone,32841,4142
1400000US12001001202,12001001202,"Census Tract 12.02, Alachua County, Florida",003,White alone or in combination with one or more other races,32256,4086
1400000US12001001202,12001001202,"Census Tract 12.02, Alachua County, Florida",451,"White alone, not Hispanic or Latino",34111,4369
1400000US12001001202,12001001202,"Census Tract 12.02, Alachua County, Florida",452,"White alone or in combination with one or more other races, not Hispanic or Latino",33413,4307
1400000US12001001202,12001001202,"Census Tract 12.02, Alachua County, Florida",529,"English (015, 022)",28149,8769
1400000US12001001202,12001001202,"Census Tract 12.02, Alachua County, Florida",535,German (032-045),36569,8370
1400000US12001001202,12001001202,"Census Tract 12.02, Alachua County, Florida",541,"Irish (050, 081)",31956,6162
1400000US12001001203,12001001203,"Census Tract 12.03, Alachua County, Florida",001,Total population,20256,3086
1400000US12001001203,12001001203,"Census Tract 12.03, Alachua County, Florida",002,White alone,24044,3235
1400000US12001001203,12001001203,"Census Tract 12.03, Alachua County, Florida",003,White alone or in combination with one or more other races,23299,3246
1400000US12001001203,12001001203,"Census Tract 12.03, Alachua County, Florida",451,"White alone, not Hispanic or Latino",24854,3458
1400000US12001001203,12001001203,"Census Tract 12.03, Alachua County, Florida",452,"White alone or in combination with one or more other races, not Hispanic or Latino",24047,3493
1400000US12001001400,12001001400,"Census Tract 14, Alachua County, Florida",001,Total population,14334,2958
1400000US12001001400,12001001400,"Census Tract 14, Alachua County, Florida",002,White alone,20634,7963
1400000US12001001400,12001001400,"Census Tract 14, Alachua County, Florida",003,White alone or in combination with one or more other races,20045,7486
1400000US12001001400,12001001400,"Census Tract 14, Alachua County, Florida",004,Black or African American alone,11064,2188
1400000US12001001400,12001001400,"Census Tract 14, Alachua County, Florida",005,Black or African American alone or in combination with one or more other races,10913,2155
1400000US12001001400,12001001400,"Census Tract 14, Alachua County, Florida",451,"White alone, not Hispanic or Latino",20539,8491
1400000US12001001400,12001001400,"Census Tract 14, Alachua County, Florida",452,"White alone or in combination with one or more other races, not Hispanic or Latino",19898,7967
1400000US12001001400,12001001400,"Census Tract 14, Alachua County, Florida",453,"Black or African American alone, not Hispanic or Latino",11064,2188
1400000US12001001400,12001001400,"Census Tract 14, Alachua County, Florida",454,"Black or African American alone or in combination with one or more other races, not Hispanic or Latino",10913,2155
1400000US12001001515,12001001515,"Census Tract 15.15, Alachua County, Florida",001,Total population,12783,2213
1400000US12001001515,12001001515,"Census Tract 15.15, Alachua County, Florida",002,White alone,12863,2821
1400000US12001001515,12001001515,"Census Tract 15.15, Alachua County, Florida",003,White alone or in combination with one or more other races,12673,2728
1400000US12001001515,12001001515,"Census Tract 15.15, Alachua County, Florida",451,"White alone, not Hispanic or Latino",12644,3196
1400000US12001001515,12001001515,"Census Tract 15.15, Alachua County, Florida",452,"White alone or in combination with one or more other races, not Hispanic or Latino",12501,3113
1400000US12001001516,12001001516,"Census Tract 15.16, Alachua County, Florida",001,Total population,14467,4853
1400000US12001001516,12001001516,"Census Tract 15.16, Alachua County, Florida",002,White alone,10725,3138
1400000US12001001516,12001001516,"Census Tract 15.16, Alachua County, Florida",003,White alone or in combination with one or more other races,10748,3097
1400000US12001001516,12001001516,"Census Tract 15.16, Alachua County, Florida",451,"White alone, not Hispanic or Latino",11650,3419
1400000US12001001516,12001001516,"Census Tract 15.16, Alachua County, Florida",452,"White alone or in combination with one or more other races, not Hispanic or Latino",11650,3419
1400000US12001001517,12001001517,"Census Tract 15.17, Alachua County, Florida",001,Total population,12600,2117
1400000US12001001517,12001001517,"Census Tract 15.17, Alachua County, Florida",002,White alone,13061,2622
1400000US12001001517,12001001517,"Census Tract 15.17, Alachua County, Florida",003,White alone or in combination with one or more other races,12934,2481
1400000US12001001517,12001001517,"Census Tract 15.17, Alachua County, Florida",451,"White alone, not Hispanic or Latino",14203,3009
1400000US12001001517,12001001517,"Census Tract 15.17, Alachua County, Florida",452,"White alone or in combination with one or more other races, not Hispanic or Latino",14039,2838
1400000US12001001519,12001001519,"Census Tract 15.19, Alachua County, Florida",001,Total population,8968,2433
1400000US12001001519,12001001519,"Census Tract 15.19, Alachua County, Florida",002,White alone,9243,3260
1400000US12001001519,12001001519,"Census Tract 15.19, Alachua County, Florida",003,White alone or in combination with one or more other races,8825,3101
1400000US12001001520,12001001520,"Census Tract 15.20, Alachua County, Florida",001,Total population,12648,2157
1400000US12001001520,12001001520,"Census Tract 15.20, Alachua County, Florida",002,White alone,12511,2762
1400000US12001001520,12001001520,"Census Tract 15.20, Alachua County, Florida",003,White alone or in combination with one or more other races,12674,2718
1400000US12001001520,12001001520,"Census Tract 15.20, Alachua County, Florida",451,"White alone, not Hispanic or Latino",13830,2756
1400000US12001001520,12001001520,"Census Tract 15.20, Alachua County, Florida",452,"White alone or in combination with one or more other races, not Hispanic or Latino",14033,2681
